INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
693	Ph§t Chß·ng Nh¤t Phß½ng	TalentSkillShaoLin5_6	TÑ	#{WUDAO_20250327_11}	#{WUDAO_20250327_231}	41	42	43	44	45	1
694	Pháp gi¾i Quy Nh¤t	TalentSkillShaoLin5_7	TÑ	#{WUDAO_20250327_12}	#{WUDAO_20250327_232}	3	6	9	12	15	3
695	Tª thª có cách	TalentSkillShaoLin4_11	TÑ	#{WUDAO_20250327_13}	#{WUDAO_20250327_233}	20	40	60	80	100	1
696	Trì Tu® thänh th½i	TalentSkillShaoLin5_2	TÑ	#{WUDAO_20250327_14}	#{WUDAO_20250327_234}	1	2	3	4	5	2
697	Pháp Tßþng vô hình	TalentSkillShaoLin4_13	TÑ	#{WUDAO_20250327_15}	#{WUDAO_20250327_235}	2	4	6	8	10	3
698	Chuông vàng hµ th¬	TalentSkillShaoLin3_15	TÑ	#{WUDAO_20250327_16}	#{WUDAO_20250327_236}	1	2	3	4	5	1
699	Xä thân Tñ H±	TalentSkillShaoLin4_14	TÑ	#{WUDAO_20250327_17}	#{WUDAO_20250327_237}	1	2	3	4	5	3
700	Tâm ThÑc Vô ¿u	TalentSkillShaoLin4_12	TÑ	#{WUDAO_20250327_18}	#{WUDAO_20250327_238}	1	2	3	4	5	1
701	L¤y ½n báo oán	TalentSkillShaoLin4_15	TÑ	#{WUDAO_20250327_19}	#{WUDAO_20250327_239}	3;2	6;4	9;6	12;8	15;10	2
702	C¥u xin ph§t ðà	TalentSkillShaoLin_4	TÑ	#{WUDAO_20250327_20}	#{WUDAO_20250327_240}	3	6	9	12	15	3
703	Lòng son b¤t tØ	TalentSkillMingJiao_9	TÑ	#{WUDAO_20250327_21}	#{WUDAO_20250327_241}	20	40	60	80	100	1
704	B¤t di®t Liên Träm	TalentSkillMingJiao4_9	TÑ	#{WUDAO_20250327_22}	#{WUDAO_20250327_242}	15	30	45	60	75	3
705	Tinh Hán quy nguyên	TalentSkillMingJiao4_3	TÑ	#{WUDAO_20250327_23}	#{WUDAO_20250327_243}	2	4	6	8	10	1
706	T§p hþp lÕi	TalentSkillMingJiao3_16	TÑ	#{WUDAO_20250327_24}	#{WUDAO_20250327_244}	2	4	6	8	10	2
707	Theo ðu±i không bö	TalentSkillMingJiao3_8	TÑ	#{WUDAO_20250327_25}	#{WUDAO_20250327_245}	0.4	0.8	1.2	1.6	2	3
708	Ph¥n Tâm Nhßþc C¯t	TalentSkillMingJiao4_4	TÑ	#{WUDAO_20250327_26}	#{WUDAO_20250327_246}	20	40	60	80	100	1
709	Liên hoàn kª	TalentSkillMingJiao3_1	TÑ	#{WUDAO_20250327_27}	#{WUDAO_20250327_247}	0.5	1	1.5	2	2.5	3
710	Xích Di­m liên hoàn	TalentSkillMingJiao4_4	TÑ	#{WUDAO_20250327_28}	#{WUDAO_20250327_248}	0.6	1.2	1.8	2.4	3	1
711	Viêm Long tái hi®n	TalentSkillMingJiao_12	TÑ	#{WUDAO_20250327_29}	#{WUDAO_20250327_249}	7	14	21	28	35	2
712	Ph¥n Ngã Tàn Khu	TalentSkillMingJiao4_5	TÑ	#{WUDAO_20250327_30}	#{WUDAO_20250327_250}	10	20	30	40	50	3
713	Nµ Di®m ng§p tr¶i	TalentSkillMingJiao4_7	TÑ	#{WUDAO_20250327_31}	#{WUDAO_20250327_251}	21	22	23	24	25	1
714	Höa thiêu liên doanh	TalentSkillMingJiao4_2	TÑ	#{WUDAO_20250327_32}	#{WUDAO_20250327_252}	16	32	48	64	80	3
715	LÕc Thüy Tri«u Sinh	TalentSkillMingJiao4_8	TÑ	#{WUDAO_20250327_33}	#{WUDAO_20250327_253}	1	2	3	4	5	1
716	Toä C¯ Bát Môn	TalentSkillMingJiao4_10	TÑ	#{WUDAO_20250327_34}	#{WUDAO_20250327_254}	3	6	9	12	15	2
717	Chï T¦u Long Xà	TalentSkillMingJiao4_11	TÑ	#{WUDAO_20250327_35}	#{WUDAO_20250327_255}	1	2	3	4	5	3
718	M¤t hªt can ðäm	TalentSkillMingJiao3_15	TÑ	#{WUDAO_20250327_36}	#{WUDAO_20250327_256}	1	2	3	4	5	1
719	Ph® Nµ Vu Tâm	TalentSkillMingJiao3_15	TÑ	#{WUDAO_20250327_37}	#{WUDAO_20250327_257}	4	8	12	16	20	3
720	Nhçn Änh liên tøc	TalentSkillMingJiao3_14	TÑ	#{WUDAO_20250327_38}	#{WUDAO_20250327_258}	3	6	9	12	15	1
721	Tuy®t M®nh phá tr§n	TalentSkillMingJiao4_6	TÑ	#{WUDAO_20250327_39}	#{WUDAO_20250327_259}	2	4	6	8	10	2
722	T¥n MÕch Quyªt	TalentSkillMingJiao4_12	TÑ	#{WUDAO_20250327_40}	#{WUDAO_20250327_260}	40;4	80;8	120;12	160;16	200;20	3
723	Dçn Phong Ði®p Tri«u	TalentSkillGaiBang3_10	TÑ	#{WUDAO_20250327_41}	#{WUDAO_20250327_261}	10	20	30	40	50	1
724	Ngßng Quang Nh§p Trän	TalentSkillGaiBang3_11	TÑ	#{WUDAO_20250327_42}	#{WUDAO_20250327_262}	1	2	3	4	5	3
725	Tuý Nguy®t Liên Tinh	TalentSkillGaiBang_7	TÑ	#{WUDAO_20250327_43}	#{WUDAO_20250327_263}	5	10	15	20	25	1
726	R°ng bay Toái Nguy®t	TalentSkillGaiBang_7	TÑ	#{WUDAO_20250327_44}	#{WUDAO_20250327_264}	1	2	3	4	5	2
727	Li®t TØu T£ng Xuân	TalentSkillGaiBang3_12	TÑ	#{WUDAO_20250327_45}	#{WUDAO_20250327_265}	20	40	60	80	100	3
728	Bát TØu Tøc Thª	TalentSkillGaiBang_9	TÑ	#{WUDAO_20250327_46}	#{WUDAO_20250327_266}	15	30	45	60	75	1
729	Phá Lãng ¦m lÕi	TalentSkillGaiBang2_14	TÑ	#{WUDAO_20250327_47}	#{WUDAO_20250327_267}	1	2	3	4	5	3
730	Long Ð¢ng Th¶i Khích	TalentSkillGaiBang4_2	TÑ	#{WUDAO_20250327_48}	#{WUDAO_20250327_268}	10	20	30	40	50	1
731	Long Tiªu chín ngày	TalentSkillGaiBang_7	TÑ	#{WUDAO_20250327_49}	#{WUDAO_20250327_269}	4	8	12	16	20	2
732	Nh§t nguy®t v« núi	TalentSkillGaiBang2_14	TÑ	#{WUDAO_20250327_50}	#{WUDAO_20250327_270}	7	14	21	28	35	3
733	Khuynh say rßþu Møc	TalentSkillGaiBang3_13	TÑ	#{WUDAO_20250327_51}	#{WUDAO_20250327_271}	200	400	600	800	1000	1
734	Chçm tØu Mê Tâm	TalentSkillGaiBang3_13	TÑ	#{WUDAO_20250327_52}	#{WUDAO_20250327_272}	0.4	0.8	1.2	1.6	2	3
735	Lçm Sß½ng Tän H°n	TalentSkillGaiBang4_4	TÑ	#{WUDAO_20250327_53}	#{WUDAO_20250327_273}	4	8	12	16	20	1
736	Túy Bµ Mê Tung	TalentSkillGaiBang3_14	TÑ	#{WUDAO_20250327_54}	#{WUDAO_20250327_274}	0.2	0.4	0.6	0.8	1	2
737	Hoá Lñc thu§n gió	TalentSkillGaiBang4_3	TÑ	#{WUDAO_20250327_55}	#{WUDAO_20250327_275}	0.3	0.6	0.9	1.2	1.5	3
738	Ti«m long Ph÷c Bµ	TalentSkillGaiBang3_16	TÑ	#{WUDAO_20250327_56}	#{WUDAO_20250327_276}	0.3	0.6	0.9	1.2	1.5	1
739	Say bí tï Kinh Tâm	TalentSkillGaiBang_11	TÑ	#{WUDAO_20250327_57}	#{WUDAO_20250327_277}	1	2	3	4	5	3
740	Càn Khôn Thôi Thª	TalentSkillGaiBang_1	TÑ	#{WUDAO_20250327_58}	#{WUDAO_20250327_278}	7	14	21	28	35	1
741	Hoành hành Phøc Thï	TalentSkillGaiBang_1	TÑ	#{WUDAO_20250327_59}	#{WUDAO_20250327_279}	25	23	21	18	15	2
742	Chß¾c TØu quy nguyên	TalentSkillGaiBang3_15	TÑ	#{WUDAO_20250327_60}	#{WUDAO_20250327_280}	0.4	0.8	1.2	1.6	2	3
743	LÕc Chß·ng NÕp Khí	TalentSkillWuDang4_4	TÑ	#{WUDAO_20250327_61}	#{WUDAO_20250327_281}	10	20	30	40	50	1
744	Bão Ung Ðµ KÖ	TalentSkillWuDang4_6	TÑ	#{WUDAO_20250327_62}	#{WUDAO_20250327_282}	0.2	0.4	0.6	0.8	1	3
745	Tiên Chï Dß ¿½ng	TalentSkillWuDang4_3	TÑ	#{WUDAO_20250327_63}	#{WUDAO_20250327_283}	3	6	9	12	15	1
746	Bái Nhiên Kiªm Vñc	TalentSkillWuDang4_5	TÑ	#{WUDAO_20250327_64}	#{WUDAO_20250327_284}	6	7	8	9	10	2
747	Kiªm Nh§p cänh ð©p	TalentSkillWuDang2_2	TÑ	#{WUDAO_20250327_65}	#{WUDAO_20250327_285}	1.6	3.2	4.8	6.4	8	3
748	Hoá Chß·ng DßÞng Nguyên	TalentSkillWuDang4_4	TÑ	#{WUDAO_20250327_66}	#{WUDAO_20250327_286}	5	10	15	20	25	1
749	Vô Vãng không còn næa	TalentSkillWuDang3_1	TÑ	#{WUDAO_20250327_67}	#{WUDAO_20250327_287}	20	40	60	80	100	3
750	Lþi nhu§n vÕn v§t	TalentSkillWuDang4_7	TÑ	#{WUDAO_20250327_68}	#{WUDAO_20250327_288}	1	2	3	4	5	1
751	Th×a thª Quán Chß·ng	TalentSkillWuDang_2	TÑ	#{WUDAO_20250327_69}	#{WUDAO_20250327_289}	4	8	12	16	20	2
752	Doanh Áp CØu Uyên	TalentSkillWuDang4_12	TÑ	#{WUDAO_20250327_70}	#{WUDAO_20250327_290}	0.1	0.2	0.3	0.4	0.5	3
753	Vô Ngñ có cách	TalentSkillWuDang_10	TÑ	#{WUDAO_20250327_71}	#{WUDAO_20250327_291}	1	2	3	4	5	1
754	Gang t¤c mây xanh	TalentSkillWuDang4_8	TÑ	#{WUDAO_20250327_72}	#{WUDAO_20250327_292}	6.2	5.4	4.6	3.8	3	3
755	Th¥n Kiêu không câu n®	TalentSkillWuDang4_10	TÑ	#{WUDAO_20250327_73}	#{WUDAO_20250327_293}	1	1.5	2	2.5	3	1
756	Ách DÕ T§t Tinh	TalentSkillWuDang4_9	TÑ	#{WUDAO_20250327_74}	#{WUDAO_20250327_294}	9	8	7	6	5	2
757	Hàn quang Nhß Mµc	TalentSkillWuDang4_11	TÑ	#{WUDAO_20250327_77}	#{WUDAO_20250327_297}	7	14	21	28	35	3
758	M§t Vân Tri«n Nguy®t	TalentSkillWuDang_3	TÑ	#{WUDAO_20250327_76}	#{WUDAO_20250327_296}	20	40	60	80	100	1
759	Bß¾c trên mây Hu« Ðình	TalentSkillWuDang4_13	TÑ	#{WUDAO_20250327_75}	#{WUDAO_20250327_295}	20	40	60	80	100	3
760	Li®t Túc Khäi Minh	TalentSkillWuDang_5	TÑ	#{WUDAO_20250327_78}	#{WUDAO_20250327_298}	0.4	0.8	1.2	1.6	2	1
761	HÕc Minh Trß¶ng Tiêu	TalentSkillWuDang4_1	TÑ	#{WUDAO_20250327_80}	#{WUDAO_20250327_300}	5	10	15	20	25	2
762	Thiên Lôi Phá Nguyên	TalentSkillWuDang2_9	TÑ	#{WUDAO_20250327_79}	#{WUDAO_20250327_299}	3	6	9	12	15	3
763	Ngßng Th¥n DßÞng TÑc	TalentSkillEmei_4	TÑ	#{WUDAO_20250327_81}	#{WUDAO_20250327_301}	1	2	3	4	5	1
764	Do KÖ Ðµ Nhân	TalentSkillEmei3_14	TÑ	#{WUDAO_20250327_82}	#{WUDAO_20250327_302}	1	2	3	4	5	3
765	Biªt th¶i biªt thª	TalentSkillEmei4_4	TÑ	#{WUDAO_20250327_83}	#{WUDAO_20250327_303}	2	4	6	8	10	1
766	Phøng Li­u Nghênh Xuân	TalentSkillEmei3_16	TÑ	#{WUDAO_20250327_84}	#{WUDAO_20250327_304}	4	8	12	16	20	2
767	Tình Giäi Liên Châu	TalentSkillEmei3_15	TÑ	#{WUDAO_20250327_85}	#{WUDAO_20250327_305}	2	4	6	8	10	3
768	Ân trÕch Lan Tâm	TalentSkillEmei4_2	TÑ	#{WUDAO_20250327_86}	#{WUDAO_20250327_306}	1	2	3	4	5	1
769	Tß½ng tß không tha	TalentSkillEmei3_13	TÑ	#{WUDAO_20250327_87}	#{WUDAO_20250327_307}	2	4	6	8	10	3
770	Thi«n C¯t Hµi Xuân	TalentSkillEmei4_2	TÑ	#{WUDAO_20250327_88}	#{WUDAO_20250327_308}	10	20	30	40	50	1
771	Cøt tay Ðµ Sinh	TalentSkillEmei4_7	TÑ	#{WUDAO_20250327_89}	#{WUDAO_20250327_309}	10	20	30	40	50	2
772	Di®u ÐÑc xoay chuy¬n tr¶i ð¤t	TalentSkillEmei3_5	TÑ	#{WUDAO_20250327_90}	#{WUDAO_20250327_310}	30	25	20	15	10	3
773	LoÕn H°ng v¦y ra	TalentSkillEmei_15	TÑ	#{WUDAO_20250327_91}	#{WUDAO_20250327_311}	6	12	18	24	30	1
774	V² tay Tuý Nguy®t	TalentSkillEmei_11	TÑ	#{WUDAO_20250327_92}	#{WUDAO_20250327_312}	20	40	60	80	100	3
775	B¢ng màn hào quang Änh	TalentSkillEmei_15	TÑ	#{WUDAO_20250327_93}	#{WUDAO_20250327_313}	5	10	15	20	25	1
776	Lãm H§n Phán Phong	TalentSkillEmei4_3	TÑ	#{WUDAO_20250327_94}	#{WUDAO_20250327_314}	5	10	15	20	25	2
777	S¤n Hß mà vào	TalentSkillEmei4_1	TÑ	#{WUDAO_20250327_95}	#{WUDAO_20250327_315}	2	4	6	8	10	3
778	Túc Yên Hoàn Sào	TalentSkillEmei3_12	TÑ	#{WUDAO_20250327_96}	#{WUDAO_20250327_316}	20	40	60	80	100	1
779	Th÷ Thïnh ánh m£t tr¶i	TalentSkillEmei4_4	TÑ	#{WUDAO_20250327_97}	#{WUDAO_20250327_317}	20	40	60	80	100	3
780	Xao Sß½ng Tïnh Hoa	TalentSkillEmei4_5	TÑ	#{WUDAO_20250327_98}	#{WUDAO_20250327_318}	10	20	30	40	50	1
781	Ph¤t tr¥n Ð¸nh Nguy®t	TalentSkillEmei4_6	TÑ	#{WUDAO_20250327_99}	#{WUDAO_20250327_319}	5	10	15	20	25	2
782	Muµn Phong C¤p	TalentSkillEmei2_1	TÑ	#{WUDAO_20250327_100}	#{WUDAO_20250327_320}	7	14	21	28	35	3
783	Minh Höa Chß¾c Thân	TalentSkillXingXiu3_2	TÑ	#{WUDAO_20250327_101}	#{WUDAO_20250327_321}	1.8	1.6	1.4	1.2	1	1
784	Yêu Tinh Ho£c Thª	TalentSkillXingXiu3_2	TÑ	#{WUDAO_20250327_102}	#{WUDAO_20250327_322}	2	4	6	8	10	3
785	M£c ðµc thü	TalentSkillXingXiu3_11	TÑ	#{WUDAO_20250327_103}	#{WUDAO_20250327_323}	7	14	21	28	35	1
786	BÕch c¯t Ai	TalentSkillXingXiu3_4	TÑ	#{WUDAO_20250327_104}	#{WUDAO_20250327_324}	3	6	9	12	15	2
787	Bång hàn Si C¯t	TalentSkillXingXiu_1	TÑ	#{WUDAO_20250327_105}	#{WUDAO_20250327_325}	2	4	6	8	10	3
788	Ðµc Ti Khiên Ngçu	TalentSkillXingXiu3_14	TÑ	#{WUDAO_20250327_106}	#{WUDAO_20250327_326}	7	14	21	28	35	1
789	Táng C¯t Hoàn U	TalentSkillXingXiu3_13	TÑ	#{WUDAO_20250327_107}	#{WUDAO_20250327_327}	1	2	3	4	5	3
790	U Minh Ngøc	TalentSkillXingXiu2_1	TÑ	#{WUDAO_20250327_108}	#{WUDAO_20250327_328}	4	8	12	16	20	1
791	Hàn Sát Ði®p Chß·ng	TalentSkillXingXiu3_2	TÑ	#{WUDAO_20250327_109}	#{WUDAO_20250327_329}	5	10	15	20	25	2
792	Thiên ð¸a gi§n dæ	TalentSkillXingXiu_8	TÑ	#{WUDAO_20250327_110}	#{WUDAO_20250327_330}	50	100	150	200	250	3
793	C¯ Thân Tri«n Ðµc	TalentSkillXingXiu2_11	TÑ	#{WUDAO_20250327_111}	#{WUDAO_20250327_331}	10	20	30	40	50	1
794	Ký Ðµc DßÞng Thân	TalentSkillXingXiu3_10	TÑ	#{WUDAO_20250327_112}	#{WUDAO_20250327_332}	7	14	21	28	35	3
795	V§n rüi Tri«n Thân	TalentSkillXingXiu3_12	TÑ	#{WUDAO_20250327_113}	#{WUDAO_20250327_333}	20	40	60	80	100	1
796	Vînh không th¤y Nh§t	TalentSkillXingXiu3_15	TÑ	#{WUDAO_20250327_114}	#{WUDAO_20250327_334}	3	6	9	12	15	2
797	Thñc Thân C±	TalentSkillXingXiu2_16	TÑ	#{WUDAO_20250327_115}	#{WUDAO_20250327_335}	20	40	60	80	100	3
798	Kh± häi Vô Nhai	TalentSkillXingXiu2_12	TÑ	#{WUDAO_20250327_116}	#{WUDAO_20250327_336}	8	16	24	32	40	1
799	Bö ðá xu¯ng giªng	TalentSkillXingXiu3_7	TÑ	#{WUDAO_20250327_117}	#{WUDAO_20250327_337}	1	2	3	4	5	3
800	B®nh tr¥m kha Sinh D¸ch	TalentSkillXingXiu_9	TÑ	#{WUDAO_20250327_118}	#{WUDAO_20250327_338}	20	40	60	80	100	1
801	Nhi­u Chï Nhu	TalentSkillXingXiu3_4	TÑ	#{WUDAO_20250327_119}	#{WUDAO_20250327_339}	3	6	9	12	15	2
802	TØ Mçu C±	TalentSkillXingXiu3_16	TÑ	#{WUDAO_20250327_120}	#{WUDAO_20250327_340}	1	2	3	4	5	3
803	Nµ Dß½ng Quyªt	TalentSkillTianLong_16	TÑ	#{WUDAO_20250327_121}	#{WUDAO_20250327_341}	6	12	18	24	30	1
804	Phù Quang Thu¤n Änh	TalentSkillTianLong3_1	TÑ	#{WUDAO_20250327_122}	#{WUDAO_20250327_342}	5	10	15	20	25	3
805	Nghîa Phçn Ði«n ¿ng	TalentSkillTianLong3_14	TÑ	#{WUDAO_20250327_123}	#{WUDAO_20250327_343}	10	20	30	40	50	1
806	Ðánh úp	TalentSkillTianLong_13	TÑ	#{WUDAO_20250327_124}	#{WUDAO_20250327_344}	3	6	9	12	15	2
807	Kim ô Chiªu Änh	TalentSkillTianLong3_8	TÑ	#{WUDAO_20250327_125}	#{WUDAO_20250327_345}	8	16	24	32	40	3
808	Càn Khôn H¢ng Chuy¬n	TalentSkillTianLong_9	TÑ	#{WUDAO_20250327_126}	#{WUDAO_20250327_346}	10	20	30	40	50	1
809	Giang Lßu Thñc NgÕn	TalentSkillTianLong2_1	TÑ	#{WUDAO_20250327_127}	#{WUDAO_20250327_347}	2	4	6	8	10	3
810	Ý Quyªt Càn Khôn	TalentSkillTianLong_9	TÑ	#{WUDAO_20250327_128}	#{WUDAO_20250327_348}	2	4	6	8	10	1
811	Th×a Gian TÑ Khích	TalentSkillTianLong4_4	TÑ	#{WUDAO_20250327_129}	#{WUDAO_20250327_349}	12	14	16	18	20	2
812	Hàn Nhçn Thôi Nguy®t	TalentSkillTianLong3_12	TÑ	#{WUDAO_20250327_130}	#{WUDAO_20250327_350}	1	2	3	4	5	3
813	Bách Ðµc n²i nh¾ nhà	TalentSkillTianLong3_16	TÑ	#{WUDAO_20250327_131}	#{WUDAO_20250327_351}	6	12	18	24	30	1
814	Kiªm Ý trß¶ng t°n	TalentSkillTianLong3_12	TÑ	#{WUDAO_20250327_132}	#{WUDAO_20250327_352}	2	4	6	8	10	3
815	Thiên nhai Sß½ng Tuyªt	TalentSkillTianLong4_1	TÑ	#{WUDAO_20250327_133}	#{WUDAO_20250327_353}	0.6	0.7	0.8	0.9	1	1
816	Kim ô Yªt Thiên	TalentSkillTianLong2_1	TÑ	#{WUDAO_20250327_134}	#{WUDAO_20250327_354}	17	19	21	23	25	2
817	TÑ Tßþng Thñc Giáp	TalentSkillTianLong3_6	TÑ	#{WUDAO_20250327_135}	#{WUDAO_20250327_355}	3	6	9	12	15	3
818	N¢m gai nªm m§t	TalentSkillTianLong4_2	TÑ	#{WUDAO_20250327_136}	#{WUDAO_20250327_356}	4	8	12	16	20	1
819	Hàn Tuyªt ÐoÕn MÕch	TalentSkillTianLong4_3	TÑ	#{WUDAO_20250327_137}	#{WUDAO_20250327_357}	2	4	6	8	10	3
820	Song Kiªp t¾i ngß¶i	TalentSkillTianLong4_2	TÑ	#{WUDAO_20250327_138}	#{WUDAO_20250327_358}	3	6	9	12	15	1
821	Thiên c½ Di®u Ngµ	TalentSkillTianLong2_1	TÑ	#{WUDAO_20250327_139}	#{WUDAO_20250327_359}	11	12	13	14	15	2
822	TÑ Tßþng ¿ng Thiên	TalentSkillTianLong4_2	TÑ	#{WUDAO_20250327_140}	#{WUDAO_20250327_360}	97	94	91	88	85	3
823	Di Ðång Tøc QuÛ	TalentSkillTianShan3_13	TÑ	#{WUDAO_20250327_141}	#{WUDAO_20250327_361}	0.6	1.2	1.8	2.4	3	1
824	Hàn Mang th¤u xß½ng	TalentSkillTianShan3_4	TÑ	#{WUDAO_20250327_142}	#{WUDAO_20250327_362}	10	20	30	40	50	3
825	Sóc Tuyªt Vô Nhai	TalentSkillTianShan3_4	TÑ	#{WUDAO_20250327_143}	#{WUDAO_20250327_363}	1	2	3	4	5	1
826	Ng÷c Tr¥n Chiªu Hoa	TalentSkillTianShan_8	TÑ	#{WUDAO_20250327_144}	#{WUDAO_20250327_364}	1	2	3	4	5	2
827	Sß½ng Nhçn Truy Phong	TalentSkillTianShan3_4	TÑ	#{WUDAO_20250327_145}	#{WUDAO_20250327_365}	6	12	18	24	30	3
828	Hàn Vû Thu¤n Hoa	TalentSkillTianShan_15	TÑ	#{WUDAO_20250327_146}	#{WUDAO_20250327_366}	1	2	3	4	5	1
829	Phi Hoàng Hàm Mai	TalentSkillTianShan_15	TÑ	#{WUDAO_20250327_147}	#{WUDAO_20250327_367}	2	4	6	8	10	3
830	Chu Lang C¯ Khúc	TalentSkillTianShan3_12	TÑ	#{WUDAO_20250327_148}	#{WUDAO_20250327_368}	2	4	6	8	10	1
831	LÕc Phßþng v«	TalentSkillTianShan_15	TÑ	#{WUDAO_20250327_149}	#{WUDAO_20250327_369}	10	20	30	40	50	2
832	Huy«n Hoàng Li®t Ngøc	TalentSkillTianShan_12	TÑ	#{WUDAO_20250327_150}	#{WUDAO_20250327_370}	0.4	0.8	1.2	1.6	2	3
833	Hoa mai Thôi Tuyªt	TalentSkillTianShan4_5	TÑ	#{WUDAO_20250327_151}	#{WUDAO_20250327_371}	10	20	30	40	50	1
834	Li®t Vû H°i Phøng	TalentSkillTianShan_15	TÑ	#{WUDAO_20250327_152}	#{WUDAO_20250327_372}	1	2	3	4	5	3
835	Thi®t Mai Dçn Phøng	TalentSkillTianShan3_14	TÑ	#{WUDAO_20250327_153}	#{WUDAO_20250327_373}	1	2	3	4	5	1
836	Dß âm ngàn d§m	TalentSkillTianShan4_5	TÑ	#{WUDAO_20250327_154}	#{WUDAO_20250327_374}	1	2	3	4	5	2
837	T¸ch Phøng Phøc Ngâm	TalentSkillTianShan_12	TÑ	#{WUDAO_20250327_155}	#{WUDAO_20250327_375}	2	4	6	8	10	3
838	Mù sß½ng N£c Änh	TalentSkillTianShan4_4	TÑ	#{WUDAO_20250327_156}	#{WUDAO_20250327_376}	1	2	3	4	5	1
839	Phong Tuyªt Quy Dñc	TalentSkillTianShan_15	TÑ	#{WUDAO_20250327_157}	#{WUDAO_20250327_377}	1	2	3	4	5	3
840	Kiªp MÕch Phong Nguyên	TalentSkillTianShan4_3	TÑ	#{WUDAO_20250327_158}	#{WUDAO_20250327_378}	5.2	5.4	5.6	5.8	6	1
841	Khª Änh Ð°ng Thuª	TalentSkillTianShan4_2	TÑ	#{WUDAO_20250327_159}	#{WUDAO_20250327_379}	20	40	60	80	100	2
842	Tam Ði®p Dçn Phong	TalentSkillTianShan3_12	TÑ	#{WUDAO_20250327_160}	#{WUDAO_20250327_380}	4	8	12	16	20	3
843	Phong Tø Khê S½n	TalentSkillXiaoYao_3	TÑ	#{WUDAO_20250327_161}	#{WUDAO_20250327_381}	0.6	1.2	1.8	2.4	3	1
844	Mßa rào Thôi Chi	TalentSkillXiaoYao3_8	TÑ	#{WUDAO_20250327_162}	#{WUDAO_20250327_382}	1	2	3	4	5	3
845	S½n Hoä T§p Thân	TalentSkillXiaoYao_3	TÑ	#{WUDAO_20250327_163}	#{WUDAO_20250327_383}	80	160	240	320	400	1
846	Tß½ng Giang T¯ Änh	TalentSkillXiaoYao3_9	TÑ	#{WUDAO_20250327_164}	#{WUDAO_20250327_384}	6	12	18	24	30	2
847	Lßu quang dÕ vû	TalentSkillXiaoYao3_9	TÑ	#{WUDAO_20250327_165}	#{WUDAO_20250327_385}	3	6	9	12	15	3
848	Chï Gian Xuân Sinh	TalentSkillXiaoYao_10	TÑ	#{WUDAO_20250327_166}	#{WUDAO_20250327_386}	10	20	30	40	50	1
849	S¾m t¯i Ð°ng Huy	TalentSkillXiaoYao3_1	TÑ	#{WUDAO_20250327_167}	#{WUDAO_20250327_387}	2	4	6	8	10	3
850	Hß Th¤t Sinh BÕch	TalentSkillXiaoYao_3	TÑ	#{WUDAO_20250327_168}	#{WUDAO_20250327_388}	2	4	6	8	10	1
851	Không S½n tiªng v÷ng	TalentSkillXiaoYao_6	TÑ	#{WUDAO_20250327_169}	#{WUDAO_20250327_389}	2	4	6	8	10	2
852	B¡c Minh Lãm Nguy®t	TalentSkillXiaoYao2_7	TÑ	#{WUDAO_20250327_170}	#{WUDAO_20250327_390}	40	55	70	85	100	3
853	Tr¥m Yên CØu Kh¯n	TalentSkillXiaoYao3_11	TÑ	#{WUDAO_20250327_171}	#{WUDAO_20250327_391}	11	12	13	14	15	1
854	HoÕ Gi¾i Thành Sát	TalentSkillXiaoYao3_13	TÑ	#{WUDAO_20250327_172}	#{WUDAO_20250327_392}	15	30	45	60	75	3
855	Mßa bøi Kinh H°ng	TalentSkillXiaoYao2_12	TÑ	#{WUDAO_20250327_173}	#{WUDAO_20250327_393}	2	4	6	8	10	1
856	Døc Phó Khê S½n	TalentSkillXiaoYao_6	TÑ	#{WUDAO_20250327_174}	#{WUDAO_20250327_394}	20	40	60	80	100	2
857	Lß¾i sóng to	TalentSkillXiaoYao3_12	TÑ	#{WUDAO_20250327_175}	#{WUDAO_20250327_395}	10	20	30	40	50	3
858	Hoa r½i gi¤u m¯i	TalentSkillXiaoYao_5	TÑ	#{WUDAO_20250327_176}	#{WUDAO_20250327_396}	10	20	30	40	50	1
859	Tân Hoa Tän NhuÜ	TalentSkillXiaoYao_8	TÑ	#{WUDAO_20250327_177}	#{WUDAO_20250327_397}	20	40	60	80	100	3
860	LÕc Anh Sinh Hoa	TalentSkillXiaoYao_9	TÑ	#{WUDAO_20250327_178}	#{WUDAO_20250327_398}	5	10	15	20	25	1
861	Không ch² Ðµn Hình	TalentSkillXiaoYao3_3	TÑ	#{WUDAO_20250327_179}	#{WUDAO_20250327_399}	15	30	45	60	75	2
862	Hoa Khai Vân †n	TalentSkillXiaoYao3_14	TÑ	#{WUDAO_20250327_180}	#{WUDAO_20250327_400}	20	40	60	80	100	3
863	Di®u Khúc Sinh Hoa	TalentSkillManTuo2_12	TÑ	#{WUDAO_20250327_181}	#{WUDAO_20250327_401}	4	8	12	16	20	1
864	Mßa phùn Thiêm Hoa	TalentSkillManTuo_13	TÑ	#{WUDAO_20250327_182}	#{WUDAO_20250327_402}	16	32	48	64	80	3
865	Hàn Tuyªt Li®t Li®t	TalentSkillManTuo_11	TÑ	#{WUDAO_20250327_183}	#{WUDAO_20250327_403}	2	4	6	8	10	1
866	M£t mày ¦n tình	TalentSkillManTuo3_12	TÑ	#{WUDAO_20250327_184}	#{WUDAO_20250327_404}	3	6	9	12	15	2
