INT	STRING	STRING	STRING	INT	STRING	INT	INT	STRING
787	YanMenMeng_MengYan	YanMenMeng_MengYan/YanMenMeng_MengYan.layout.xml	YanMenMeng_MengYan/YanMenMeng_MengYan.lua	0		19	20	雁门梦境梦魇值
788	YanMenMeng_Mini	YanMenMeng_Mini/YanMenMeng_Mini.layout.xml	YanMenMeng_Mini/YanMenMeng_Mini.lua	0		19	20	雁门梦境mini
789	YanMenMeng_Tips	YanMenMeng_Tips/YanMenMeng_Tips.layout.xml	YanMenMeng_Tips/YanMenMeng_Tips.lua	0		19	20	雁门tips
790	YanMenMeng_XinMo	YanMenMeng_XinMo/YanMenMeng_XinMo.layout.xml	YanMenMeng_XinMo/YanMenMeng_XinMo.lua	0		19	20	雁门乔峰心魔
791	SeventhFestival_Gift2	SeventhFestival_Gift2/SeventhFestival_Gift2.layout.xml	SeventhFestival_Gift2/SeventhFestival_Gift2.lua	2		19	20	七夕幻饰武器礼盒
792	ZNWH_WaBaoZang	ZNWH_WaBaoZang/ZNWH_WaBaoZang.layout.xml	ZNWH_WaBaoZang/ZNWH_WaBaoZang.lua	3		19	20	周年稳活挖宝
793	SeventhFestival_Gift3	SeventhFestival_Gift3/SeventhFestival_Gift3.layout.xml	SeventhFestival_Gift3/SeventhFestival_Gift3.lua	2		19	20	七夕骑乘礼盒
794	Weapon2_SkillShengJi	Weapon2_SkillShengJi/Weapon2_SkillShengJi.layout.xml	Weapon2_SkillShengJi/Weapon2_SkillShengJi.lua	3		19	20	神兵
795	ShenbingGuideLetter	ShenbingGuideLetter/ShenbingGuideLetter.layout.xml	ShenbingGuideLetter/ShenbingGuideLetter.lua	3		19	20	神兵副武器引导任务前往界面
796	OptionalGiftBox_Seven	OptionalGiftBox_Seven/OptionalGiftBox_Seven.layout.xml	OptionalGiftBox_Seven/OptionalGiftBox_Seven.lua	1		19	20	礼包七选一界面
797	ShenbingGuide	ShenbingGuide/ShenbingGuide.layout.xml	ShenbingGuide/ShenbingGuide.lua	1		19	20	神兵副武器引导任务界面
798	SeventhFestival_PetJian	SeventhFestival_PetJian/SeventhFestival_PetJian.layout.xml	SeventhFestival_PetJian/SeventhFestival_PetJian.lua	1		19	20	七夕珍兽展示
799	SeventhFestival_PetEgg	SeventhFestival_PetEgg/SeventhFestival_PetEgg.layout.xml	SeventhFestival_PetEgg/SeventhFestival_PetEgg.lua	1		19	20	七夕珍兽选择
800	Weapon2_Jian	Weapon2_Jian/Weapon2_Jian.layout.xml	Weapon2_Jian/Weapon2_Jian.lua	1		19	20	神兵图鉴
801	TimingPlay	TimingPlay/TimingPlay.layout.xml	TimingPlay/TimingPlay.lua	1		19	20	节奏服
802	TimingPlay_Info	TimingPlay_Info/TimingPlay_Info.layout.xml	TimingPlay_Info/TimingPlay_Info.lua	1		19	20	节奏服
803	MengQianChen_Time2	MengQianChen_Time2/MengQianChen_Time2.layout.xml	MengQianChen_Time2/MengQianChen_Time2.lua	0		19	20	梦前尘倒计时
804	TuanGou	TuanGou/TuanGou.layout.xml	TuanGou/TuanGou.lua	3		19	20	拼团界面
805	TuanGouConfirm	TuanGouConfirm/TuanGouConfirm.layout.xml	TuanGouConfirm/TuanGouConfirm.lua	3		19	20	拼团成员确认界面
806	ShenBingFB	ShenBingFB/ShenBingFB.layout.xml	ShenBingFB/ShenBingFB.lua	0		19	20	日常神兵副本机制界面
807	ShenBingFuBen	ShenBingFuBen/ShenBingFuBen.layout.xml	ShenBingFuBen/ShenBingFuBen.lua	0		19	20	日常神兵副本界面
808	TuanGouClothes	TuanGouClothes/TuanGouClothes.layout.xml	TuanGouClothes/TuanGouClothes.lua	3		19	20	拼团成员原画预览界面
809	PetSoul_RanSe_Jian	PetSoul_RanSe_Jian/PetSoul_RanSe_Jian.layout.xml	PetSoul_RanSe_Jian/PetSoul_RanSe_Jian.lua	1		19	20	兽魂染色图鉴
810	PetSoul_QQSkill	PetSoul_QQSkill\PetSoul_QQSkill.layout.xml	PetSoul_QQSkill\PetSoul_QQSkill.lua	3		19	20	穷奇兽魂融合
811	PetSoul_QQSkillReply	PetSoul_QQSkillReply\PetSoul_QQSkillReply.layout.xml	PetSoul_QQSkillReply\PetSoul_QQSkillReply.lua	3		19	20	穷奇兽魂回退
812	Fashion_Auction	Fashion_Auction\Fashion_Auction.layout.xml	Fashion_Auction\Fashion_Auction.lua	3		19	20	时装拍卖界面
813	Fashion_AuctionBidding	Fashion_AuctionBidding\Fashion_AuctionBidding.layout.xml	Fashion_AuctionBidding\Fashion_AuctionBidding.lua	1		19	20	时装拍卖竞价界面
814	LoverTimeTopListExchange	LoverTimeTopListExchange/LoverTimeTopListExchange.layout.xml	LoverTimeTopListExchange/LoverTimeTopListExchange.lua	1		19	20	情人节兑换界面
815	SpringFestival_LongHaiZi	SpringFestival_LongHaiZi/SpringFestival_LongHaiZi.layout.xml	SpringFestival_LongHaiZi/SpringFestival_LongHaiZi.lua	3		19	20	龙孩子界面
816	SceneTransB	SceneTransB/SceneTransB.layout.xml	SceneTransB/SceneTransB.lua	0	#N/A	0	0	#N/A
817	SMSCode	SMSCode/SMSCode.layout.xml	SMSCode/SMSCode.lua	0		19	20	短信验证界面
818	YanMenMeng_XiuXi	YanMenMeng_XiuXi/YanMenMeng_XiuXi.layout.xml	YanMenMeng_XiuXi/YanMenMeng_XiuXi.lua	1		19	20	雁门跨服休息室
819	SweepChoose	SweepChoose/SweepChoose.layout.xml	SweepChoose/SweepChoose.lua	1		19	20	银币扫荡每日副本界面
821	NewZhanLing_BuyLevel	NewZhanLing_BuyLevel/NewZhanLing_BuyLevel.layout.xml	NewZhanLing_BuyLevel/NewZhanLing_BuyLevel.lua	1		19	20	新战令
822	NewZhanLing_Mod	NewZhanLing_Mod/NewZhanLing_Mod.layout.xml	NewZhanLing_Mod/NewZhanLing_Mod.lua	1		19	20	新战令
823	Fashion_Box	Fashion_Box/Fashion_Box.layout.xml	Fashion_Box/Fashion_Box.lua	1		19	20	时装礼盒
824	DressSuperToolTip	DressSuperToolTip/DressSuperToolTip.layout.xml	DressSuperToolTip/DressSuperToolTip.lua	1	24	0	0	DRESS物品悬停界
825	DressSuperToolTip2	DressSuperToolTip2/DressSuperToolTip2.layout.xml	DressSuperToolTip2/DressSuperToolTip2.lua	1	24	0	0	DRESS物品传输道具界面
826	Fashion_AuctionEnter	Fashion_AuctionEnter\Fashion_AuctionEnter.layout.xml	Fashion_AuctionEnter\Fashion_AuctionEnter.lua	0		19	20	时装拍卖入口
827	SpringFestival_NewClothes_Box	SpringFestival_NewClothes_Box\SpringFestival_NewClothes_Box.layout.xml	SpringFestival_NewClothes_Box\SpringFestival_NewClothes_Box.lua	1		19	20	春节织绣新衣时装礼盒界面
828	LoverTime_Gift2	LoverTime_Gift2/LoverTime_Gift2.layout.xml	LoverTime_Gift2/LoverTime_Gift2.lua	2		19	20	情人节幻饰武器礼盒
829	LoverTime_Gift3	LoverTime_Gift3/LoverTime_Gift3.layout.xml	LoverTime_Gift3/LoverTime_Gift3.lua	2		19	20	情人节骑乘礼盒
830	ShenFen_Preview	ShenFen_Preview\ShenFen_Preview.layout.xml	ShenFen_Preview\ShenFen_Preview.lua	1		19	20	新身份
831	Synthesize_Shenfen	Synthesize_Shenfen/Synthesize_Shenfen.layout.xml	Synthesize_Shenfen/Synthesize_Shenfen.lua	3		19	20	新身份合成界面
832	ShenFenSkill	ShenFenSkill\ShenFenSkill.layout.xml	ShenFenSkill\ShenFenSkill.lua	2		19	20	新身份
833	ShenFen_Shop	ShenFen_Shop/ShenFen_Shop.layout.xml	ShenFen_Shop/ShenFen_Shop.lua	3		19	20	新身份系统商店界面
835	TJiaochang_PK_List	TJiaochang_PK_List\TJiaochang_PK_List.layout.xml	TJiaochang_PK_List\TJiaochang_PK_List.lua	1		19	20	T服校场观战
836	Idetity_Guide	Idetity_Guide\Idetity_Guide.layout.xml	Idetity_Guide\Idetity_Guide.lua	1		19	20	新身份引导
837	NewPvpTime	NewPvpTime/NewPvpTime.layout.xml	NewPvpTime/NewPvpTime.lua	0		19	20	新PVP信息界面
838	NewPvpTime2	NewPvpTime2/NewPvpTime2.layout.xml	NewPvpTime2/NewPvpTime2.lua	0		19	20	新PVP信息界面
839	RepairBamboo	RepairBamboo/RepairBamboo.layout.xml	RepairBamboo/RepairBamboo.lua	3		19	20	修复竹简累计奖励界面
840	NewPvpTime_Mini	NewPvpTime_Mini/NewPvpTime_Mini.layout.xml	NewPvpTime_Mini/NewPvpTime_Mini.lua	0		19	20	新PVP信息界面
841	SGZB_XiLian	SGZB_XiLian/SGZB_XiLian.layout.xml	SGZB_XiLian/SGZB_XiLian.lua	0		19	20	新洗练界面
842	ShenFen_Yure	ShenFen_Yure/ShenFen_Yure.layout.xml	ShenFen_Yure/ShenFen_Yure.lua	3		19	20	新身份系统预热界面
843	ShenFen_Yure_Puzzle	ShenFen_Yure_Puzzle/ShenFen_Yure_Puzzle.layout.xml	ShenFen_Yure_Puzzle/ShenFen_Yure_Puzzle.lua	3		19	20	新身份系统预热-拼图任务界面
844	ShenFen_Yure_Seek	ShenFen_Yure_Seek/ShenFen_Yure_Seek.layout.xml	ShenFen_Yure_Seek/ShenFen_Yure_Seek.lua	3		19	20	新身份系统预热-寻人任务界面
845	TowerBox	TowerBox/TowerBox.layout.xml	TowerBox/TowerBox.lua	0		19	20	爬塔
846	TowerBox_ProjectInfo	TowerBox_ProjectInfo/TowerBox_ProjectInfo.layout.xml	TowerBox_ProjectInfo/TowerBox_ProjectInfo.lua	1		19	20	爬塔详情
848	AcceptBox_Time	AcceptBox_Time/AcceptBox_Time.layout.xml	AcceptBox_Time/AcceptBox_Time.lua	0		19	20	集合哨
849	TowerBox_Mini	TowerBox_Mini/TowerBox_Mini.layout.xml	TowerBox_Mini/TowerBox_Mini.lua	0		19	20	爬塔
850	ChatSpeaker_Rumi	ChatSpeaker_Rumi/ChatSpeaker_Rumi.layout.xml	ChatSpeaker_Rumi/ChatSpeaker_Rumi.lua	1		19	20	奇闻小喇叭编辑框
851	JunZiLing	JunZiLing/JunZiLing.layout.xml	JunZiLing/JunZiLing.lua	1		19	20	军资令界面
853	TowerBox_Mini2	TowerBox_Mini2/TowerBox_Mini2.layout.xml	TowerBox_Mini2/TowerBox_Mini2.lua	0		19	20	爬塔
854	ShenFenShop_BulkBuying	ShenFenShop_BulkBuying/ShenFenShop_BulkBuying.layout.xml	ShenFenShop_BulkBuying/ShenFenShop_BulkBuying.lua	1		19	20	身份商店批量购买
855	Verification	Verification/Verification.layout.xml	Verification/Verification.lua	0		19	20	创建短信界面
856	TowerBox_Tips	TowerBox_Tips/TowerBox_Tips.layout.xml	TowerBox_Tips/TowerBox_Tips.lua	0		19	20	龙塔tips
857	AcceptBox_Time2	AcceptBox_Time2/AcceptBox_Time2.layout.xml	AcceptBox_Time2/AcceptBox_Time2.lua	0		19	20	集合哨-队长
858	Anniversary_DBZH	Anniversary_DBZH/Anniversary_DBZH.layout.xml	Anniversary_DBZH/Anniversary_DBZH.lua	3		19	20	代币整合界面
859	ChangeSex	ChangeSex/ChangeSex.layout.xml	ChangeSex/ChangeSex.lua	3		19	20	变性界面
860	NoDiffMatch_Attend	NoDiffMatch_Attend/NoDiffMatch_Attend.layout.xml	NoDiffMatch_Attend/NoDiffMatch_Attend.lua	3		19	20	争霸赛本场比赛2对2
861	Anniversary	Anniversary/Anniversary.layout.xml	Anniversary/Anniversary.lua	3		19	20	周年庆抽奖
862	Anniversary_PickOne	Anniversary_PickOne/Anniversary_PickOne.layout.xml	Anniversary_PickOne/Anniversary_PickOne.lua	1		19	20	周年庆抽奖二选一
863	ShenFen_CaiLiaoZhuanHua	ShenFen_CaiLiaoZhuanHua/ShenFen_CaiLiaoZhuanHua.layout.xml	ShenFen_CaiLiaoZhuanHua/ShenFen_CaiLiaoZhuanHua.lua	3		19	20	身份系统盟会材料转化界面
864	TBossTime_AcceptBox	TBossTime_AcceptBox\TBossTime_AcceptBox.layout.xml	TBossTime_AcceptBox\TBossTime_AcceptBox.lua	1	24	0	0	TBoss类似msgbox
865	JiangHuZhi_Letter	JiangHuZhi_Letter\JiangHuZhi_Letter.layout.xml	JiangHuZhi_Letter\JiangHuZhi_Letter.lua	3	24	0	0	江湖志信件
866	JiangHuZhi_Guide	JiangHuZhi_Guide\JiangHuZhi_Guide.layout.xml	JiangHuZhi_Guide\JiangHuZhi_Guide.lua	3	24	0	0	江湖志主界面
867	TBossTime	TBossTime/TBossTime.layout.xml	TBossTime/TBossTime.lua	0		19	20	Tboss
868	TBossTime2	TBossTime2/TBossTime2.layout.xml	TBossTime2/TBossTime2.lua	0		19	20	Tboss
869	TBossTime_Mini	TBossTime_Mini/TBossTime_Mini.layout.xml	TBossTime_Mini/TBossTime_Mini.lua	0		19	20	Tboss
870	JianJue_Yure	JianJue_Yure/JianJue_Yure.layout.xml	JianJue_Yure/JianJue_Yure.lua	3		19	20	剑决预热界面
871	JianJue_Yure_Zhanbu	JianJue_Yure_Zhanbu/JianJue_Yure_Zhanbu.layout.xml	JianJue_Yure_Zhanbu/JianJue_Yure_Zhanbu.lua	3		19	20	剑决预热界面
872	Phoenix_Enter	Phoenix_Enter/Phoenix_Enter.layout.xml	Phoenix_Enter/Phoenix_Enter.lua	3		19	20	凤凰古城进入选择界面
873	Phoenix_Rest	Phoenix_Rest/Phoenix_Rest.layout.xml	Phoenix_Rest/Phoenix_Rest.lua	0		19	20	凤凰古城休息室界面
874	Phoenix_Rest_Mini	Phoenix_Rest_Mini/Phoenix_Rest_Mini.layout.xml	Phoenix_Rest_Mini/Phoenix_Rest_Mini.lua	0		19	20	凤凰古城休息折叠界面
875	RiChangBF_ChouQian	RiChangBF_ChouQian/RiChangBF_ChouQian.layout.xml	RiChangBF_ChouQian/RiChangBF_ChouQian.lua	0		19	20	日常副本机制抽签界面
876	Phoenix_RankSmall	Phoenix_RankSmall/Phoenix_RankSmall.layout.xml	Phoenix_RankSmall/Phoenix_RankSmall.lua	0		19	20	凤凰古城结算界面（小）
877	Phoenix_Rank	Phoenix_Rank/Phoenix_Rank.layout.xml	Phoenix_Rank/Phoenix_Rank.lua	0		19	20	凤凰古城结算界面
878	Mount_Auction_Exterior	Mount_Auction_Exterior/Mount_Auction_Exterior.layout.xml	Mount_Auction_Exterior/Mount_Auction_Exterior.lua	1		19	20	骑乘拍卖外观界面
880	CaiLing	CaiLing/CaiLing.layout.xml	CaiLing/CaiLing.lua	0		19	20	采灵成武界面
881	CaiLing_Button	CaiLing_Button/CaiLing_Button.layout.xml	CaiLing_Button/CaiLing_Button.lua	0		19	20	采灵成武按钮界面
882	CaiLing_CountDown	CaiLing_CountDown/CaiLing_CountDown.layout.xml	CaiLing_CountDown/CaiLing_CountDown.lua	0		19	20	采灵成武倒计时界面
883	Phoenix_Shop	Phoenix_Shop/Phoenix_Shop.layout.xml	Phoenix_Shop/Phoenix_Shop.lua	3		19	20	凤凰古城商店界面
884	WH_DanYinYaoCheng	WH_DanYinYaoCheng/WH_DanYinYaoCheng.layout.xml	WH_DanYinYaoCheng/WH_DanYinYaoCheng.lua	3		19	20	夏日稳活-丹引药成
885	DWJinJie	DWJinJie/DWJinJie.layout.xml	DWJinJie/DWJinJie.lua	3		19	20	段位进阶
886	DWJinJieHuiTui	DWJinJieHuiTui/DWJinJieHuiTui.layout.xml	DWJinJieHuiTui/DWJinJieHuiTui.lua	3		19	20	段位进阶回退
887	DWJinJieQianghua	DWJinJieQianghua/DWJinJieQianghua.layout.xml	DWJinJieQianghua/DWJinJieQianghua.lua	3		19	20	段位进阶强化
888	DWJinJieShengJi	DWJinJieShengJi/DWJinJieShengJi.layout.xml	DWJinJieShengJi/DWJinJieShengJi.lua	3		19	20	段位进阶升级
889	ShaXing_KF_TopList	ShaXing_KF_TopList/ShaXing_KF_TopList.layout.xml	ShaXing_KF_TopList/ShaXing_KF_TopList.lua	1		19	20	杀星跨服排行榜
890	WH_DanYinYaoCheng_Back	WH_DanYinYaoCheng_Back/WH_DanYinYaoCheng_Back.layout.xml	WH_DanYinYaoCheng_Back/WH_DanYinYaoCheng_Back.lua	3		19	20	道具退还
891	RiChangBF_JieShao	RiChangBF_JieShao/RiChangBF_JieShao.layout.xml	RiChangBF_JieShao/RiChangBF_JieShao.lua	1		19	20	日常副本机制预览界面
892	DWJinJie_Change	DWJinJie_Change/DWJinJie_Change.layout.xml	DWJinJie_Change/DWJinJie_Change.lua	3		19	20	段位进阶
893	SelfDWJinJie	SelfDWJinJie/SelfDWJinJie.layout.xml	SelfDWJinJie/SelfDWJinJie.lua	3		19	20	段位进阶
894	Phoenix_Entering	Phoenix_Entering/Phoenix_Entering.layout.xml	Phoenix_Entering/Phoenix_Entering.lua	1		19	20	凤凰古城进入等待界面
895	DWJinJie_TeXingShengJi	DWJinJie_TeXingShengJi/DWJinJie_TeXingShengJi.layout.xml	DWJinJie_TeXingShengJi/DWJinJie_TeXingShengJi.lua	3		19	20	段位进阶特性升级
897	TargetDWJinJie	TargetDWJinJie/TargetDWJinJie.layout.xml	TargetDWJinJie/TargetDWJinJie.lua	3		19	20	段位进阶
898	RiChangBF_Tishi	RiChangBF_Tishi/RiChangBF_Tishi.layout.xml	RiChangBF_Tishi/RiChangBF_Tishi.lua	0		19	20	日常副本提示界面
899	RiChangBF_TishiTips	RiChangBF_TishiTips/RiChangBF_TishiTips.layout.xml	RiChangBF_TishiTips/RiChangBF_TishiTips.lua	0		19	20	日常副本进入tips界面
900	JiangHuZhi_GiftBox	JiangHuZhi_GiftBox\JiangHuZhi_GiftBox.layout.xml	JiangHuZhi_GiftBox\JiangHuZhi_GiftBox.lua	3	24	0	0	江湖志礼盒二选一界面
901	JiangHuZhi_FreeChoices	JiangHuZhi_FreeChoices\JiangHuZhi_FreeChoices.layout.xml	JiangHuZhi_FreeChoices\JiangHuZhi_FreeChoices.lua	3	24	0	0	江湖志五选一界面
902	JiangHuZhi_PaidChoices	JiangHuZhi_PaidChoices\JiangHuZhi_PaidChoices.layout.xml	JiangHuZhi_PaidChoices\JiangHuZhi_PaidChoices.lua	3	24	0	0	江湖志三十六选一界面
903	TBossTime3	TBossTime3/TBossTime3.layout.xml	TBossTime3/TBossTime3.lua	0		19	20	Tboss
904	SelfDWJinJie_Packet	SelfDWJinJie_Packet/SelfDWJinJie_Packet.layout.xml	SelfDWJinJie_Packet/SelfDWJinJie_Packet.lua	1		19	20	段位进阶仓库
905	DWJinJie_GiftBox_Less	DWJinJie_GiftBox_Less/DWJinJie_GiftBox_Less.layout.xml	DWJinJie_GiftBox_Less/DWJinJie_GiftBox_Less.lua	1		19	20	段位进阶多选一
906	DWJinJie_GiftBox_More	DWJinJie_GiftBox_More/DWJinJie_GiftBox_More.layout.xml	DWJinJie_GiftBox_More/DWJinJie_GiftBox_More.lua	1		19	20	段位进阶多选一
907	DressPaint_TB	DressPaint_TB/DressPaint_TB.layout.xml	DressPaint_TB/DressPaint_TB.lua	3		19	20	头饰/背饰激活界面
908	NewExterior_Widget	NewExterior_Widget/NewExterior_Widget.layout.xml	NewExterior_Widget/NewExterior_Widget.lua	3		19	20	背饰界面
909	HuaShanLunJian_Shop	HuaShanLunJian_Shop/HuaShanLunJian_Shop.layout.xml	HuaShanLunJian_Shop/HuaShanLunJian_Shop.lua	3		19	20	6v6商店
910	HuaShanLunJian_TopList2	HuaShanLunJian_TopList2/HuaShanLunJian_TopList2.layout.xml	HuaShanLunJian_TopList2/HuaShanLunJian_TopList2.lua	1		19	20	6v6排行榜
911	GemMerge	GemMerge/GemMerge.layout.xml	GemMerge/GemMerge.lua	3	#N/A	19	20	无相宝石合成宝石
912	DaHua_DaKa	DaHua_DaKa/DaHua_DaKa.layout.xml	DaHua_DaKa/DaHua_DaKa.lua	3		19	20	大话打卡界面
913	DaHua_Guide	DaHua_Guide/DaHua_Guide.layout.xml	DaHua_Guide/DaHua_Guide.lua	3		19	20	大话整合界面
914	DaHua_MainStory	DaHua_MainStory/DaHua_MainStory.layout.xml	DaHua_MainStory/DaHua_MainStory.lua	3		19	20	大话故事界面
915	Dahua_Incom	Dahua_Incom/Dahua_Incom.layout.xml	Dahua_Incom/Dahua_Incom.lua	3		19	20	灵镜觅宝界面
916	Dahua_Incom_Buy	Dahua_Incom_Buy/Dahua_Incom_Buy.layout.xml	Dahua_Incom_Buy/Dahua_Incom_Buy.lua	2		19	20	灵镜觅宝购买界面
917	Dahua_Incom_Reward	Dahua_Incom_Reward/Dahua_Incom_Reward.layout.xml	Dahua_Incom_Reward/Dahua_Incom_Reward.lua	2		19	20	灵镜觅宝抽奖展示界面
918	Dahua_Incom_RewardShow	Dahua_Incom_RewardShow/Dahua_Incom_RewardShow.layout.xml	Dahua_Incom_RewardShow/Dahua_Incom_RewardShow.lua	2		19	20	灵镜觅宝奖励预览界面
919	DaHua_StoryLine1_LuoPan	DaHua_StoryLine1_LuoPan/DaHua_StoryLine1_LuoPan.layout.xml	DaHua_StoryLine1_LuoPan/DaHua_StoryLine1_LuoPan.lua	1		19	20	大话西游主线剧情一罗盘界面
920	DaHua_StoryLine2_List	DaHua_StoryLine2_List/DaHua_StoryLine2_List.layout.xml	DaHua_StoryLine2_List/DaHua_StoryLine2_List.lua	3		19	20	大话西游主线剧情二任务清单界面
921	DaHua_StoryLine2_YiHun	DaHua_StoryLine2_YiHun/DaHua_StoryLine2_YiHun.layout.xml	DaHua_StoryLine2_YiHun/DaHua_StoryLine2_YiHun.lua	3		19	20	大话西游主线剧情二移魂界面
922	DaHua_Yure	DaHua_Yure/DaHua_Yure.layout.xml	DaHua_Yure/DaHua_Yure.lua	3		19	20	大话预热界面
923	DaHua_Yure_Letter	DaHua_Yure_Letter/DaHua_Yure_Letter.layout.xml	DaHua_Yure_Letter/DaHua_Yure_Letter.lua	3		19	20	大话预热信纸界面
924	Firework_Fuel	Firework_Fuel/Firework_Fuel.layout.xml	Firework_Fuel/Firework_Fuel.lua	3		19	20	周年庆稳活烟花燃料界面
925	ERen_Fuchi	ERen_Fuchi/ERen_Fuchi.layout.xml	ERen_Fuchi/ERen_Fuchi.lua	3		19	20	恶人谷扶持
927	HuaShanLunJian_PetEgg	HuaShanLunJian_PetEgg/HuaShanLunJian_PetEgg.layout.xml	HuaShanLunJian_PetEgg/HuaShanLunJian_PetEgg.lua	1		19	20	珍兽选择
928	DaHua_List	DaHua_List/DaHua_List.layout.xml	DaHua_List/DaHua_List.lua	1		19	20	大话七夕PVE排行
929	DaHua_ListMini	DaHua_ListMini/DaHua_ListMini.layout.xml	DaHua_ListMini/DaHua_ListMini.lua	0		19	20	大话七夕PVE排行
930	DaHua_Tips	DaHua_Tips/DaHua_Tips.layout.xml	DaHua_Tips/DaHua_Tips.lua	1		19	20	大话七夕tips
931	DaHua_Goto	DaHua_Goto/DaHua_Goto.layout.xml	DaHua_Goto/DaHua_Goto.lua	3		19	20	大话七夕PVE前往
932	DaHua_Time	DaHua_Time/DaHua_Time.layout.xml	DaHua_Time/DaHua_Time.lua	0		19	20	大话七夕PVE详情
933	DaHua_TimeMini	DaHua_TimeMini/DaHua_TimeMini.layout.xml	DaHua_TimeMini/DaHua_TimeMini.lua	0		19	20	大话七夕PVE详情mini
934	DaHua_PKWarning	DaHua_PKWarning\DaHua_PKWarning.layout.xml	DaHua_PKWarning\DaHua_PKWarning.lua	0		0	0	大话七夕PVE战斗
935	MonthPVP_Rest	MonthPVP_Rest/MonthPVP_Rest.layout.xml	MonthPVP_Rest/MonthPVP_Rest.lua	0		19	20	推车月常休息室界面
936	MonthPVP_RestMini	MonthPVP_RestMini/MonthPVP_RestMini.layout.xml	MonthPVP_RestMini/MonthPVP_RestMini.lua	0		19	20	推车月常休息折叠界面
937	MonthPVP_Result	MonthPVP_Result/MonthPVP_Result.layout.xml	MonthPVP_Result/MonthPVP_Result.lua	0		19	20	推车月常结算界面
938	MonthPVP_Score	MonthPVP_Score/MonthPVP_Score.layout.xml	MonthPVP_Score/MonthPVP_Score.lua	0		19	20	推车月常计分界面
939	MonthPVP_ScoreMini	MonthPVP_ScoreMini/MonthPVP_ScoreMini.layout.xml	MonthPVP_ScoreMini/MonthPVP_ScoreMini.lua	0		19	20	推车月常计分折叠界面
940	MonthPVP_TopList	MonthPVP_TopList/MonthPVP_TopList.layout.xml	MonthPVP_TopList/MonthPVP_TopList.lua	1		19	20	推车月常排行榜界面
941	MonthPVP_Goto	MonthPVP_Goto/MonthPVP_Goto.layout.xml	MonthPVP_Goto/MonthPVP_Goto.lua	3		19	20	推车月常前往界面
942	MonthPVP_Message	MonthPVP_Message/MonthPVP_Message.layout.xml	MonthPVP_Message/MonthPVP_Message.lua	0		19	20	推车月常播报界面
943	DaHua_DaiBiGouMai	DaHua_DaiBiGouMai/DaHua_DaiBiGouMai.layout.xml	DaHua_DaiBiGouMai/DaHua_DaiBiGouMai.lua	1		19	20	大话代币购买界面
944	DaHuaQiXi_Shop	DaHuaQiXi_Shop/DaHuaQiXi_Shop.layout.xml	DaHuaQiXi_Shop/DaHuaQiXi_Shop.lua	3		19	20	大话七夕商店界面
945	DaHua_Shop_DoubleChoice	DaHua_Shop_DoubleChoice/DaHua_Shop_DoubleChoice.layout.xml	DaHua_Shop_DoubleChoice/DaHua_Shop_DoubleChoice.lua	3		19	20	大话奖励二选一界面
946	HuaShanLunJian_TeamInfo2	HuaShanLunJian_TeamInfo2/HuaShanLunJian_TeamInfo2.layout.xml	HuaShanLunJian_TeamInfo2/HuaShanLunJian_TeamInfo2.lua	2		19	20	6V6-比赛服查看战队详细信息
947	DaHua_DaiBanList	DaHua_DaiBanList/DaHua_DaiBanList.layout.xml	DaHua_DaiBanList/DaHua_DaiBanList.lua	3		19	20	大话阶段三界面
948	CangBao_Daojishi	CangBao_Daojishi/CangBao_Daojishi.layout.xml	CangBao_Daojishi/CangBao_Daojishi.lua	0		19	20	组队藏宝图
949	CangBao_FightEnd	CangBao_FightEnd/CangBao_FightEnd.layout.xml	CangBao_FightEnd/CangBao_FightEnd.lua	0		19	20	组队藏宝图
950	CangBao_Tips	CangBao_Tips/CangBao_Tips.layout.xml	CangBao_Tips/CangBao_Tips.lua	0		19	20	组队藏宝图
951	ERenGu_Yure	ERenGu_Yure/ERenGu_Yure.layout.xml	ERenGu_Yure/ERenGu_Yure.lua	3		19	20	大宋疑案界面
952	CangBao_ChuanSong	CangBao_ChuanSong/CangBao_ChuanSong.layout.xml	CangBao_ChuanSong/CangBao_ChuanSong.lua	1		19	20	组队藏宝图
953	Dahua_Incom_Preview	Dahua_Incom_Preview/Dahua_Incom_Preview.layout.xml	Dahua_Incom_Preview/Dahua_Incom_Preview.lua	1		19	20	灵镜觅宝预览
954	DuoBao_XiuXi	DuoBao_XiuXi/DuoBao_XiuXi.layout.xml	DuoBao_XiuXi/DuoBao_XiuXi.lua	0		19	20	小队夺宝休息室界面
955	DuoBao_XiuXi_Mini	DuoBao_XiuXi_Mini/DuoBao_XiuXi_Mini.layout.xml	DuoBao_XiuXi_Mini/DuoBao_XiuXi_Mini.lua	0		19	20	小队夺宝休息室界面折叠
956	MonthPVP_Guide	MonthPVP_Guide/MonthPVP_Guide.layout.xml	MonthPVP_Guide/MonthPVP_Guide.lua	3		19	20	大话月常pvp引导界面
957	CangBao_Award	CangBao_Award/CangBao_Award.layout.xml	CangBao_Award/CangBao_Award.lua	1		19	20	组队藏宝图
958	CangBao_Info	CangBao_Info/CangBao_Info.layout.xml	CangBao_Info/CangBao_Info.lua	1		19	20	组队藏宝图
959	DuoBao1	DuoBao1/DuoBao1.layout.xml	DuoBao1/DuoBao1.lua	0		19	20	小队夺宝场景中界面
