INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT							
163	163	7500	FightSkillXinXiu2_3							0	0	0	1	0		Kim ThÕch Câu Ph¥n: Mi­n d¸ch vây kh¯n, hôn mê	-1	0	1	1							
164	100	1000	FightSkillDaLi_4				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Hàm mai t§t t¦u: Tång t¯c ðµ di chuy¬n	-1	0	1	1							
165	136	8000	FightSkillDaLi_5	g01_dl_zdo_bamenjinsuo		ÉíÌåÊÜ»÷µã	buff_dingshen		ÉíÌåÊÜ»÷µã	0	0	1	0	0		Bát môn kim toä: Phong ¤n, không th¬ di chuy¬n, không th¬ thi tri¬n kÛ nång môn phái	-1	0	1	1							
166	166	1000	FightSkillDaLi_6				g01_dl_zdo_shaoyangjian		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Dî D§t Ðãi Lao: Tång Ðµ Chính Xác	-1	0	1	1							
167	167	8800	FightSkillDaLi_7	g01_dl_zdo_zhidianjiangshan		Í·¶¥×´Ì¬µã	g01_buff40		Í·¶¥×´Ì¬µã	0	0	1	0	0		Chï ði¬m giang s½n: Ðánh d¤u, kë b¸ ðánh d¤u s¨ tång sát thß½ng	-1	0	1	1							
168	168	1000	FightSkillDaLi_8							0	0	0	1	0		Thiên Canh chính khí: Tång t¤t cä tính kháng	-1	0	1	1							
169	21	1000	FightSkillDaLi_11				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Døc C¥m Ð¸ch Tung: Tän công, không th¬ thi tri¬n kÛ nång môn phái	-1	0	1	1							
170	13	1000	FightSkillDaLi_15				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	0	1	0	0		Tuyªt üng lam quan: Ði¬m huy®t, không th¬ di chuy¬n, không cØ ðµng ðßþc	-1	0	1	1							
171	171	1000	FightSkillDaLi_12							1	0	0	1	0		Ti®t quy«n thÑc: TrÕng thái phòng thü, tï l® chuy¬n hoá nµ khí tång, tång khä nång phòng thü	-1	0	1	1							
172	172	1000	FightSkillDaLi_16							1	0	0	1	0		Phá Kiªm ThÑc: Công kích trÕng thái, nh¤t ð¸nh tÖ l® SÑ møc tiêu xu¤t hi®n Phá Ði®n, Phát Công liên tøc th¶i gian r½i ch§m lÕi	-1	0	1	1							
173	173	8500	FightSkillDaLi1_1							0	0	0	1	0		Kim Ng÷c Mãn Ðß¶ng: Tång Chí MÕng	-1	0	1	1							
174	100	1000	FightSkillTianShan_4				g01_buff10_01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		BÕch câu quá khích: Tång t¯c ðµ di chuy¬n	-1	0	1	1							
175	19	1000	FightSkillTianShan_5	g01_buff42_01		ÉíÌåÊÜ»÷µã				0	1	1	0	0		Thiªt toä hoành giang: Ð¸nh thân, không th¬ di chuy¬n	-1	0	1	1							
176	99	1000	FightSkillTianShan_6							0	0	0	1	0		Th§p Di®n Mai Phøc: Tàng Hình	-1	0	1	1							
177	99	1000	FightSkillTianShan_7							0	0	0	1	0		Kim Thi«n Thoát Xác: Tàng Hình	-1	0	1	1							
178	178	8500	FightSkillTianShan_8							0	0	0	1	0		Di hoa tiªp mµc: T¤n công dß¾i hình thÑc này vçn mang hi®u quä phÕm vi sát thß½ng	-1	0	1	1							
179	179	1000	FightSkillTianShan_11							0	0	0	1	0		Tuyªt Hoa Løc Xu¤t: Tång Chí MÕng	-1	0	1	1							
180	99	1000	FightSkillTianShan_13							0	0	0	1	0		ÐÕp Tuyªt Vô Ng¤n: †n thân	-1	0	1	1							
181	23	1000	FightSkillTianShan_15				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Mai hoa tam lµng: Ðông cÑng, t¯c ðµ di chuy¬n giäm	-1	0	1	1							
182	182	8500	FightSkillTianShan1_4				g01_ts_buff_yangguansandie		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Dß½ng Quan Tam Ði®p: Tång Chí MÕng	-1	0	1	1							
183	183	1000	FightSkillTianShan_16							1	0	0	1	0		Chiªt mai thÑc: Tß thª t¤n công, tång ðµ chính xác	-1	0	1	1							
184	13	1000	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		ÉíÌåÊÜ»÷µã	g01_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Lan Hoa Ði¬m Huy®t Thü: Phong huy®t, không th¬ di chuy¬n, không th¬ thñc hi®n thao tác, không b¸ t¤n công, không th¬ ðánh tïnh lÕi	-1	0	1	1							
185	185	1000	FightSkillTianShan_12							1	0	0	1	0		Dung tuyªt thÑc: TrÕng thái phòng thü, tï l® chuy¬n hoá nµ khí tång, tång khä nång né tránh	-1	0	1	1							
186	186	1000	FightSkillXiaoYao_2							1	0	0	0	0		Ð£t CÕm Bçy	-1	0	1	1							
187	100	1000	FightSkillXiaoYao_4				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Bång ba vi bµ: Tång t¯c ðµ di chuy¬n	-1	0	1	1							
188	11	1000	FightSkillXiaoYao_5		Skills\Xy\Xy_»­µØÎªÀÎ_»÷ÖÐ.wav		g01_xy_sf_zdo_»­µØÎªÀÎ		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		H÷a Ð¸a Vi Lao: Vây kh¯n, không th¬ di chuy¬n, không th¬ thñc hi®n thao tác, r½i vào trÕng thái vô ð¸ch, không b¸ t¤n công	-1	0	1	1							
189	189	1000	FightSkillXiaoYao_6	g01_xy_jq_zdo_»Æ½ð¼×		ÉíÌåÊÜ»÷µã				0	0	0	1	0		Vân Th¬ Phong Thân: Tång Chí MÕng	-1	0	1	1							
190	190	1000	FightSkillXiaoYao_8							0	0	0	1	0		Höa Nhãn Kim Tinh: Tång khä nång dò thám cÕm bçy	-1	0	1	1							
191	191	7500	FightSkillTianShan1_3							0	1	0	1	0		Dß½ng Xuân BÕch Tuyªt: Mi­n D¸ch V¾i Mù M¡t	-1	0	1	1							
192	192	1000	FightSkillXiaoYao_16							1	0	0	1	0		LÕc th¥n ð°: TrÕng thái t¤n công, cÕm bçy tång hi®u quä ð¯t cháy	-1	0	1	1							
193	193	1000	FightSkillXiaoYao1_1				g01_xy_sf_zt_½­ÐÐ³õÑ©		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giang hành s½ tuyªt: Giäm th¶i gian tø khí cüa cÕm bçy Chu tiên tr§n	-1	0	1	1							
194	194	7500	FightSkillXiaoYao1_3							0	0	0	1	0		Ba Lan B¤t Kinh: Mi­n D¸ch Tän Công	-1	0	1	1							
195	21	8500	FightSkillXiaoYao1_4	g01_xy_sf_zdo_ÅÅÉ½µ¹º£		ÉíÌåÊÜ»÷µã	buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Kinh ðào hãi lãng: Tän công, không th¬ sØ døng kÛ nång môn phái	-1	0	1	1							
196	192	1000	FightSkillXiaoYao_12							1	0	0	1	0		ÐÕi Phong Ca:TrÕng thái phòng thü, tï l® chuy¬n hoán nµ khí tång, có xác su¤t t¤n công khiªn møc tiêu r½i vào trÕng thái ðông cÑng, giäm t¯c ðµ di chuy¬n	-1	0	1	1							
197	197	7500	FightSkillDaLi1_3							0	0	0	1	0		Phi khô phi vinh: Mi­n d¸ch tän công, ði¬m huy®t	-1	0	1	1							
198	198	8500	FightSkillDaLi1_4				g01_buff115		Í·¶¥×´Ì¬µã	0	0	0	1	0		Bách Bµ Xuyên Dß½ng: KÛ Nång T¤t Trúng	-1	0	1	1							
199	199	8700	FightSkillEMei1_2	g01_em_zd_jiuyingshehun		ÉíÌåÊÜ»÷µã	g01_em_buff40		Í·¶¥×´Ì¬µã	0	0	0	0	0		Chiêu Quân Xu¤t Tái: Ký hi®u, khiªn møc tiêu ch¸u sát thß½ng b·i kÛ nång môn phái Nga Mi tång	-1	0	1	1							
200	200	1000	Buff5_2	g01_lidaitaojiang		ÉíÌåÊÜ»÷µã				0	0	0	1	0		Tâm Tâm Tß½ng ?N: Tång Cß¶ng Th¬ Lñc	-1	0	1	1							
201	201	1000	Buff5_3	g01_lidaitaojiang		ÉíÌåÊÜ»÷µã				0	0	0	1	0		B¤t Ly B¤t Khí: Tång Khä Nång T¤n Công	-1	0	1	1							
202	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång ngoÕi thü	-1	0	1	1							
203	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång ngoÕi công	-1	0	1	1							
204	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß Môn Quan Hoài: Tång Khä Nång Né Tránh	-1	0	1	1							
205	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång nµi công	-1	0	1	1							
206	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång gi¾i hÕn sinh lñc	-1	0	1	1							
207	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång nµi thü	-1	0	1	1							
208	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß Môn Quan Hoài: Tång Ðµ Chính Xác	-1	0	1	1							
209	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß Môn Quan Hoài: Tång Tính Kháng	-1	0	1	1							
210	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß Môn Quan Hoài: Tång Chí MÕng	-1	0	1	1							
211	211	7500	Buff5_5							0	0	0	0	0		Hoà bình: Không th¬ t¤n công tÕm th¶i mi­n d¸ch ð¯i v¾i t¤n công	-1	0	1	1							
212	212	1000	OtherTools2_14				g01_buff38		Í·¶¥×´Ì¬µã	0	0	0	0	0		Nghi ho£c: Không th¬ t¤n công, không th¬ di chuy¬n, b¸ t¤n công không tïnh lÕi	-1	0	1	1							
213	213	1000	FightSkillDaLi_5		Character\Npc\chess_boss_1.wav		g01_buff38		Í·¶¥×´Ì¬µã	0	0	0	0	0		Phong ¤n: Không th¬ cØ ðµng, có th¬ thÑc tïnh	-1	0	1	1							
214	99	1000	MenpaiLiveSkill2_10							0	0	0	1	0		"Li­u ám hoa minh; †n thân, t¯c ðµ di chuy¬n giäm 20%, khi b¸ công kích ho£c sØ døng kÛ nång s¨ l§p tÑc hi®n thân."	-1	0	1	1							
215	1500	1000	Huodong_14							0	0	0	0	0		Tham gia sñ ki®n Th¢ng B¶m: Tång 5 ði¬m t¤t cä thuµc tính v« th¬ lñc,cß¶ng lñc, nµi lñc, trí lñc, thân pháp	-1	0	1	1							
219	15	7600	Buff0_11				hd_Ê¯»Ò°üÊÜ»÷		Í·¶¥×´Ì¬µã	0	0	0	1	0		ThÕch Khôi Bao: Hôn mê, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, có th¬ ðánh thÑc	-1	0	1	1							
220	220	1000	FightSkillMantuo1_10							0	0	0	1	0		M®nh H°n hµ th¬: Huyªt Thßþng HÕn gia tång 400Ði¬m	-1	0	1	1							
221	221	1000	FightSkillERenGu1_4							0	0	0	1	0		ÐoÕn C¯t Cß¶ng Th¬: Gia tång th¬ lñc	-1	0	1	1							
222	222	1000	MenpaiLiveSkill2_7							0	0	0	1	0		Tînh ToÕ: Liên Tøc H°i Phøc Khí Huyªt	-1	0	1	1							
223	223	1000	Buff5_6							0	0	0	1	0		Tào V§n Vi®n Trþ: Tång NgoÕi Công	-1	0	1	1							
224	224	1000	Buff5_6							0	0	0	1	0		Tào V§n Vi®n Trþ: Tång NgoÕi Thü	-1	0	1	1							
225	225	1000	Buff5_6							0	0	0	1	0		Tào V§n Vi®n Trþ: Tång Nµi Công	-1	0	1	1							
226	226	1000	Buff5_6							0	0	0	1	0		Tào V§n Vi®n Trþ: Tång Nµi Thü	-1	0	1	1							
227	227	1000	Buff5_6							0	0	0	1	0		Tào v§n vi®n trþ: Tång t¯c ðµ di chuy¬n	-1	0	1	1							
228	228	1000	Buff5_6							0	0	0	1	0		Tào v§n vi®n trþ: Xác su¤t 50% không g£p yêu quái	-1	0	1	1							
229	228	1000	Buff5_6							0	0	0	1	0		Tào v§n vi®n trþ: Xác su¤t 100% không g£p yêu quái	-1	0	1	1							
230	230	7500	Bag2_1							0	0	0	0	0		Hi®n V§t: Mi­n D¸ch Nhæng Hi®u Quä Không T¯t	-1	0	1	1							
231	13	1000	FightSkillTianShan1_5	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ð°ng sinh cµng tØ: Ði¬m huy®t, không th¬ di chuy¬n, không th¬ cØ ðµng, có th¬ b¸ t¤n công, không cách nào thÑc tïnh	-1	0	1	1							
232	232	1000	FightSkillMingJiao_5	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		B±ng Ðä C¦u Ð¥u: Phong huy®t, không th¬ di chuy¬n, không thñc hi®n ðßþc thao tác, không b¸ t¤n công, không th¬ nào ðánh tïnh lÕi	-1	0	1	1							
233	233	1000	Banner1_8				go1_°®ÉñÖ®¼ý_buff_01		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Nø Hôn Ái Th¥n: Nhân chÑng cho tình yêu chân thành, cùng ngß¶i yêu ðªn LÕc Dß½ng Th¥n Tình Yêu ð±i l¤y ph¥n thß·ng	-1	0	1	1							
234	234	1500	Buff9_16							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 15 ði¬m kháng Huy«n	-1	0	1	1							
235	235	1500	Buff9_16							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 25 ði¬m kháng Huy«n	-1	0	1	1							
236	236	1500	Buff9_14							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 15 ði¬m kháng Höa	-1	0	1	1							
237	237	1500	Buff9_14							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 25 ði¬m kháng Höa	-1	0	1	1							
238	238	1500	Buff9_15							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 15 ði¬m kháng Ðµc	-1	0	1	1							
239	239	1500	Buff9_15							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 25 ði¬m kháng Ðµc	-1	0	1	1							
240	240	1500	Buff8_16							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 15 ði¬m kháng Bång	-1	0	1	1							
241	241	1500	Buff8_16							0	0	0	1	0		Xuyên th¤u: Bö qua møc tiêu 25 ði¬m kháng Bång	-1	0	1	1							
242	242	1000	Huodong_2_13				ÐÂÀ¶¹â»·		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Mua ð° Tªt môn phái: Th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 15 ði¬m	-1	0	1	1							
243	243	1000	Ring5_11				buff_·òÆÞ½äÖ¸01		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Nhçn Kim Cß½ng Vînh H¢ng: Khi ðßþc chúc phúc thì th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 10 ði¬m	-1	0	1	1							
244	244	1000	Buff10_1				buff_ÕäççÖ®¹â		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Trân Lung Chi Quang: Th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 8 ði¬m	-1	0	1	1							
245	245	8600	TaskTools3_3							0	0	0	1	0		Bäo V® H°i Sinh: Vô ð¸ch, sau khi sØ døng kÛ nång thì bäo hµ biªn m¤t.	-1	0	1	1							
246	246	1000	Treasure3_4							0	0	0	1	0		Tînh Tâm: Tång 15 ði¬m t¤t cä thuµc tính cüa nhân v§t, sau khi m¤t ði có th¬ ðªn ch² Tôn Bát Gia ÐÕi Lý lînh nh§n Tînh Tâm Thäo	-1	0	1	1							
247	247	1000	Malaizhuanyong2_2							0	1	1	0	0		Nhi®t Thân V§n Ðµng: V§n ðµng giæa n½i tuyªt bay v¥n vû, cäm th¤y toàn thân ¤m áp lên nhi«u.	-1	0	1	1							
248	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång nµi công	-1	0	1	1							
251	99	1400	RideHeader1_13		interface\sound_tiger.wav					0	0	0	1	0		Thú CßÞi: H±	99	0	1	1							
252	99	1400	RideHeader1_1		interface\sound_horse.wav					0	0	0	1	0		Thú CßÞi: Hoàng Phiêu Mã	99	0	1	1							
253	99	1400	RideHeader1_11		interface\35.wav					0	0	0	1	0		Thú CßÞi: LÕc Ðà	99	0	1	1							
254	99	1400	RideHeader2_2		interface\32.wav					0	0	0	1	0		Thú CßÞi: HÕc	99	0	1	1							
255	99	1400	RideHeader1_16		interface\33.wav					0	0	0	1	0		Thú CßÞi: Thanh Phøng	99	0	1	1							
256	99	1400	RideHeader1_3		interface\34.wav					0	0	0	1	0		Thú CßÞi: Mao Ngßu	99	0	1	1							
257	99	1400	RideHeader1_5		interface\31.wav					0	0	0	1	0		Thú CßÞi: Lµc	99	0	1	1							
258	99	1400	RideHeader1_9		interface\36.wav					0	0	0	1	0		Thú CßÞi: Ðiêu	99	0	1	1							
259	99	1400	RideHeader1_7		interface\30.wav					0	0	0	1	0		Thú CßÞi: Khôi Lang	99	0	1	1							
260	99	1400	RideHeader1_14		interface\sound_tiger.wav					0	0	0	1	0		Thú CßÞi: BÕch H±	99	0	1	1							
261	99	1400	RideHeader1_2		interface\sound_horse.wav					0	0	0	1	0		Thú CßÞi: Thanh BÕch Tông Mã	99	0	1	1							
262	99	1400	RideHeader1_12		interface\35.wav					0	0	0	1	0		Thú CßÞi: BÕch LÕc Ðà	99	0	1	1							
263	99	1400	RideHeader2_1		interface\32.wav					0	0	0	1	0		Thú CßÞi: Kim Dñc HÕc	99	0	1	1							
264	99	1400	RideHeader1_15		interface\33.wav					0	0	0	1	0		Thú CßÞi: H°ng BÕch Phøng	99	0	1	1							
265	99	1400	RideHeader1_4		interface\34.wav					0	0	0	1	0		Thú CßÞi: BÕch Mao Ngßu	99	0	1	1							
266	99	1400	RideHeader1_6		interface\31.wav					0	0	0	1	0		Thú CßÞi: BÕch Lµc	99	0	1	1							
267	99	1400	RideHeader1_10		interface\36.wav					0	0	0	1	0		Thú CßÞi: BÕch Ðiêu	99	0	1	1							
268	99	1400	RideHeader1_8		interface\30.wav					0	0	0	1	0		Thú CßÞi: BÕch Lang	99	0	1	1							
269	269	1450	Buff5_9	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Biªn Thân	-1	0	1	1							
270	270	1000	Buff5_10							0	0	0	1	0		H°i sinh: TrÕng thái này sau khi tr÷ng thß½ng s¨ tñ ðµng h°i sinh	-1	0	1	1							
271	271	1000	Buff5_7							1	0	0	0	0		TrÕng thái v§n chuy¬n: Không th¬ tàng hình, quay lÕi thành và cßÞi thú	-1	0	1	1							
272	272	1000	Buff5_8							0	0	0	0	0		Tào v§n cß¶ng ðÕo: Giöi phá khä nång tàng hình, t¯c ðµ di chuy¬n r¤t nhanh	-1	0	1	1							
273	273	1000	Buff5_11							0	0	0	1	0		M°i câu: Giun ð¤t, nâng cao t¯c ðµ câu cá	-1	0	1	1							
274	273	1000	Buff5_12							0	0	0	1	0		M°i câu: H°ng trùng, nâng cao t¯c ðµ câu cá	-1	0	1	1							
275	273	1000	Buff5_13							0	0	0	1	0		M°i câu: T¢m cát, nâng cao t¯c ðµ câu cá	-1	0	1	1							
276	276	1000	Buff5_14							0	0	0	0	0		Sóng ðôi: Th¶i gian ðÑng sóng ðôi, không th¬ t¤n công và d¸ch chuy¬n, cûng không b¸ sát thß½ng	-1	0	1	1							
277	277	1000	Buff5_15							0	0	0	0	0		G£p Ð¸ch: Không Th¬ Giao Chuy¬n	-1	0	1	1							
278	99	1400	RideHeader2_3		interface\sound_tiger.wav					0	0	0	1	0		Thú CßÞi: Sß TØ	99	0	1	1							
279	99	1400	RideHeader2_4		interface\sound_tiger.wav					0	0	0	1	0		Thú CßÞi: BÕch Sß	99	0	1	1							
280	280	1000	Buff1_4				g01_buff44		Í·¶¥×´Ì¬µã	0	0	0	0	0		S½ h· chï ði¬m: B¸ Vß½ng Ngæ Yên chï ra s½ h· cüa chiêu thÑc	-1	0	1	1							
281	281	1000	FightSkillMingJiao_7							0	0	0	0	0		Báo thù: Sau khi ðánh bÕi ð¯i phß½ng s¨ nh§n ðßþc sñ báo thù cüa ð¯i phß½ng	-1	0	1	1							
282	282	1000	FightSkillXiaoYao_9							1	1	0	1	0		Giam c¥m: Không th¬ sØ døng kÛ nång và v§t ph¦m	-1	0	1	1							
283	283	1000	FightSkillShaoLin2_6							0	1	0	1	0		Di L£c Hµ Thân: Tång Cß¶ng Th¬ Lñc	-1	0	1	1							
284	284	1000	FightSkillMingJiao1_6							0	1	0	1	0		QuÏ Hoa Th¥n Lñc: Tång Cß¶ng Lñc	-1	0	1	1							
285	285	1000	FightSkillGaiBang_6							0	1	0	1	0		Nhß Änh Tùy Hình: Tång Cß¶ng Thân Pháp	-1	0	1	1							
286	286	1000	FightSkillWuDang2_6							0	1	0	1	0		Tê Ngßu V÷ng Nguy®t: Tång Nµi Lñc	-1	0	1	1							
287	287	1000	FightSkillEMei2_6							0	1	0	1	0		ToÕ Hoài B¤t LoÕn: Tång Trí Lñc	-1	0	1	1							
288	288	1000	FightSkillXinXiu2_6							0	1	0	1	0		Bách Ðµc B¤t Xâm: Tång Khä Nång Kháng Ðµc	-1	0	1	1							
289	289	1000	FightSkillDaLi1_6							0	1	0	1	0		Chính Khí HÕo Nhiên: Tång Khä Nång Kháng Huy«n	-1	0	1	1							
290	290	1000	FightSkillTianShan1_6							0	1	0	1	0		Bång C½ Ng÷c C¯t: Tång Khä Nång Kháng Bång	-1	0	1	1							
291	291	1000	FightSkillXiaoYao1_6							0	1	0	1	0		M£c Thü Thành Qui: Tång Khä Nång Kháng Hoä	-1	0	1	1							
292	59	8500	FightSkillShaoLin2_5				ÃØ¼®_sl_zdo		ÉíÌåÖÐÐÄµã	0	0	0	1	0		D¸ch cân ðoán c¯t: Tång gi¾i hÕn sinh lñc	-1	0	1	1							
293	293	8500	FightSkillMingJiao1_5				ÃØ¼®_mj_zdo		ÉíÌåÖÐÐÄµã	0	0	0	1	0		Thu¥n dß½ng vô cñc: Tång höa công và tính kháng hoä	-1	0	1	1							
294	14	1000	FightSkillWuDang2_5							0	1	1	0	0		Thiên ngoÕi phi tiên: Tê li®t, không th¬ di chuy¬n, không th¬ cØ ðµng, có th¬ b¸ t¤n công, không th¬ thÑc tïnh	-1	0	1	1							
295	1	8500	FightSkillEMei2_5							0	1	1	0	0		CØu Âm BÕch C¯t Träo: C¡n xé, liên tøc m¤t sinh lñc	-1	0	1	1							
296	34	1000	FightSkillXinXiu2_5							0	1	1	0	0		Hoá c¯t miên chß·ng: Cß¶ng lñc, nµi lñc suy yªu	-1	0	1	1							
297	26	8500	FightSkillDaLi1_5							0	1	1	0	0		Thiªu TrÕch Kiªm: T¤n công s½ h·, suy yªu khä nång t¤n công và phòng thü	-1	0	1	1							
298	13	8500	FightSkillTianShan1_5							0	1	1	0	0		Ð°ng sinh cµng tØ: Ði¬m huy®t, không th¬ di chuy¬n, không th¬ cØ ðµng, có th¬ b¸ t¤n công, không cách nào thÑc tïnh	-1	0	1	1							
299	99	1400	RideHeader1_9							0	0	0	1	0		Thú CßÞi: Løc Hành Ðiêu	99	0	1	1							
300	300	1000	Buff2_12							0	0	0	1	0		Tång Cß¶ng: NgoÕi Công	-1	0	1	1							
301	301	1000	Buff2_13							0	0	0	1	0		Tång Cß¶ng: Nµi Công	-1	0	1	1							
302	302	1000	Buff2_14							0	0	0	1	0		Tång mÕnh: NgoÕi Công phòng ngñ	-1	0	1	1							
303	303	1000	Buff2_15							0	0	0	1	0		Tång Cß¶ng: Nµi Thü	-1	0	1	1							
304	304	1000	Charm_1							0	0	0	1	0		Tång Cß¶ng: Bång Công	-1	0	1	1							
305	305	1000	Charm_2							0	0	0	1	0		Tång Cß¶ng: Höa Công	-1	0	1	1							
306	306	1000	Charm_3							0	0	0	1	0		Tång Cß¶ng: Ðµc Công	-1	0	1	1							
307	307	1000	Charm_4							0	0	0	1	0		Tång Cß¶ng: Huy«n Công	-1	0	1	1							
308	308	1000	OtherTools1_5							0	0	0	1	0		Tång Cß¶ng: Kháng Bång	-1	0	1	1							
309	309	1000	OtherTools1_6							0	0	0	1	0		Tång Cß¶ng: Kháng Hoä	-1	0	1	1							
310	310	1000	OtherTools1_7							0	0	0	1	0		Tång Cß¶ng: Kháng Ðµc	-1	0	1	1							
311	311	1000	OtherTools1_8							0	0	0	1	0		Tång Cß¶ng: Kháng Huy«n	-1	0	1	1							
312	312	1000	MenpaiGoods_1							0	0	0	1	0		Tång Cß¶ng: Cß¶ng Lñc	-1	0	1	1							
313	313	1000	MenpaiGoods_2							0	0	0	1	0		Tång Cß¶ng: Nµi Lñc	-1	0	1	1							
314	314	1000	MenpaiGoods_3							0	0	0	1	0		Tång Cß¶ng: Th¬ Lñc	-1	0	1	1							
315	315	1000	MenpaiGoods_4							0	0	0	1	0		Tång Cß¶ng: Trí Lñc	-1	0	1	1							
316	316	1000	MenpaiGoods_5							0	0	0	1	0		Tång Cß¶ng: Thân Pháp	-1	0	1	1							
317	317	1000	MenpaiGoods_6							0	0	0	1	0		Tång Cß¶ng: Ðµ Chính Xác	-1	0	1	1							
318	318	1000	MenpaiGoods_7							0	0	0	1	0		Tång Cß¶ng: Né Tránh	-1	0	1	1							
319	319	1000	MenpaiGoods_8							0	0	0	1	0		Tång Cß¶ng: Chí MÕng	-1	0	1	1							
320	320	1000	Charm_15							0	0	0	1	0		Tång Cß¶ng: Gi¾i HÕn Sinh Lñc	-1	0	1	1							
321	321	1000	Charm_14							0	0	0	1	0		Tång Cß¶ng: Khí Gi¾i HÕn Trên	-1	0	1	1							
322	99	1400	RideHeader2_6		ambience\nature\animal\elephant.wav					0	0	0	1	0		T÷a kÜ: Tßþng	99	0	1	1							
323	99	1400	RideHeader2_5		ambience\nature\animal\elephant.wav					0	0	0	1	0		Thú CßÞi: ÐÕi Tßþng	99	0	1	1							
324	99	1400	RideHeader1_10		interface\36.wav					0	0	0	1	0		T÷a kÜ: Th¥n Ðiêu	99	0	1	1							
325	325	1000	Cloth3_2							1	0	0	0	0		Ð¸a Linh Ðan: Kinh nghi®m cüa Trân Thú nh§n ðßþc g¤p ðôi	-1	0	1	1							
326	99	1400	RideHeader2_15		ambience\nature\animal\xiniu.wav					0	0	0	1	0		ToÕ KÜ: Tê Ngßu	99	0	1	1							
327	99	1400	RideHeader2_11		ambience\nature\bird\tuoniao.wav					0	0	0	1	0		ToÕ KÜ: Ðà Ði¬u	99	0	1	1							
328	99	1400	RideHeader2_14		ambience\nature\insect\spider_1.wav					0	0	0	1	0		Thú CßÞi: Phù Vån KÜ Sî	99	0	1	1							
329	99	1400	RideHeader2_12							0	0	0	1	0		ToÕ KÜ: Huy«n Quân	99	0	1	1							
