INT	STRING	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING
91	Trân Thú Long Quân	0	1	1	0-1100	0-1545	#c00850Engàn nåm Thánh Thú Long Quân#c333333xu¤t hi®n TÕi#c00850EThánh Thú S½n#cAD3ED5Long Quân(172, 34)#c333333vùng, ğä bÕi#cFF9A00Long Quân#c00850E(C¤p 85 BOSS)#c333333H§u Ti®n Khä b¡t ğßşc hi hæu#c00850ETrân Thú Long Quân#c333333, còn có c½ hµi nh§n ğßşc#cFF9A00TrÑng Trân Thú: Long Quân#c333333.	Thánh Thú S½n(172, 34) Long Quân				85	
92	Tiêu di®t Huy«n Kích Kim Cß½ng	0	1	1	0-1130	0-2359	TÕi#c00850EThß½ng S½n#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Huy«n Kích Kim Cß½ng#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333ĞÆng.	Tiêu di®t Thß½ng S½n Ğích Huy«n Kích Kim Cß½ng Hoà chín Huy«n Kích Th¥n Tß¾ng				80	
93	Ván c¶	0	1	1	0-1130	0-1430	T¤t cä#c00850Ec¤p b§c =C¤p 10#c333333Ğích ngß¶i ch½i chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Ti®n có th¬ ği trß¾c#c00850ETô Châu#cAD3ED5Trß½ng D¸ch Qu¯c(174, 147)#c333333, #c00850ELÕc Dß½ng#cAD3ED5Vß½ng Tích Tân(269, 88)#c333333, #c00850EĞÕi Lı#cAD3ED5Lßu Tr÷ng Phü(274, 95)#c333333XØ tham dñ#cFF9A00Trân Lung KÏ Cøc#c333333hoÕt ğµng. Chï c¥n chiªn th¡ng#cFF9A00Vi­n C± KÏ H°n#c333333Ti®n Khä nh§n ğßşc cu¯i cùng Ğích th¡ng lşi. Ğánh bÕi#Vin C± KÏ H°n#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Tô Châu Trß½ng D¸ch Qu¯c, LÕc Dß½ng Vß½ng Tích Tân, ĞÕi Lı Lßu Tr÷ng Phü				10	
94	Ğánh Lén Môn Phái	0	1	1	0-1200	0-1230	#c00850EGiang H° Tiêu Ti¬u#c333333qu¤y r¥y Các ğÕi môn phái, t¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî Khä Dß B¸ qu¤y r¥y môn phái ğ® tØ tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû ğánh lui Lâu LÕc cùng b÷n chúng Ğích ğ¥u møc#cFF9A00ºa Bá#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00võ công bí t¸ch#c333333, #cFF9A00Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00ºa Bá#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	TuÏ C½ phát sinh TÕi Th§p ğÕi môn phái				20	
95	Tiêu di®t Mãng C± Ğµc Cáp Vß½ng	0	1	1	0-1230	0-2359	TÕi#c00850EHuy«n Võ Ğäo#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Mãng C± Ğµc Cáp Vß½ng#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333, #cFF9A00Tân Mãng Th¥n Phù#c333333ĞÆng.	Tiêu di®t Huy«n Võ Ğäo Ğích Mãng C± Ğµc Cáp Vß½ng Hoà CØu Chích Mãng C± Ğµc Cáp				80	
96	Thi ğ¤u th¬ thao Trß¶ng Bäo Tß½ng	0	1	1	0-1245	0-2359	Tiªn vào phong thi®n Ğài cùng v¾i Tha ngß¶i ch½i cuµc ğua#c00850EVõ Lâm Minh Chü#c333333, tranh ğoÕt tßşng trßng Võ Lâm Minh Chü ğ¸a v¸ Ğích#cFF9A00minh chü ğai lßng#c333333. Khä ği trß¾c#c00850ELÕc Dß½ng#cAD3ED5HÕ H¥u Nhân(154, 108)#c333333, #c00850EĞÕi Lı#cAD3ED5BÕch Sùng Nghîa(178, 132)#c333333, #c00850ETô Châu#cAD3ED5HÕ ToÕi Lß½ng(187, 129)#c333333, #c00850EThúc Hà C± Tr¤n#cAD3ED5Vß½ng Tiêu(154, 130)#c333333XØ tham dñ hoÕt ğµng.	Các thành th¸ Nµi Ğích thi ğ¤u th¬ thao Trß¶ng Tiªp Dçn Nhân				35	
97	T£c Binh Xâm Nh§p	0	1	1	0-1300	0-1400	#c00850EĞi«n H± T£c Binh#c333333TÕi#c00850EThái H°#c333333, #c00850ETung S½n#c333333, #c00850EKính H°#c333333, #c00850EVô Lßşng S½n#c333333, #c00850EKiªm Các#c333333, #c00850EĞµi Hoàng#c333333xu¤t hi®n, ı ğ° mßu phän. T¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Tñu Khä tiªn ğªn ğánh lui T£c Binh Hoà#cFF9A00T£c Binh Ğ¥u Møc#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00Chß·ng Cñ Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00T£c Binh Ğ¥u Møc#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thái H°, Tung S½n, Kính H°, Vô Lßşng S½n, Kiªm Các, Ğµi Hoàng				20	
98	Bäo Tß½ng tranh ğoÕt	0	1	1	0-1315	0-2359	TÕi#c00850EThánh Thú S½n#cAD3ED5Bäo Tß½ng(142, 112)#c333333XØ ğ¬ ğ£t Ğích Trang Hæu ğÕi lßşng tài bäo Ğích Bäo Tß½ng. #cFF9A00cao c¤p Trân Thú kÛ nång Thß#c333333, ğÕi lßşng Ğích#cFF9A00Kim T®#c333333cu¯i cùng Quy ThuÏ t¤t cä Ni?	Xác ğ¸nh ğ¸a ği¬m TÕi Thánh Thú S½n Loát Xu¤t				21	
99	Tiêu di®t BÕch Minh Khäi	0	1	1	0-1330	0-2359	TÕi#c00850EThäo Nguyên#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00BÕch Minh Khäi#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333, #cFF9A00Tân Mãng Th¥n Phù#c333333ĞÆng.	Tiêu di®t Thäo Nguyên Ğích BÕch Minh Khäi Hoà chín Minh Hß Nô				80	
100	Dã Trß BÕo T¦u	0	1	1	0-1400	0-1640	T¤t cä#c00850Ec¤p b§c =C¤p 40#c333333Ğích ngß¶i ch½i chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Ti®n Khä ği trß¾c#c00850EThánh Thú S½n#c333333, Dß#c00850Elinh thú#c333333ğ¯i thoÕi H§u Tñu có th¬ vào bän sao Dß#cFF9A00Dã Trß#c333333chiªn ğ¤u. TÕi ğánh bÕi#cFF9A00Dã Trß Ğ¥u Møc#c333333nh§n ğßşc nhi®m vø ğÕo cø H§u Ti®n Khä ği trß¾c khiêu chiªn#cFF9A00Tiêm Nha Dã Trß Vß½ng#c333333, Tính có c½ hµi Dß#cFF9A00Cu°ng BÕo Long#c333333ganh ğua cao th¤p. Ğánh bÕi#cFF9A00Dã Trß ğ¥u lînh#c333333Ho£c#cFF9A00Tiêm Nha Dã Trß Vß½ng#c333333H§u Ğô Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thánh Thú S½n				40	
101	Thi ğ¤u th¬ thao Trß¶ng Bäo Tß½ng	0	1	1	0-1445	0-2359	Tiªn vào phong thi®n Ğài cùng v¾i Tha ngß¶i ch½i cuµc ğua#c00850EVõ Lâm Minh Chü#c333333, tranh ğoÕt tßşng trßng Võ Lâm Minh Chü ğ¸a v¸ Ğích#cFF9A00minh chü ğai lßng#c333333. Khä ği trß¾c#c00850ELÕc Dß½ng#cAD3ED5HÕ H¥u Nhân(154, 108)#c333333, #c00850EĞÕi Lı#cAD3ED5BÕch Sùng Nghîa(178, 132)#c333333, #c00850ETô Châu#cAD3ED5HÕ ToÕi Lß½ng(187, 129)#c333333, #c00850EThúc Hà C± Tr¤n#cAD3ED5Vß½ng Tiêu(154, 130)#c333333XØ tham dñ hoÕt ğµng.	Các thành th¸ Nµi Ğích thi ğ¤u th¬ thao Trß¶ng Tiªp Dçn Nhân				35	
102	T£c Binh Xâm Nh§p	0	1	1	0-1500	0-1600	#c00850EĞi«n H± T£c Binh#c333333TÕi#c00850EThái H°#c333333, #c00850ETung S½n#c333333, #c00850EKính H°#c333333, #c00850EVô Lßşng S½n#c333333, #c00850EKiªm Các#c333333, #c00850EĞµi Hoàng#c333333xu¤t hi®n, ı ğ° mßu phän. T¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Tñu Khä tiªn ğªn ğánh lui T£c Binh Hoà#cFF9A00T£c Binh Ğ¥u Møc#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00Chß·ng Cñ Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00T£c Binh Ğ¥u Møc#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thái H°, Tung S½n, Kính H°, Vô Lßşng S½n, Kiªm Các, Ğµi Hoàng				20	
103	Tiêu di®t Thiên Niên Bång Phách	0	1	1	0-1530	0-2359	TÕi#c00850EVû Di#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Thiên Niên Bång Phách#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333ĞÆng.	Tiêu di®t Vû Di S½n Ğích Thiên Niên Bång Phách Hoà chín Bång Yêu				80	
104	Trân Thú Long Quân	0	1	1	0-1545	0-1930	#c00850Engàn nåm Thánh Thú Long Quân#c333333xu¤t hi®n TÕi#c00850EThánh Thú S½n#cAD3ED5Long Quân(172, 34)#c333333vùng, ğä bÕi#cFF9A00Long Quân#c00850E(C¤p 85 BOSS)#c333333H§u Ti®n Khä b¡t ğßşc hi hæu#c00850ETrân Thú Long Quân#c333333, còn có c½ hµi nh§n ğßşc#cFF9A00TrÑng Trân Thú: Long Quân#c333333.	Thánh Thú S½n(172, 34) Long Quân				85	
105	Ğánh Lén Môn Phái	0	1	1	0-1600	0-1630	#c00850EGiang H° Tiêu Ti¬u#c333333qu¤y r¥y Các ğÕi môn phái, t¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî Khä Dß B¸ qu¤y r¥y môn phái ğ® tØ tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû ğánh lui Lâu LÕc cùng b÷n chúng Ğích ğ¥u møc#cFF9A00ºa Bá#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00võ công bí t¸ch#c333333, #cFF9A00Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00ºa Bá#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	TuÏ C½ phát sinh TÕi Th§p ğÕi môn phái				20	
106	Thi ğ¤u th¬ thao Trß¶ng Bäo Tß½ng	0	1	1	0-1645	0-2359	Tiªn vào phong thi®n Ğài cùng v¾i Tha ngß¶i ch½i cuµc ğua#c00850EVõ Lâm Minh Chü#c333333, tranh ğoÕt tßşng trßng Võ Lâm Minh Chü ğ¸a v¸ Ğích#cFF9A00minh chü ğai lßng#c333333. Khä ği trß¾c#c00850ELÕc Dß½ng#cAD3ED5HÕ H¥u Nhân(154, 108)#c333333, #c00850EĞÕi Lı#cAD3ED5BÕch Sùng Nghîa(178, 132)#c333333, #c00850ETô Châu#cAD3ED5HÕ ToÕi Lß½ng(187, 129)#c333333, #c00850EThúc Hà C± Tr¤n#cAD3ED5Vß½ng Tiêu(154, 130)#c333333XØ tham dñ hoÕt ğµng.	Các thành th¸ Nµi Ğích thi ğ¤u th¬ thao Trß¶ng Tiªp Dçn Nhân				35	
107	T£c Binh Xâm Nh§p	0	1	1	0-1700	0-1800	#c00850EĞi«n H± T£c Binh#c333333TÕi#c00850EThái H°#c333333, #c00850ETung S½n#c333333, #c00850EKính H°#c333333, #c00850EVô Lßşng S½n#c333333, #c00850EKiªm Các#c333333, #c00850EĞµi Hoàng#c333333xu¤t hi®n, ı ğ° mßu phän. T¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Tñu Khä tiªn ğªn ğánh lui T£c Binh Hoà#cFF9A00T£c Binh Ğ¥u Møc#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00Chß·ng Cñ Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00T£c Binh Ğ¥u Møc#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thái H°, Tung S½n, Kính H°, Vô Lßşng S½n, Kiªm Các, Ğµi Hoàng				20	
108	Khoa cØ	0	1	2	1-1900	1-2200	T¤t cä#c00850Ec¤p b§c =C¤p 10#c333333Ğích ngß¶i ch½i, Ğô có th¬ Ğáo#c00850EĞÕi Lı#cAD3ED5Kha Mµ Nh¤t(246, 229)#c333333XØ tham gia#cFF9A00khoa cØ s½ thí#c333333, m²i l¥n trä l¶i chính xác ğ«u có th¬ SÑ Nhî nh§n ğßşc#cFF9A00ğÕi lßşng kinh nghi®m#c333333. Hoàn thành toàn bµ ğ« møc H§u, Khä nh§n ğßşc#cFF9A00khoa cØ s½ thí hÕ l­#c333333. Cu¯i cùng cån cÑ chính xác Su¤t Hoà Ğáp Ğ« t¯c ğµ Tß¾ng Quyªt Xu¤t#c00850ETi«n 10Danh#c333333TÕi#c00850EĞÕi Lı#cAD3ED5hàn lâm h÷c sî(242, 229)#c333333XØ tiªp tøc tham gia#cFF9A00khoa cØ thi ğình#c333333. Thí sinh Tß¾ng cån cÑ#cFF9A00khoa cØ thi ğình#c333333Ğích thÑ tñ nh§n ğßşc tß½ng Ñng Ğích#c00850Edanh hi®u#c333333Hoà#c00850EHÕn lúc nào cûng Trang#c333333thß·ng cho.	ĞÕi Lı Kha Mµ Nh¤t(246, 229)		Huodong_8_16		10	
110	Tiêu di®t Huy«n Kích Kim Cß½ng	0	1	1	0-1800	0-2359	TÕi#c00850EThß½ng S½n#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Huy«n Kích Kim Cß½ng#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333ĞÆng.	Tiêu di®t Thß½ng S½n Ğích Huy«n Kích Kim Cß½ng Hoà chín Huy«n Kích Th¥n Tß¾ng				80	
111	Bäo Tß½ng tranh ğoÕt	0	1	1	0-1815	0-2359	TÕi#c00850EThánh Thú S½n#cAD3ED5Bäo Tß½ng(142, 112)#c333333XØ ğ¬ ğ£t Ğích Trang Hæu ğÕi lßşng tài bäo Ğích Bäo Tß½ng. #cFF9A00cao c¤p Trân Thú kÛ nång Thß#c333333, ğÕi lßşng Ğích#cFF9A00Kim T®#c333333cu¯i cùng Quy ThuÏ t¤t cä Ni?	Xác ğ¸nh ğ¸a ği¬m TÕi Thánh Thú S½n Loát Xu¤t				21	
112	Tiên thäo tranh ğoÕt	0	1	1	0-1830	0-2200	#c00850Etiên thäo#c333333hi®n thân#c00850EKính H°#c333333, t¤t cä giang h° hi®p sî Ğô Khä ği trß¾c tranh ğoÕt. Cu¯i cùng nh§n ğßşc tiên thäo Ğích ngß¶i ch½i có th¬ Ki luy®n chª Thành#cFF9A00ĞÕi Hoàn Ğan#c333333, dùng H§u có th¬ làm cho công lñc trên di®n rµng tång lên.	Kính K°				10	
113	Tiêu di®t BÕch Minh Khäi	0	1	1	0-1830	0-2359	TÕi#c00850EThäo Nguyên#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00BÕch Minh Khäi#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333, #cFF9A00Tân Mãng Th¥n Phù#c333333ĞÆng.	Tiêu di®t Thäo Nguyên Ğích BÕch Minh Khäi Hoà chín Minh Hß Nô				80	
114	Thi ğ¤u th¬ thao Trß¶ng Bäo Tß½ng	0	1	1	0-1845	0-2359	Tiªn vào phong thi®n Ğài cùng v¾i Tha ngß¶i ch½i cuµc ğua#c00850EVõ Lâm Minh Chü#c333333, tranh ğoÕt tßşng trßng Võ Lâm Minh Chü ğ¸a v¸ Ğích#cFF9A00minh chü ğai lßng#c333333. Khä ği trß¾c#c00850ELÕc Dß½ng#cAD3ED5HÕ H¥u Nhân(154, 108)#c333333, #c00850EĞÕi Lı#cAD3ED5BÕch Sùng Nghîa(178, 132)#c333333, #c00850ETô Châu#cAD3ED5HÕ ToÕi Lß½ng(187, 129)#c333333, #c00850EThúc Hà C± Tr¤n#cAD3ED5Vß½ng Tiêu(154, 130)#c333333XØ tham dñ hoÕt ğµng.	Các thành th¸ Nµi Ğích thi ğ¤u th¬ thao Trß¶ng Tiªp Dçn Nhân				35	
115	T£c Binh Xâm Nh§p	0	1	1	0-1900	0-2000	#c00850EĞi«n H± T£c Binh#c333333TÕi#c00850EThái H°#c333333, #c00850ETung S½n#c333333, #c00850EKính H°#c333333, #c00850EVô Lßşng S½n#c333333, #c00850EKiªm Các#c333333, #c00850EĞµi Hoàng#c333333xu¤t hi®n, ı ğ° mßu phän. T¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Tñu Khä tiªn ğªn ğánh lui T£c Binh Hoà#cFF9A00T£c Binh Ğ¥u Møc#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00Chß·ng Cñ Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00T£c Binh Ğ¥u Møc#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thái H°, Tung S½n, Kính H°, Vô Lßşng S½n, Kiªm Các, Ğµi Hoàng				20	
116	Trân Thú Long Quân	0	1	1	0-1930	0-2300	#c00850Engàn nåm Thánh Thú Long Quân#c333333xu¤t hi®n TÕi#c00850EThánh Thú S½n#cAD3ED5Long Quân(172, 34)#c333333vùng, ğä bÕi#cFF9A00Long Quân#c00850E(C¤p 85 BOSS)#c333333H§u Ti®n Khä b¡t ğßşc hi hæu#c00850ETrân Thú Long Quân#c333333, còn có c½ hµi nh§n ğßşc#cFF9A00TrÑng Trân Thú: Long Quân#c333333.	Thánh Thú S½n(172, 34) Long Quân				85	
117	Tiêu di®t Mãng C± Ğµc Cáp Vß½ng	0	1	1	0-1930	0-2359	TÕi#c00850EHuy«n Võ Ğäo#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Mãng C± Ğµc Cáp Vß½ng#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333, #cFF9A00Tân Mãng Th¥n Phù#c333333ĞÆng.	Tiêu di®t Huy«n Võ Ğäo Ğích Mãng C± Ğµc Cáp Vß½ng Hoà CØu Chích Mãng C± Ğµc Cáp				80	
118	Tiêu di®t Thiên Niên Bång Phách	0	1	1	0-1945	0-2359	TÕi#c00850EVû Di#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Thiên Niên Bång Phách#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333ĞÆng.	Tiêu di®t Vû Di S½n Ğích Thiên Niên Bång Phách Hoà chín Bång Yêu				80	
119	Ğánh Lén Môn Phái	0	1	1	0-2000	0-2030	#c00850EGiang H° Tiêu Ti¬u#c333333qu¤y r¥y Các ğÕi môn phái, t¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî Khä Dß B¸ qu¤y r¥y môn phái ğ® tØ tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû ğánh lui Lâu LÕc cùng b÷n chúng Ğích ğ¥u møc#cFF9A00ºa Bá#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00võ công bí t¸ch#c333333, #cFF9A00Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00ºa Bá#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	TuÏ C½ phát sinh TÕi Th§p ğÕi môn phái				20	
120	Ván c¶	0	1	1	0-2030	0-2200	T¤t cä#c00850Ec¤p b§c =C¤p 10#c333333Ğích ngß¶i ch½i chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Ti®n có th¬ ği trß¾c#c00850ETô Châu#cAD3ED5Trß½ng D¸ch Qu¯c(174, 147)#c333333, #c00850ELÕc Dß½ng#cAD3ED5Vß½ng Tích Tân(269, 88)#c333333, #c00850EĞÕi Lı#cAD3ED5Lßu Tr÷ng Phü(274, 95)#c333333XØ tham dñ#cFF9A00Trân Lung KÏ Cøc#c333333hoÕt ğµng. Chï c¥n chiªn th¡ng#cFF9A00Vi­n C± KÏ H°n#c333333Ti®n Khä nh§n ğßşc cu¯i cùng Ğích th¡ng lşi. Ğánh bÕi#cFF9A00Vi­n C± KÏ H°n#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Tô Châu Trß½ng D¸ch Qu¯c, LÕc Dß½ng Vß½ng Tích Tân, ĞÕi Lı Lßu Tr÷ng Phü				10	
121	Thi ğ¤u th¬ thao Trß¶ng Bäo Tß½ng	0	1	1	0-2045	0-2359	Tiªn vào phong thi®n Ğài cùng v¾i Tha ngß¶i ch½i cuµc ğua#c00850EVõ Lâm Minh Chü#c333333, tranh ğoÕt tßşng trßng Võ Lâm Minh Chü ğ¸a v¸ Ğích#cFF9A00minh chü ğai lßng#c333333. Khä ği trß¾c#c00850ELÕc Dß½ng#cAD3ED5HÕ H¥u Nhân(154, 108)#c333333, #c00850EĞÕi Lı#cAD3ED5BÕch Sùng Nghîa(178, 132)#c333333, #c00850ETô Châu#cAD3ED5HÕ ToÕi Lß½ng(187, 129)#c333333, #c00850EThúc Hà C± Tr¤n#cAD3ED5Vß½ng Tiêu(154, 130)#c333333XØ tham dñ hoÕt ğµng.	Các thành th¸ Nµi Ğích thi ğ¤u th¬ thao Trß¶ng Tiªp Dçn Nhân				35	
122	T£c Binh Xâm Nh§p	0	1	1	0-2100	0-2200	#c00850EĞi«n H± T£c Binh#c333333TÕi#c00850EThái H°#c333333, #c00850ETung S½n#c333333, #c00850EKính H°#c333333, #c00850EVô Lßşng S½n#c333333, #c00850EKiªm Các#c333333, #c00850EĞµi Hoàng#c333333xu¤t hi®n, ı ğ° mßu phän. T¤t cä#c00850Ec¤p b§c =C¤p 20#c333333Ğích giang h° hi®p sî chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Tñu Khä tiªn ğªn ğánh lui T£c Binh Hoà#cFF9A00T£c Binh Ğ¥u Møc#c333333. Nhî Tß¾ng m¾i có th¬ nh§n ğßşc#cFF9A00Chß·ng Cñ Yêu Quyªt#c333333Hoà#cFF9A00mµt b§c bäo thÕch#c333333ĞÆng. Ğánh bÕi#cFF9A00T£c Binh Ğ¥u Møc#c333333H§u Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thái H°, Tung S½n, Kính H°, Vô Lßşng S½n, Kiªm Các, Ğµi Hoàng				20	
123	Tiêu di®t Mãng C± Ğµc Cáp Vß½ng	0	1	1	0-2130	0-2359	TÕi#c00850EHuy«n Võ Ğäo#c333333xu¤t hi®n Ğích dã ngoÕi BOSSQu¥n, ğä bÕi#cFF9A00Mãng C± Ğµc Cáp Vß½ng#c00850E(C¤p 80 BOSS)#c333333m¾i có th¬ nh§n ğßşc: #cFF9A00võ công Yêu Quyªt#c333333, #cFF9A00cuµc s¯ng kÛ nång tài li®u#c333333, #cFF9A00cß¶ng hóa tài li®u#c333333, #cFF9A00Tân Mãng Th¥n Phù#c333333ĞÆng.	Tiêu di®t Huy«n Võ Ğäo Ğích Mãng C± Ğµc Cáp Vß½ng Hoà CØu Chích Mãng C± Ğµc Cáp				80	
124	Dã Trß BÕo T¦u	0	1	1	0-2130	0-2359	T¤t cä#c00850Ec¤p b§c =C¤p 40#c333333Ğích ngß¶i ch½i chï c¥n tÕo thành#c00850E3Nhân ğã ngoài#c333333Ğích ğµi ngû Ti®n Khä ği trß¾c#c00850EThánh Thú S½n#c333333, Dß#c00850Elinh thú#c333333ğ¯i thoÕi H§u Tñu có th¬ vào bän sao Dß#cFF9A00Dã Trß#c333333chiªn ğ¤u. TÕi ğánh bÕi#cFF9A00Dã Trß Ğ¥u Møc#c333333nh§n ğßşc nhi®m vø ğÕo cø H§u Ti®n Khä ği trß¾c khiêu chiªn#cFF9A00Tiêm Nha Dã Trß Vß½ng#c333333, Tính có c½ hµi Dß#cFF9A00Cu°ng BÕo Long#c333333ganh ğua cao th¤p. Ğánh bÕi#cFF9A00Dã Trß ğ¥u lînh#c333333Ho£c#cFF9A00Tiêm Nha Dã Trß Vß½ng#c333333H§u Ğô Khä nh§n ğßşc#cFF9A00sinh ğµng Tr¸#c333333.	Thánh Thú S½n				40	
