INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT
108	2	1-1900	1-2200	0	0	科举	大理柯慕一（246，229）		Huodong_8_16	    所有#G等级≥10级#W的玩家，都可以到#G大理#R柯慕一#{_INFOAIM246,229,2,柯慕一}#W处参加#Y科举初试#W，每次回答正确都能使你获得#Y大量经验#W，完成全部题目后，可获得#Y科举初试贺礼#W。最终根据正确率和答题速度将决出#G前10名#W在#G大理#R翰林学士#{_INFOAIM242,229,2,翰林学士}#W处参加#Y科举殿试#W。考生将根据#Y科举殿试#W的名次获得相应#Y称号奖励#W及#Y限时时装：金榜题名#W！	1	去#G大理#R柯慕一#{_INFOAIM246,229,2,柯慕一}#W参加科举初试，#G大理#R翰林学士#{_INFOAIM242,229,2,翰林学士}#W参加科举殿试	10
110	1	0-1800		0	0	消灭玄击金刚	消灭苍山的玄击金刚和九个玄击神将			    在#G苍山#W出现的野外BOSS群，打败#Y玄击金刚#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W等。	1	去#G苍山#{_INFOAIM40,255,25,玄击金刚}#W击败玄击金刚和九个玄击神将	80
111	1	0-1815		0	0	宝箱争夺	定点在圣兽山刷出			    在#G圣兽山#{_INFOAIM142,112,201,宝箱}#W处放置的装有大量财宝的宝箱。#Y高级珍兽技能书#W，大量的#Y金币#W最后归谁所有呢？	1	去#G圣兽山#{_INFOAIM142,112,201,宝箱}#W打开宝箱	21
112	1	0-1830	0-2200	0	0	仙草争夺	镜湖			    #G仙草#W现身#G镜湖#W，所有江湖侠士都可前往争夺。最终获得仙草的玩家可将其炼制成#Y大还丹#W，服用后可使功力大幅提升。	1	去#G镜湖#W争夺仙草	10
113	1	0-1830		0	0	消灭白冥启	消灭草原的白冥启和九个冥虚奴			    在#G草原#W出现的野外BOSS群，打败#Y白冥启#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W，#Y新莽神符#W等。	1	去#G草原#{_INFOAIM75,125,20,白冥启}#W击败白冥启和九个冥虚奴	80
114	1	0-1845		0	0	竞技场宝箱	各城市内的竞技场接引人			    进入封禅台与其他玩家角逐#G武林盟主#W，争夺象征武林盟主地位的#Y盟主腰带#W。可前往#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处参与活动。	1	在#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处进入	35
115	1	0-1900	0-2000	0	0	贼兵入侵	太湖、嵩山、镜湖、无量山、剑阁、敦煌			    #G田虎贼兵#W在#G太湖#W、#G嵩山#W、#G镜湖#W、#G无量山#W、#G剑阁#W、#G敦煌#W出现，意图谋反。所有#G等级≥20级#W的江湖侠士只要组成#G3人以上#W的队伍就可前去击退贼兵和#Y贼兵头目#W。你将有可能获得#Y掌柜要诀#W和#Y一级宝石#W等。击败#Y贼兵头目#W后可获得#Y活跃值#W。	1	太湖、嵩山、镜湖、无量山、剑阁、敦煌出现的造反恶贼	20
116	1	0-1930	0-2300	0	0	珍兽龙龟	圣兽山（172，34）龙龟			    #G千年圣兽龙龟#W出现在#G圣兽山#{_INFOAIM172,34,201,龙龟}#W一带，打败#Y龙龟#G（85级BOSS）#W后便可捕获稀有#G珍兽龙龟#W，还有机会获得#Y珍兽蛋：龙龟#W。	1	去#G圣兽山#{_INFOAIM172,34,201,龙龟}#W捕获珍兽：龙龟	85
117	1	0-1930		0	0	消灭莽牯毒蛤王	消灭玄武岛的莽牯毒蛤王和九只莽牯毒蛤			    在#G玄武岛#W出现的野外BOSS群，打败#Y莽牯毒蛤王#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W，#Y新莽神符#W等。	1	去#G玄武岛#{_INFOAIM180,40,39,莽牯毒蛤王}#W击败莽牯毒蛤王和九只莽牯毒蛤	80
118	1	0-1945		0	0	消灭千年冰魄	消灭武夷山的千年冰魄和九个冰妖			    在#G武夷#W出现的野外BOSS群，打败#Y千年冰魄#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W等。	1	去#G武夷#{_INFOAIM54,240,32,千年冰魄}#W击败千年冰魄和九个冰妖	80
119	1	0-2000	0-2030	0	0	偷袭门派	随机发生在十大门派			    #G江湖宵小#W滋扰各大门派，所有#G等级≥20级#W的江湖侠士可与被滋扰门派的弟子组成#G3人以上#W的队伍击退喽啰与他们的头目#Y恶霸#W。你将有可能获得#Y武功秘籍#W、#Y要诀#W和#Y一级宝石#W等。击败#Y恶霸#W后可获得#Y活跃值#W。	1	随机出现在十大门派的江湖宵小	20
120	1	0-2030	0-2200	0	0	棋局	苏州张弈国、洛阳王积薪、大理刘仲甫			    所有#G等级≥10级#W的玩家只要组成#G3人以上#W的队伍便可以前往#G苏州#R张弈国#{_INFOAIM174,147,1,张弈国}#W、#G洛阳#R王积薪#{_INFOAIM269,88,0,王积薪}#W、#G大理#R刘仲甫#{_INFOAIM274,95,2,刘仲甫}#W处参与#Y珍珑棋局#W活动。只要战胜#Y远古棋魂#W便可获得最终的胜利。击败#Y远古棋魂#W后可获得#Y活跃值#W。	1	去#G苏州#R张弈国#{_INFOAIM174,147,1,张弈国}#W、#G大理#R刘仲甫#{_INFOAIM274,95,2,刘仲甫}#W、#G洛阳#R王积薪#{_INFOAIM269,88,0,王积薪}#W参与活动	10
121	1	0-2045		0	0	竞技场宝箱	各城市内的竞技场接引人			    进入封禅台与其他玩家角逐#G武林盟主#W，争夺象征武林盟主地位的#Y盟主腰带#W。可前往#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处参与活动。	1	在#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处进入	35
122	1	0-2100	0-2200	0	0	贼兵入侵	太湖、嵩山、镜湖、无量山、剑阁、敦煌			    #G田虎贼兵#W在#G太湖#W、#G嵩山#W、#G镜湖#W、#G无量山#W、#G剑阁#W、#G敦煌#W出现，意图谋反。所有#G等级≥20级#W的江湖侠士只要组成#G3人以上#W的队伍就可前去击退贼兵和#Y贼兵头目#W。你将有可能获得#Y掌柜要诀#W和#Y一级宝石#W等。击败#Y贼兵头目#W后可获得#Y活跃值#W。	1	太湖、嵩山、镜湖、无量山、剑阁、敦煌出现的造反恶贼	20
123	1	0-2130		0	0	消灭莽牯毒蛤王	消灭玄武岛的莽牯毒蛤王和九只莽牯毒蛤			    在#G玄武岛#W出现的野外BOSS群，打败#Y莽牯毒蛤王#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W，#Y新莽神符#W等。	1	去#G玄武岛#{_INFOAIM180,40,39,莽牯毒蛤王}#W击败莽牯毒蛤王和九只莽牯毒蛤	80
124	1	0-2130	0-2359	0	0	野猪暴走	圣兽山			    所有#G等级≥40级#W的玩家只要组成#G3人以上#W的队伍便可前往#G圣兽山#W，与#G灵兽#W对话后就可进入副本与#Y野猪#W战斗。在击败#Y野猪头目#W得到任务道具后便可前往挑战#Y尖牙野猪王#W，并有机会与#Y狂暴龙#W一较高下。击败#Y野猪头领#W或#Y尖牙野猪王#W后都可获得#Y活跃值#W。	1	在圣兽山保护灵兽，阻止暴走的野猪	40
125	1	0-2200	0-2230	0	0	偷袭门派	随机发生在十大门派			    #G江湖宵小#W滋扰各大门派，所有#G等级≥20级#W的江湖侠士可与被滋扰门派的弟子组成#G3人以上#W的队伍击退喽啰与他们的头目#Y恶霸#W。你将有可能获得#Y武功秘籍#W、#Y要诀#W和#Y一级宝石#W等。击败#Y恶霸#W后可获得#Y活跃值#W。	1	随机出现在十大门派的江湖宵小	20
126	1	0-2230		0	0	消灭白冥启	消灭草原的白冥启和九个冥虚奴			    在#G草原#W出现的野外BOSS群，打败#Y白冥启#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W，#Y新莽神符#W等。	1	去#G草原#{_INFOAIM75,125,20,白冥启}#W击败白冥启和九个冥虚奴	80
127	1	0-2245		0	0	竞技场宝箱	各城市内的竞技场接引人			    进入封禅台与其他玩家角逐#G武林盟主#W，争夺象征武林盟主地位的#Y盟主腰带#W。可前往#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处参与活动。	1	在#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处进入	35
128	1	0-2300	0-2359	0	0	珍兽龙龟	圣兽山（172，34）龙龟			    #G千年圣兽龙龟#W出现在#G圣兽山#{_INFOAIM172,34,201,龙龟}#W一带，打败#Y龙龟#G（85级BOSS）#W后便可捕获稀有#G珍兽龙龟#W，还有机会获得#Y珍兽蛋：龙龟#W。	1	去#G圣兽山#{_INFOAIM172,34,201,龙龟}#W捕获珍兽：龙龟	85
129	1	0-2330		0	0	宝箱争夺	定点在圣兽山刷出			    在#G圣兽山#{_INFOAIM142,112,201,宝箱}#W处放置的装有大量财宝的宝箱。#Y高级珍兽技能书#W，大量的#Y金币#W最后归谁所有呢？	1	去#G圣兽山#{_INFOAIM142,112,201,宝箱}#W打开宝箱	21
130	1	0-2330		0	0	消灭玄击金刚	消灭苍山的玄击金刚和九个玄击神将			    在#G苍山#W出现的野外BOSS群，打败#Y玄击金刚#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W等。	1	去#G苍山#{_INFOAIM40,255,25,玄击金刚}#W击败玄击金刚和九个玄击神将	80
131	1	0-0000	0-0030	0	0	偷袭门派	随机发生在十大门派			    #G江湖宵小#W滋扰各大门派，所有#G等级≥20级#W的江湖侠士可与被滋扰门派的弟子组成#G3人以上#W的队伍击退喽啰与他们的头目#Y恶霸#W。你将有可能获得#Y武功秘籍#W、#Y要诀#W和#Y一级宝石#W等。击败#Y恶霸#W后可获得#Y活跃值#W。	1	随机出现在十大门派的江湖宵小	20
132	1	0-0030		0	0	消灭千年冰魄	消灭武夷山的千年冰魄和九个冰妖			    在#G武夷#W出现的野外BOSS群，打败#Y千年冰魄#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W等。	1	去#G武夷#{_INFOAIM54,240,32,千年冰魄}#W击败千年冰魄和九个冰妖	80
133	1	0-0045		0	0	竞技场宝箱	各城市内的竞技场接引人			    进入封禅台与其他玩家角逐#G武林盟主#W，争夺象征武林盟主地位的#Y盟主腰带#W。可前往#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处参与活动。	1	在#G洛阳#R夏侯仁#{_INFOAIM154,108,0,夏侯仁}#W、#G大理#R白崇义#{_INFOAIM178,132,2,白崇义}#W、#G苏州#R夏遂良#{_INFOAIM187,129,1,夏遂良}#W、#G束河古镇#R王潇#{_INFOAIM154,130,260,王潇}#W处进入	35
134	1	0-0130		0	0	消灭白冥启	消灭草原的白冥启和九个冥虚奴			    在#G草原#W出现的野外BOSS群，打败#Y白冥启#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W，#Y新莽神符#W等。	1	去#G草原#{_INFOAIM75,125,20,白冥启}#W击败白冥启和九个冥虚奴	80
135	1	0-0200	0-0300	0	0	贼兵入侵	太湖、嵩山、镜湖、无量山、剑阁、敦煌			    #G田虎贼兵#W在#G太湖#W、#G嵩山#W、#G镜湖#W、#G无量山#W、#G剑阁#W、#G敦煌#W出现，意图谋反。所有#G等级≥20级#W的江湖侠士只要组成#G3人以上#W的队伍就可前去击退贼兵和#Y贼兵头目#W。你将有可能获得#Y掌柜要诀#W和#Y一级宝石#W等。击败#Y贼兵头目#W后可获得#Y活跃值#W。	1	太湖、嵩山、镜湖、无量山、剑阁、敦煌出现的造反恶贼	20
136	1	0-0230		0	0	消灭玄击金刚	消灭苍山的玄击金刚和九个玄击神将			    在#G苍山#W出现的野外BOSS群，打败#Y玄击金刚#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W等。	1	去#G苍山#{_INFOAIM40,255,25,玄击金刚}#W击败玄击金刚和九个玄击神将	80
137	1	0-0315		0	0	宝箱争夺	定点在圣兽山刷出			    在#G圣兽山#{_INFOAIM142,112,201,宝箱}#W处放置的装有大量财宝的宝箱。#Y高级珍兽技能书#W，大量的#Y金币#W最后归谁所有呢？	1	去#G圣兽山#{_INFOAIM142,112,201,宝箱}#W打开宝箱	21
138	1	0-0330		0	0	消灭莽牯毒蛤王	消灭玄武岛的莽牯毒蛤王和九只莽牯毒蛤			    在#G玄武岛#W出现的野外BOSS群，打败#Y莽牯毒蛤王#G（80级BOSS）#W有可能获得：#Y武功要诀#W、#Y生活技能材料#W、#Y强化材料#W，#Y新莽神符#W等。	1	去#G玄武岛#{_INFOAIM180,40,39,莽牯毒蛤王}#W击败莽牯毒蛤王和九只莽牯毒蛤	80
139	1	0-0400	0-0430	0	0	偷袭门派	随机发生在十大门派			    #G江湖宵小#W滋扰各大门派，所有#G等级≥20级#W的江湖侠士可与被滋扰门派的弟子组成#G3人以上#W的队伍击退喽啰与他们的头目#Y恶霸#W。你将有可能获得#Y武功秘籍#W、#Y要诀#W和#Y一级宝石#W等。击败#Y恶霸#W后可获得#Y活跃值#W。	1	随机出现在十大门派的江湖宵小	20
140	1	0-0000	0-2359	0	0	夺宝师徒练	大理云飘飘（265，129）		Huodong_2_3	    收集“#Y恩师#W”、“#Y爱徒#W”、“#Y快乐#W”、“#Y天龙#W”字符，可参与抽奖赢取#Y珍兽蛋：唐装鼠#W、#Y天罡强化露#W和#Y金刚砂#W。活动细节可与#G大理#R云飘飘#W#{_INFOAIM265,129,2,云飘飘}#W对话了解。	0		0
141	1	0-1915	0-2000	0	0	保护帮派驻地	随机发生在各帮派城市			    #Y山妖#W与#Y山鬼#W在帮会城市中捣乱，所有#G等级≥85级#W的玩家可以组成#G3人以上#W的队伍前往帮会城市击退山鬼，而山妖则需与所在帮会城市的玩家组队才能与其战斗，最终玩家将挑战#Y山神#W。你将有可能获得#Y珍兽蛋：穷奇#W、#Y珍兽蛋：小狐仙#W、#Y浴火石#W、#Y天罡强化精华#W等。	1	随机在各个帮会城市出现的山妖、山鬼	85
142	1	0-2145	0-2215	0	0	天降奇兽	楼兰随机刷新			    所有#G等级≥85级#W、#G心法等级≥50级#W的玩家只要组成#G3人以上#W的队伍便可以前往#G楼兰#W参与#Y天降奇兽#W活动。战胜#Y护岛神兽#W和#Y无敌飞天猫#W有一定几率获得#Y珍兽蛋：雷麟#W、#Y珍兽蛋：雏凤#W和各种#Y灵兽丹#W。击败副本中所有怪物后可获得#Y活跃值#W。	1	在楼兰各处随机降临的奇珍异兽	85
274	1	0-0000	0-2359	0	0	寒玉谷	苏州林朝雄（178，129）			    在#G苏州#R林朝雄#{_INFOAIM178,129,1,林朝雄}#W处进入#G寒玉谷#W，使用#Y古墓行功要诀#W或#Y全真行功要诀#W可在寒玉谷内打坐练功#G提升经验#W。古墓行功要诀可在林朝雄处购得。	0		0
275	1	0-0000	0-2359	0	0	幸运快活三	苏州柳月虹（130，230）			    所有#G等级≥20级#W的玩家都可在#G苏州#R柳月虹#W#{_INFOAIM130,230,1,柳月虹}处抽一次#Y幸运大奖#W。所有参与抽奖的玩家都可获得提升属性的快活三状态奖励。运气好的话拉风#Y坐骑大风#W就有可能成为你的囊中之物。	0		0
276	1	0-1130	0-1430	0	0	楼兰寻宝	楼兰金久灵（162，75）			    所有#G等级≥75级#W、#G心法等级≥40级#W的玩家只要组成#G3人以上#W的队伍便可以前往#G楼兰#R金久灵#{_INFOAIM162,75,246,金久灵}#W处参与#Y楼兰寻宝#W活动。若能战胜#Y镇宝龙王#W就有机会获得珍奇的宝藏。击败#Y镇宝龙王#W后可获得#Y活跃值#W。	1	去#G楼兰#R金久灵#{_INFOAIM162,75,246,金久灵}#W参加寻宝	75
277	1	0-1930	0-2200	0	0	楼兰寻宝	楼兰金久灵（162，75）			    所有#G等级≥75级#W、#G心法等级≥40级#W的玩家只要组成#G3人以上#W的队伍便可以前往#G楼兰#R金久灵#{_INFOAIM162,75,246,金久灵}#W处参与#Y楼兰寻宝#W活动。若能战胜#Y镇宝龙王#W就有机会获得珍奇的宝藏。击败#Y镇宝龙王#W后可获得#Y活跃值#W。	1	去#G楼兰#R金久灵#{_INFOAIM162,75,246,金久灵}#W参加寻宝	75
278	1	0-0000	0-2359	0	0	收集签名	大理龚彩云（170，122)			    所有#G10级#W以上的玩家只要收集#G10个#W友好度在#G200以上#W的好友的签名就可以获得丰厚的奖励。#G每人每周都可兑换一次奖励。#W活动细节可与#G大理#R龚彩云#{_INFOAIM170,122,2,龚彩云}#W对话了解。	0		0
279	1	0-1330	0-1400	0	0	天降奇兽	楼兰随机刷新			    所有#G等级≥85级#W、#G心法等级≥50级#W的玩家只要组成#G3人以上#W的队伍便可以前往#G楼兰#W参与#Y天降奇兽#W活动。战胜#Y护岛神兽#W和#Y无敌飞天猫#W有一定几率获得#Y珍兽蛋：雷麟#W、#Y珍兽蛋：雏凤#W和各种#Y灵兽丹#W。击败副本中所有怪物后可获得#Y活跃值#W。	1	在楼兰各处随机降临的奇珍异兽	85
280	1	0-0000	0-2359	0	0	打探消息	武事官员武大威（133，50）			    #G等级≥30#W的玩家可在自己所属帮会城市中的武事官员#R武大威#W处领取#Y打探消息任务#W。你需要与帮中的兄弟组成队伍前往其他帮会收集情报。完成任务后可获得#G大量经验奖励#W。	0		0
281	1	0-0000	0-2359	0	0	无敌飞天猫	玄武岛巡逻BOSS			    #G玄武岛巡逻BOSS#W，打败#Y无敌飞天猫#W之后有几率获得#Y珍兽高级群攻技能书#W。同时还会出现#G5个#W携带#Y珍兽技能书#W的#Y宝书窃贼#W。可与#G洛阳#R云涵儿#{_INFOAIM182,155,0,云涵儿}、#G苏州#R云思儿#{_INFOAIM87,144,1,云思儿}#W对话前往玄武岛。	0		0
282	1	0-1830	0-1930	0	0	天降奇兽	楼兰随机刷新			    所有#G等级≥85级#W、#G心法等级≥50级#W的玩家只要组成#G3人以上#W的队伍便可以前往#G楼兰#W参与#Y天降奇兽#W活动。战胜#Y护岛神兽#W和#Y无敌飞天猫#W有一定几率获得#Y珍兽蛋：雷麟#W、#Y珍兽蛋：雏凤#W和各种#Y灵兽丹#W。击败副本中所有怪物后可获得#Y活跃值#W。	1	在楼兰各处随机降临的奇珍异兽	85
328	2	0-1900	0-2000	0	0	支援朝廷	帮会城市校场官员佟芙蓉（147，96）		Huodong_2_14	    所有#G等级≥10级#W，且加入帮会的玩家都可以前往所属帮会城市的校场官员#R佟芙蓉#W处领取#Y支援朝廷#W任务，与其他帮会比试资源收集量。#G每次#W收集任务都有#Y经验奖励#W，在活动结束时还有丰富的奖励，获得#G前三名#W的帮会还会有#Y额外的奖励#W。	0		0
329	0	0721-1900	0721-2300	0	0	横扫牡丹碗	洛阳童贯、大理夏青青、苏州于倩倩		Huodong_6	    所有#G等级≥30级#W、#G心法等级都≥30级#W的玩家只要组成#G3人以上#W的队伍就可前往#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W处参与#Y蹴鞠大赛#W活动，最终挑战蹴鞠十三妹#Y孙美美#W。击败#Y孙美美#W后可获得#Y活跃值#W。	1	去#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W参与蹴鞠	30
330	0	0818-1900	0818-2300	0	0	横扫牡丹碗	洛阳童贯、大理夏青青、苏州于倩倩		Huodong_6	    所有#G等级≥30级#W、#G心法等级都≥30级#W的玩家只要组成#G3人以上#W的队伍就可前往#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W处参与#Y蹴鞠大赛#W活动，最终挑战蹴鞠十三妹#Y孙美美#W。击败#Y孙美美#W后可获得#Y活跃值#W。	1	去#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W参与蹴鞠	30
331	0	0915-1900	0915-2300	0	0	横扫牡丹碗	洛阳童贯、大理夏青青、苏州于倩倩		Huodong_6	    所有#G等级≥30级#W、#G心法等级都≥30级#W的玩家只要组成#G3人以上#W的队伍就可前往#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W处参与#Y蹴鞠大赛#W活动，最终挑战蹴鞠十三妹#Y孙美美#W。击败#Y孙美美#W后可获得#Y活跃值#W。	1	去#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W参与蹴鞠	30
332	0	1020-1900	1020-2300	0	0	横扫牡丹碗	洛阳童贯、大理夏青青、苏州于倩倩		Huodong_6	    所有#G等级≥30级#W、#G心法等级都≥30级#W的玩家只要组成#G3人以上#W的队伍就可前往#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W处参与#Y蹴鞠大赛#W活动，最终挑战蹴鞠十三妹#Y孙美美#W。击败#Y孙美美#W后可获得#Y活跃值#W。	1	去#G洛阳#R童贯#{_INFOAIM204,57,0,童贯}#W、#G大理#R夏青青#{_INFOAIM282,95,2,夏青青}#W、#G苏州#R于倩倩#{_INFOAIM187,148,1,于倩倩}#W参与蹴鞠	30
