INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
799	QuÏnh Châu	35	QuÏnh Châu Ðông B¡c Hi®u Uý	119	273	52	-1	-1	-1	-1	100033	QuÏnh Châu Chính Tây	10	99	149
800	Nam Chiêu	28	Nam Chiªu Tây B¡c Hi®u Uý	127	95	40	-1	-1	-1	-1	100034	Nam Chiªu Tây Nam	10	99	149
801	Miêu Cß½ng	29	Miêu Cß½ng Tây Nam Hi®u Uý	156	37	251	-1	-1	-1	-1	100035	Miêu Cß½ng Chính Ðông	10	99	149
802	NhÕn Nam	18	NhÕn Nam Chính Ðông Hi®u Uý	140	281	113	-1	-1	-1	-1	100036	NhÕn Nam Chính Nam	10	99	149
803	NhÕn B¡c	19	NhÕn B¡c Ðông B¡c Hi®u Uý	121	234	24	-1	-1	-1	-1	100037	NhÕn B¡c Chính Tây	10	99	149
804	Tây H°	30	Tây H° Chính Ðông Hi®u Uý	108	261	231	-1	-1	-1	-1	100038	Tây H° Chính Tây	10	99	149
805	Long Tuy«n	31	Long Tuy«n Ðông Nam Hi®u Uý	143	218	282	-1	-1	-1	-1	100039	Long Tuy«n Chính B¡c	10	99	149
806	Thß½ng S½n	25	Thß½ng S½n Chính Ðông Hi®u Uý	161	294	153	-1	-1	-1	-1	100040	Thß½ng S½n Chính Tây	10	99	149
807	Nhî Häi	24	Nh¸ Häi Chính Ðông Hi®u Uý	144	285	166	-1	-1	-1	-1	100041	Nh¸ Häi Chính Tây	10	99	149
808	Thäo Nguyên	20	Thäo Nguyên Chính Ðông Hi®u Uý	174	271	194	-1	-1	-1	-1	100042	Thäo Nguyên Chính Tây	10	99	149
809	Liêu Tây	21	Liêu Tây Ðông Nam Hi®u Uý	152	277	258	-1	-1	-1	-1	100043	Liêu Tây Tây B¡c	10	99	149
810	Võ Di	32	Võ Di Ðông B¡c Hi®u Uý	151	255	38	-1	-1	-1	-1	100044	Võ Di Chính Tây	10	99	149
811	Mai Lînh	33	Mai Lînh Ðông B¡c Hi®u Uý	159	269	37	-1	-1	-1	-1	100045	Mai Lînh Tây B¡c	10	99	149
812	ThÕch Lâm	26	ThÕch Lâm Chính Tây Hi®u Uý	147	44	178	-1	-1	-1	-1	100046	ThÕch Lâm Chính Nam	10	99	149
813	Ng÷c Khê	27	Ng÷c Khê Chính B¡c Hi®u Uý	143	178	37	-1	-1	-1	-1	100047	Ng÷c Khê Tây Nam	10	99	149
814	Trß¶ng BÕch S½n	22	Trß¶ng BÕch S½n chính nam Hi®u Uý	148	216	282	-1	-1	-1	-1	100048	Trß¶ng BÕch S½n Tây B¡c	10	99	149
815	Hoàng Long Phü	23	Hoàng Long Phü Ðông Nam Hi®u Uý	144	253	285	-1	-1	-1	-1	100049	Hoàng Long Phü Tây B¡c	10	99	149
816	Nam Vñc	34	Nam Häi Tây Nam Hi®u Uý	117	107	228	-1	-1	-1	-1	100050	Nam Häi Chính B¡c	10	99	149
817	QuÏnh Châu	35	QuÏnh Châu Chính Ðông Hi®u Uý	120	243	150	-1	-1	-1	-1	100051	QuÏnh Châu Chính Tây	10	99	149
818	Nam Chiêu	28	Nam Chiªu Ðông Nam Hi®u Uý	128	273	241	-1	-1	-1	-1	100052	Nam Chiªu Tây Nam	10	99	149
819	Miêu Cß½ng	29	Miêu Cß½ng Ðông B¡c Hi®u Uý	157	250	45	-1	-1	-1	-1	100053	Miêu Cß½ng Chính Ðông	10	99	149
820	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100000	NhÕn Nam Chính Nam	10	99	149
821	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100001	NhÕn B¡c Chính Tây	10	99	149
822	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100002	Tây H° Chính Tây	10	99	149
823	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100003	Long Tuy«n Chính B¡c	10	99	149
824	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100004	Thß½ng S½n Chính Tây	10	99	149
825	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100005	Nh¸ Häi Chính Tây	10	99	149
826	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100006	Thäo Nguyên Chính Tây	10	99	149
827	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100007	Liêu Tây Tây B¡c	10	99	149
828	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100008	Võ Di Chính Tây	10	99	149
829	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100009	Mai Lînh Tây B¡c	10	99	149
830	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100010	ThÕch Lâm Chính Nam	10	99	149
831	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100011	Ng÷c Khê Tây Nam	10	99	149
832	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100012	Trß¶ng BÕch S½n Tây B¡c	10	99	149
833	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100013	Hoàng Long Phü Tây B¡c	10	99	149
834	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100014	Nam Häi Chính B¡c	10	99	149
835	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100015	QuÏnh Châu Chính Tây	10	99	149
836	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100016	Nam Chiªu Tây Nam	10	99	149
837	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100017	Miêu Cß½ng Chính Ðông	10	99	149
838	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100018	NhÕn Nam Chính Nam	10	99	149
839	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100019	NhÕn B¡c Chính Tây	10	99	149
840	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100020	Tây H° Chính Tây	10	99	149
841	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100021	Long Tuy«n Chính B¡c	10	99	149
842	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100022	Thß½ng S½n Chính Tây	10	99	149
843	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100023	Nh¸ Häi Chính Tây	10	99	149
844	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100024	Thäo Nguyên Chính Tây	10	99	149
845	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100025	Liêu Tây Tây B¡c	10	99	149
846	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100026	Võ Di Chính Tây	10	99	149
847	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100027	Mai Lînh Tây B¡c	10	99	149
848	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100028	ThÕch Lâm Chính Nam	10	99	149
849	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100029	Ng÷c Khê Tây Nam	10	99	149
850	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100030	Trß¶ng BÕch S½n Tây B¡c	10	99	149
851	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100031	Hoàng Long Phü Tây B¡c	10	99	149
852	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100032	Nam Häi Chính B¡c	10	99	149
853	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100033	QuÏnh Châu Chính Tây	10	99	149
854	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100034	Nam Chiªu Tây Nam	10	99	149
855	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100035	Miêu Cß½ng Chính Ðông	10	99	149
856	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100036	NhÕn Nam Chính Nam	10	99	149
857	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100037	NhÕn B¡c Chính Tây	10	99	149
858	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100038	Tây H° Chính Tây	10	99	149
859	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100039	Long Tuy«n Chính B¡c	10	99	149
860	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100040	Thß½ng S½n Chính Tây	10	99	149
861	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100041	Nh¸ Häi Chính Tây	10	99	149
862	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100042	Thäo Nguyên Chính Tây	10	99	149
863	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100043	Liêu Tây Tây B¡c	10	99	149
864	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100044	Võ Di Chính Tây	10	99	149
865	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100045	Mai Lînh Tây B¡c	10	99	149
866	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100046	ThÕch Lâm Chính Nam	10	99	149
867	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100047	Ng÷c Khê Tây Nam	10	99	149
868	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100048	Trß¶ng BÕch S½n Tây B¡c	10	99	149
869	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100049	Hoàng Long Phü Tây B¡c	10	99	149
870	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100050	Nam Häi Chính B¡c	10	99	149
871	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100051	QuÏnh Châu Chính Tây	10	99	149
872	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100052	Nam Chiªu Tây Nam	10	99	149
873	LÕc Dß½ng	242	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100053	Miêu Cß½ng Chính Ðông	10	99	149
874	B¤t Lão Trß¶ng Xuân C¯c di chï	1298	Th¥n bí næ tØ	0	220	91	-1	-1	-1	-1	2	ÐÕi Lý	10	138	161
875	ÐÕi Lý	2	Tô Tinh Hà	189	140	161	-1	-1	-1	-1	1298	B¤t Lão Trß¶ng Xuân C¯c di chï	30	207	105
876	BÕch Khê H°	1292	Thanh Diên	2	109	108	-1	-1	-1	-1	1295	Trß¶ng Xuân C¯c·Hoành Nhai	85	54	217
877	Tây Lß½ng Phong Lâm	1294	Thanh Diên	3	91	59	-1	-1	-1	-1	1295	Trß¶ng Xuân C¯c·Hoành Nhai	85	54	217
878	Thøc tre Häi	1293	Thanh Diên	1	78	108	-1	-1	-1	-1	1295	Trß¶ng Xuân C¯c·Hoành Nhai	85	54	217
879	Trß¶ng Xuân C¯c·Hoành Nhai	1295	Thanh Diên	31	50	222	-1	-1	-1	-1	1292	BÕch Khê H°	85	118	110
880	Trß¶ng Xuân C¯c·Hoành Nhai	1295	Thanh Diên	31	50	222	-1	-1	-1	-1	1294	Tây Lß½ng Phong Lâm	85	95	64
881	Trß¶ng Xuân C¯c·Hoành Nhai	1295	Thanh Diên	31	50	222	-1	-1	-1	-1	1293	Thøc tre Häi	85	84	111
882	LÕc Dß½ng	0	Hàn Thª Trung	283	199	197	-1	-1	-1	-1	1314	Thanh H° äo th¸	50	188	211
883	LÕc Dß½ng	0	Hàn Thª Trung	283	199	197	-1	-1	-1	-1	1315	R×ng r§m äo th¸	50	59	175
884	LÕc Dß½ng	0	Hàn Thª Trung	283	199	197	-1	-1	-1	-1	1316	Dung nham äo th¸	50	202	57
885	Tô Châu	1	Xa Truy«n Bình	222	206	209	998727	1001	-1	-1	1317	Thanh H° äo th¸	30	192	214
886	Thanh H° äo th¸	1317	Xa Truy«n Bình	3	192	214	998728	1001	-1	-1	1	Tô Châu	30	206	209
887	Thúy Vân S½n	1319	Tr¥n Công	3	138	98	-1	-1	-1	-1	0	LÕc Dß½ng	1	69	62
888	Thüy Liêm Ðµng	1320	Tôn Vi­n	13	39	113	-1	-1	-1	-1	0	LÕc Dß½ng	1	69	62
889	Vînh Ninh Thành	1321	Lµ T§n Ð°ng	7	109	200	-1	-1	-1	-1	0	LÕc Dß½ng	1	69	62
890	Thúy Vân S½n	1319	Tr¥n Công	3	138	98	-1	-1	-1	-1	1320	Thüy Liêm Ðµng	30	41	113
891	Thúy Vân S½n	1319	Tr¥n Công	3	138	98	-1	-1	-1	-1	1321	Vînh Ninh Thành	30	109	198
892	Thüy Liêm Ðµng	1320	Tôn Vi­n	13	39	113	-1	-1	-1	-1	1319	Thúy Vân S½n	30	136	98
893	Thüy Liêm Ðµng	1320	Tôn Vi­n	13	39	113	-1	-1	-1	-1	1321	Vînh Ninh Thành	30	109	198
894	Vînh Ninh Thành	1321	Lµ T§n Ð°ng	7	109	200	-1	-1	-1	-1	1320	Thüy Liêm Ðµng	30	41	113
895	Vînh Ninh Thành	1321	Lµ T§n Ð°ng	7	109	200	-1	-1	-1	-1	1319	Thúy Vân S½n	30	136	98
896	LÕc Dß½ng	0	B° Ð« Lão T±	345	69	62	-1	-1	-1	-1	1319	Thúy Vân S½n	30	136	98
897	LÕc Dß½ng	0	B° Ð« Lão T±	345	69	62	-1	-1	-1	-1	1320	Thüy Liêm Ðµng	30	41	113
898	LÕc Dß½ng	0	B° Ð« Lão T±	345	69	62	-1	-1	-1	-1	1321	Vînh Ninh Thành	30	109	198
899	LÕc Dß½ng	0	Uông HÕn	184	230	129	128	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
900	LÕc Dß½ng	0	Ngô ÐÑc Xß½ng	86	139	182	82	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
901	Tô Châu	1	Ð£ng M§u	152	239	128	1081	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
902	Tô Châu	1	Lý Th×a Phong	25	111	160	1028	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
903	ÐÕi Lý	2	Thôi Phùng CØu	0	241	136	2026	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
904	Thiªu Lâm Tñ	9	Tu® Luân	11	93	132	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
905	Cái Bang T±ng Ðà	10	Trß½ng Toàn Tß¶ng	5	95	120	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
906	Quang Minh Ði®n	11	Phß½ng Th¤t Ph§t	0	102	167	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
907	Võ Ðang S½n	12	MÕc Thái Xung	4	101	136	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
908	Thiên Long Tñ	13	Phá Sân	21	99	120	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
909	Lång Ba Ðµng	14	Lý Khôi L²i	11	69	142	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
910	Nga Mi S½n	15	Dß½ng TÑ Nß½ng	10	86	142	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
911	Tinh Túc Häi	16	Thiên Lang TØ	10	99	150	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
912	Thiên S½n	17	Ô Lão ÐÕi	7	90	120	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
913	MÕn Ðà S½n Trang	1283	U Thäo	9	143	159	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
914	Lâu Lan	186	Ngäi Ni Ngoã Nhî	0	285	130	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
915	Thúc Hà C± Tr¤n	420	T× Hà Khách	2	202	211	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
916	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	0	LÕc Dß½ng	10	139	182
917	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	0	LÕc Dß½ng-CØu Châu thß½ng hµi	10	230	129
918	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	1	Tô Châu	10	111	160
919	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	1	Tô Châu-thþ rèn Phô	10	239	128
920	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	2	ÐÕi Lý	10	241	136
921	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	16	Môn phái-Tinh Túc	10	99	150
922	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	14	Môn phái-tiêu dao	10	69	142
923	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	9	Môn phái-Thiªu Lâm	10	93	132
924	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	17	Môn phái-Thiên S½n	10	90	120
925	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	13	Môn phái-Thiên Long	10	99	120
926	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	15	Môn phái-Nga Mi	10	86	142
927	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	12	Môn phái-Võ Ðang	10	101	136
928	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	11	Môn phái-Minh Giáo	10	102	167
929	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	10	Môn phái-Cái Bang	10	95	120
930	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
931	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	39	Huy«n Vû Ðäo	10	109	25
932	Huy«n Vû Ðäo	39	Quy Giai	247	82	30	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
933	ÐÕi Lý	2	Vß½ng Khê Vân	180	156	143	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
934	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	420	Thúc Hà C± Tr¤n	20	202	211
935	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	186	Lâu Lan	75	285	130
936	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	1283	Môn phái-MÕn Ðà S½n Trang	10	139	162
937	ÐÕi Lý	2	Gió núi	225	163	144	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
941	LÕc Dß½ng	242	Hàn Thª Trung	283	199	197	-1	-1	-1	-1	1314	Thanh H° äo th¸	50	188	211
942	LÕc Dß½ng	242	Hàn Thª Trung	283	199	197	-1	-1	-1	-1	1315	R×ng r§m äo th¸	50	59	175
943	LÕc Dß½ng	242	Hàn Thª Trung	283	199	197	-1	-1	-1	-1	1316	Dung nham äo th¸	50	202	57
944	LÕc Dß½ng	242	B° Ð« Lão T±	346	69	62	-1	-1	-1	-1	1319	Thúy Vân S½n	30	136	98
945	LÕc Dß½ng	242	B° Ð« Lão T±	346	69	62	-1	-1	-1	-1	1320	Thüy Liêm Ðµng	30	41	113
946	LÕc Dß½ng	242	B° Ð« Lão T±	346	69	62	-1	-1	-1	-1	1321	Vînh Ninh Thành	30	109	198
947	LÕc Dß½ng	242	Uông HÕn	184	230	129	128	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
948	LÕc Dß½ng	242	Ngô ÐÑc Xß½ng	86	139	182	82	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
950	Thúy Vân S½n	1319	Tr¥n Công	3	138	98	-1	-1	-1	-1	242	LÕc Dß½ng	1	69	62
951	Thüy Liêm Ðµng	1320	Tôn Vi­n	13	39	113	-1	-1	-1	-1	242	LÕc Dß½ng	1	69	62
952	Vînh Ninh Thành	1321	Lµ T§n Ð°ng	7	109	200	-1	-1	-1	-1	242	LÕc Dß½ng	1	69	62
953	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	242	LÕc Dß½ng	10	139	182
954	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	242	LÕc Dß½ng-CØu Châu thß½ng hµi	10	230	129
955	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	0	LÕc Dß½ng	10	139	182
956	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	0	LÕc Dß½ng-CØu Châu thß½ng hµi	10	230	129
957	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	242	LÕc Dß½ng	10	139	182
958	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	242	LÕc Dß½ng-CØu Châu thß½ng hµi	10	230	129
959	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	1	Tô Châu	10	111	160
960	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	1	Tô Châu-thþ rèn Phô	10	239	128
961	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	2	ÐÕi Lý	10	241	136
962	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	186	Lâu Lan	75	285	130
963	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	16	Môn phái-Tinh Túc	10	99	150
964	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	14	Môn phái-tiêu dao	10	69	142
965	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	9	Môn phái-Thiªu Lâm	10	93	132
966	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	17	Môn phái-Thiên S½n	10	90	120
967	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	13	Môn phái-Thiên Long	10	99	120
968	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	15	Môn phái-Nga Mi	10	86	142
969	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	12	Môn phái-Võ Ðang	10	101	136
970	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	11	Môn phái-Minh Giáo	10	102	167
971	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	10	Môn phái-Cái Bang	10	95	120
972	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	1283	Môn phái-MÕn Ðà S½n Trang	10	139	162
973	Côn Ngô	1349	Nguy®t V§n	58	107	187	-1	-1	-1	-1	1322	Môn phái-Ác Nhân C¯c	10	121	154
974	LÕc Dß½ng	0	Uông HÕn	184	230	129	128	-1	-1	-1	1349	Côn Ngô	10	110	188
975	LÕc Dß½ng	0	Ngô ÐÑc Xß½ng	86	139	182	82	-1	-1	-1	1349	Côn Ngô	10	110	188
976	Tô Châu	1	Ð£ng M§u	152	239	128	1081	-1	-1	-1	1349	Côn Ngô	10	110	188
977	Tô Châu	1	Lý Th×a Phong	25	111	160	1028	-1	-1	-1	1349	Côn Ngô	10	110	188
978	ÐÕi Lý	2	Thôi Phùng CØu	0	241	136	2026	-1	-1	-1	1349	Côn Ngô	10	110	188
979	Lâu Lan	186	Ngäi Ni Ngoã Nhî	0	285	130	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
980	Thiªu Lâm Tñ	9	Tu® Luân	11	93	132	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
981	Cái Bang T±ng Ðà	10	Trß½ng Toàn Tß¶ng	5	95	120	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
982	Quang Minh Ði®n	11	Phß½ng Th¤t Ph§t	0	102	167	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
983	Võ Ðang S½n	12	MÕc Thái Xung	4	101	136	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
984	Thiên Long Tñ	13	Phá Sân	21	99	120	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
985	Lång Ba Ðµng	14	Lý Khôi L²i	11	69	142	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
986	Nga Mi S½n	15	Dß½ng TÑ Nß½ng	10	86	142	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
987	Tinh Túc Häi	16	Thiên Lang TØ	10	99	150	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
988	Thiên S½n	17	Ô Lão ÐÕi	7	90	120	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
989	MÕn Ðà S½n Trang	1283	U Thäo	9	143	159	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
990	Ác Nhân C¯c	1322	Tôn Tam Bá	6	123	150	-1	-1	-1	-1	1349	Côn Ngô	10	110	188
