INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT
1214	R×ng r§m äo th¸	674	70	37	Dung nham äo th¸	675	59	48	0	0	50
1215	Dung nham äo th¸	675	90	187	Ð¸a Hoä Ðäo	656	36	98	0	1	50
1216	Dung nham äo th¸	675	198	219	Thanh H° äo th¸	673	219	61	0	0	50
1217	Dung nham äo th¸	675	55	43	R×ng r§m äo th¸	674	74	40	0	0	50
1218	Tr¥m Nguy®t Ðäo	655	197	220	Thanh H° äo th¸	673	90	63	0	1	50
1219	Tr¥m Nguy®t Ðäo	655	74	217	Ph°n Lâm Ðäo	657	228	206	0	0	50
1220	Tr¥m Nguy®t Ðäo	655	169	26	Ð¸a Hoä Ðäo	656	208	51	0	0	50
1221	Ð¸a Hoä Ðäo	656	31	105	Dung nham äo th¸	675	95	188	0	1	50
1222	Ð¸a Hoä Ðäo	656	41	135	Ph°n Lâm Ðäo	657	140	51	0	0	50
1223	Ð¸a Hoä Ðäo	656	214	47	Tr¥m Nguy®t Ðäo	655	170	32	0	0	50
1224	Ph°n Lâm Ðäo	657	38	228	R×ng r§m äo th¸	674	161	47	0	1	50
1225	Ph°n Lâm Ðäo	657	136	45	Ð¸a Hoä Ðäo	656	47	136	0	0	50
1226	Ph°n Lâm Ðäo	657	234	202	Tr¥m Nguy®t Ðäo	655	78	210	0	0	50
1227	Tr¥m Nguy®t C± Ðáp T¥ng 1	658	48	49	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	31	154	0	0	50
1228	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	26	25	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	125	127	0	0	50
1229	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	46	96	Tr¥m Nguy®t C± Ðáp T¥ng 4	661	34	35	0	0	50
1230	Tr¥m Nguy®t C± Ðáp T¥ng 1	658	208	55	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	161	154	0	0	50
1231	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	162	29	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	66	127	0	0	50
1232	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	143	96	Tr¥m Nguy®t C± Ðáp T¥ng 4	661	93	94	0	0	50
1233	Ð¸a Hoä C± Ðáp T¥ng 1	662	48	49	Ð¸a Hoä C± Ðáp T¥ng 2	663	31	154	0	0	50
1234	Ð¸a Hoä C± Ðáp T¥ng 2	663	26	25	Ð¸a Hoä C± Ðáp T¥ng 3	664	125	127	0	0	50
1235	Ð¸a Hoä C± Ðáp T¥ng 3	664	46	96	Ð¸a Hoä C± Ðáp T¥ng 4	665	34	35	0	0	50
1236	Ð¸a Hoä C± Ðáp T¥ng 1	662	208	55	Ð¸a Hoä C± Ðáp T¥ng 2	663	161	154	0	0	50
1237	Ð¸a Hoä C± Ðáp T¥ng 2	663	162	29	Ð¸a Hoä C± Ðáp T¥ng 3	664	66	127	0	0	50
1238	Ð¸a Hoä C± Ðáp T¥ng 3	664	143	96	Ð¸a Hoä C± Ðáp T¥ng 4	665	93	94	0	0	50
1239	Ph°n Lâm C± Ðáp T¥ng 1	666	48	49	Ph°n Lâm C± Ðáp T¥ng 2	667	31	154	0	0	50
1240	Ph°n Lâm C± Ðáp T¥ng 2	667	26	25	Ph°n Lâm C± Ðáp T¥ng 3	668	125	127	0	0	50
1241	Ph°n Lâm C± Ðáp T¥ng 3	668	46	96	Ph°n Lâm C± Ðáp T¥ng 4	669	34	35	0	0	50
1242	Ph°n Lâm C± Ðáp T¥ng 1	666	208	55	Ph°n Lâm C± Ðáp T¥ng 2	667	161	154	0	0	50
1243	Ph°n Lâm C± Ðáp T¥ng 2	667	162	29	Ph°n Lâm C± Ðáp T¥ng 3	668	66	127	0	0	50
1244	Ph°n Lâm C± Ðáp T¥ng 3	668	143	96	Ph°n Lâm C± Ðáp T¥ng 4	669	93	94	0	0	50
1245	Toä Long C± Ðáp T¥ng 2	670	28	27	Toä Long C± Ðáp T¥ng 3	671	64	130	0	0	50
1246	Toä Long C± Ðáp T¥ng 3	671	37	66	Toä Long C± Ðáp T¥ng 4	672	66	125	0	0	50
1247	Toä Long C± Ðáp T¥ng 2	670	172	33	Toä Long C± Ðáp T¥ng 3	671	129	127	0	0	50
1248	Toä Long C± Ðáp T¥ng 3	671	148	77	Toä Long C± Ðáp T¥ng 4	672	127	128	0	0	50
1249	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	30	162	Tr¥m Nguy®t C± Ðáp T¥ng 1	658	52	54	0	0	50
1250	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	61	132	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	30	30	0	0	50
1251	Tr¥m Nguy®t C± Ðáp T¥ng 4	661	32	31	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	52	96	0	0	50
1252	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	162	160	Tr¥m Nguy®t C± Ðáp T¥ng 1	658	206	57	0	0	50
1253	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	130	132	Tr¥m Nguy®t C± Ðáp T¥ng 2	659	160	32	0	0	50
1254	Tr¥m Nguy®t C± Ðáp T¥ng 4	661	98	97	Tr¥m Nguy®t C± Ðáp T¥ng 3	660	136	95	0	0	50
1255	Ð¸a Hoä C± Ðáp T¥ng 2	663	30	162	Ð¸a Hoä C± Ðáp T¥ng 1	662	52	54	0	0	50
1256	Ð¸a Hoä C± Ðáp T¥ng 3	664	61	132	Ð¸a Hoä C± Ðáp T¥ng 2	663	30	30	0	0	50
1257	Ð¸a Hoä C± Ðáp T¥ng 4	665	32	31	Ð¸a Hoä C± Ðáp T¥ng 3	664	52	96	0	0	50
1258	Ð¸a Hoä C± Ðáp T¥ng 2	663	162	160	Ð¸a Hoä C± Ðáp T¥ng 1	662	206	57	0	0	50
1259	Ð¸a Hoä C± Ðáp T¥ng 3	664	130	132	Ð¸a Hoä C± Ðáp T¥ng 2	663	160	32	0	0	50
1260	Ð¸a Hoä C± Ðáp T¥ng 4	665	98	97	Ð¸a Hoä C± Ðáp T¥ng 3	664	136	95	0	0	50
1261	Ph°n Lâm C± Ðáp T¥ng 2	667	30	162	Ph°n Lâm C± Ðáp T¥ng 1	666	52	54	0	0	50
1262	Ph°n Lâm C± Ðáp T¥ng 3	668	61	132	Ph°n Lâm C± Ðáp T¥ng 2	667	30	30	0	0	50
1263	Ph°n Lâm C± Ðáp T¥ng 4	669	32	31	Ph°n Lâm C± Ðáp T¥ng 3	668	52	96	0	0	50
1264	Ph°n Lâm C± Ðáp T¥ng 2	667	162	160	Ph°n Lâm C± Ðáp T¥ng 1	666	206	57	0	0	50
1265	Ph°n Lâm C± Ðáp T¥ng 3	668	130	132	Ph°n Lâm C± Ðáp T¥ng 2	667	160	32	0	0	50
1266	Ph°n Lâm C± Ðáp T¥ng 4	669	98	97	Ph°n Lâm C± Ðáp T¥ng 3	668	136	95	0	0	50
1267	Toä Long C± Ðáp T¥ng 3	671	60	134	Toä Long C± Ðáp T¥ng 2	670	33	31	0	0	50
1268	Toä Long C± Ðáp T¥ng 4	672	60	125	Toä Long C± Ðáp T¥ng 3	671	41	69	0	0	50
1269	Toä Long C± Ðáp T¥ng 3	671	134	133	Toä Long C± Ðáp T¥ng 2	670	169	38	0	0	50
1270	Toä Long C± Ðáp T¥ng 4	672	135	128	Toä Long C± Ðáp T¥ng 3	671	142	81	0	0	50
1271	LÕc Dß½ng	0	199	197	Thanh H° äo th¸	673	188	211	1	1	50
1272	LÕc Dß½ng	0	199	197	R×ng r§m äo th¸	674	59	175	1	1	50
1273	LÕc Dß½ng	0	199	197	Dung nham äo th¸	675	202	57	1	1	50
1274	Thanh H° äo th¸	673	195	217	LÕc Dß½ng	0	199	200	0	0	0
1275	R×ng r§m äo th¸	674	56	175	LÕc Dß½ng	0	199	200	0	0	0
1276	Dung nham äo th¸	675	220	75	LÕc Dß½ng	0	199	200	0	0	0
1277	Tô Châu	1	206	209	Thanh H° äo th¸	677	192	214	1	0	30
1278	Thanh H° äo th¸	677	192	214	Tô Châu	1	206	209	1	0	0
1279	Toä Long C± Ðáp T¥ng 1	679	48	49	Toä Long C± Ðáp T¥ng 2	670	31	154	0	0	50
1280	Toä Long C± Ðáp T¥ng 1	679	208	55	Toä Long C± Ðáp T¥ng 2	670	161	154	0	0	50
1281	Toä Long C± Ðáp T¥ng 2	670	30	162	Toä Long C± Ðáp T¥ng 1	679	52	54	0	0	50
1282	Toä Long C± Ðáp T¥ng 2	670	162	160	Toä Long C± Ðáp T¥ng 1	679	206	57	0	0	50
1283	Tr¥m Nguy®t C± Ðáp T¥ng 3	682	46	96	Tr¥m Nguy®t C± Ðáp T¥ng 4	683	34	35	0	0	50
1284	Tr¥m Nguy®t C± Ðáp T¥ng 3	682	143	96	Tr¥m Nguy®t C± Ðáp T¥ng 4	683	93	94	0	0	50
1285	Tr¥m Nguy®t C± Ðáp T¥ng 4	683	32	31	Tr¥m Nguy®t C± Ðáp T¥ng 3	682	52	96	0	0	50
1286	Tr¥m Nguy®t C± Ðáp T¥ng 4	683	98	97	Tr¥m Nguy®t C± Ðáp T¥ng 3	682	136	95	0	0	50
1287	Ð¸a Hoä C± Ðáp T¥ng 3	684	46	96	Ð¸a Hoä C± Ðáp T¥ng 4	685	34	35	0	0	50
1288	Ð¸a Hoä C± Ðáp T¥ng 3	684	143	96	Ð¸a Hoä C± Ðáp T¥ng 4	685	93	94	0	0	50
1289	Ð¸a Hoä C± Ðáp T¥ng 4	685	32	31	Ð¸a Hoä C± Ðáp T¥ng 3	684	52	96	0	0	50
1290	Ð¸a Hoä C± Ðáp T¥ng 4	685	98	97	Ð¸a Hoä C± Ðáp T¥ng 3	684	136	95	0	0	50
1291	Ph°n Lâm C± Ðáp T¥ng 3	686	46	96	Ph°n Lâm C± Ðáp T¥ng 4	687	34	35	0	0	50
1292	Ph°n Lâm C± Ðáp T¥ng 3	686	143	96	Ph°n Lâm C± Ðáp T¥ng 4	687	93	94	0	0	50
1293	Ph°n Lâm C± Ðáp T¥ng 4	687	32	31	Ph°n Lâm C± Ðáp T¥ng 3	686	52	96	0	0	50
1294	Ph°n Lâm C± Ðáp T¥ng 4	687	98	97	Ph°n Lâm C± Ðáp T¥ng 3	686	136	95	0	0	50
1295	Toä Long C± Ðáp T¥ng 1	691	48	49	Toä Long C± Ðáp T¥ng 2	688	31	154	0	0	50
1296	Toä Long C± Ðáp T¥ng 1	691	208	55	Toä Long C± Ðáp T¥ng 2	688	161	154	0	0	50
1297	Toä Long C± Ðáp T¥ng 2	688	30	162	Toä Long C± Ðáp T¥ng 1	691	52	54	0	0	50
1298	Toä Long C± Ðáp T¥ng 2	688	162	160	Toä Long C± Ðáp T¥ng 1	691	206	57	0	0	50
1299	Toä Long C± Ðáp T¥ng 2	688	28	27	Toä Long C± Ðáp T¥ng 3	689	64	130	0	0	50
1300	Toä Long C± Ðáp T¥ng 2	688	172	33	Toä Long C± Ðáp T¥ng 3	689	129	127	0	0	50
1301	Toä Long C± Ðáp T¥ng 3	689	134	133	Toä Long C± Ðáp T¥ng 2	688	169	38	0	0	50
1302	Toä Long C± Ðáp T¥ng 3	689	60	134	Toä Long C± Ðáp T¥ng 2	688	33	31	0	0	50
1303	Toä Long C± Ðáp T¥ng 3	689	148	77	Toä Long C± Ðáp T¥ng 4	690	127	128	0	0	50
1304	Toä Long C± Ðáp T¥ng 3	689	37	66	Toä Long C± Ðáp T¥ng 4	690	66	125	0	0	50
1305	Toä Long C± Ðáp T¥ng 4	690	60	125	Toä Long C± Ðáp T¥ng 3	689	41	69	0	0	50
1306	Toä Long C± Ðáp T¥ng 4	690	135	128	Toä Long C± Ðáp T¥ng 3	689	142	81	0	0	50
1307	Thúy Vân S½n	700	47	210	Vînh Ninh Thành	702	192	48	0	0	30
1308	Vînh Ninh Thành	702	195	43	Thúy Vân S½n	700	51	206	0	0	30
1309	Thúy Vân S½n	700	78	62	Thüy Liêm Ðµng	701	163	154	0	0	30
1310	Thüy Liêm Ðµng	701	168	158	Thúy Vân S½n	700	83	64	0	0	30
1311	Thüy Liêm Ðµng	701	39	169	Vînh Ninh Thành	702	59	63	0	0	30
1312	Vînh Ninh Thành	702	57	57	Thüy Liêm Ðµng	701	42	164	0	0	30
1313	Thúy Vân S½n	700	138	98	Vînh Ninh Thành	702	109	198	1	0	30
1314	Thúy Vân S½n	700	138	98	Thüy Liêm Ðµng	701	41	113	1	0	30
1315	Vînh Ninh Thành	702	107	149	Thúy Vân S½n	700	136	98	1	0	30
1316	Vînh Ninh Thành	702	107	149	Thüy Liêm Ðµng	701	41	113	1	0	30
1317	Thüy Liêm Ðµng	701	39	113	Thúy Vân S½n	700	136	98	1	0	30
1318	Thüy Liêm Ðµng	701	39	113	Vînh Ninh Thành	702	109	198	1	0	30
1319	LÕc Dß½ng	0	69	62	Thúy Vân S½n	700	136	98	1	0	30
1320	LÕc Dß½ng	0	69	62	Vînh Ninh Thành	702	109	198	1	0	30
1321	LÕc Dß½ng	0	69	62	Thüy Liêm Ðµng	701	41	113	1	0	30
1322	Thúy Vân S½n	700	138	98	LÕc Dß½ng	0	69	62	1	0	30
1323	Vînh Ninh Thành	702	109	200	LÕc Dß½ng	0	69	62	1	0	30
1324	Thüy Liêm Ðµng	701	39	113	LÕc Dß½ng	0	69	62	1	0	30
1325	Ác Nhân C¯c	703	56	215	Kiªm Các	7	40	194	0	1	10
1326	Kiªm Các	7	40	196	Ác Nhân C¯c	703	57	207	0	0	0
1327	LÕc Dß½ng	0	230	129	Ác Nhân C¯c	703	121	154	1	0	10
1328	LÕc Dß½ng	0	139	182	Ác Nhân C¯c	703	121	154	1	0	10
1329	Tô Châu	1	239	128	Ác Nhân C¯c	703	121	154	1	0	10
1330	ÐÕi Lý	2	241	136	Ác Nhân C¯c	703	121	154	1	0	10
1331	Thiªu Lâm Tñ	9	93	132	Ác Nhân C¯c	703	121	154	1	0	10
1332	Cái Bang T±ng Ðà	10	95	120	Ác Nhân C¯c	703	121	154	1	0	10
1333	Quang Minh Ði®n	11	102	167	Ác Nhân C¯c	703	121	154	1	0	10
1334	Võ Ðang S½n	12	101	136	Ác Nhân C¯c	703	121	154	1	0	10
1335	Thiên Long Tñ	13	99	120	Ác Nhân C¯c	703	121	154	1	0	10
1336	Lång Ba Ðµng	14	69	142	Ác Nhân C¯c	703	121	154	1	0	10
1337	Nga Mi S½n	15	86	142	Ác Nhân C¯c	703	121	154	1	0	10
1338	Tinh Túc Häi	16	99	150	Ác Nhân C¯c	703	121	154	1	0	10
1339	Thiên S½n	17	90	120	Ác Nhân C¯c	703	121	154	1	0	10
1340	Lâu Lan	246	285	130	Ác Nhân C¯c	703	121	154	1	0	10
1341	Thúc Hà C± Tr¤n	260	202	211	Ác Nhân C¯c	703	121	154	1	0	10
1342	Huy«n Vû Ðäo	112	82	30	Ác Nhân C¯c	703	121	154	1	0	10
1343	LÕc Dß½ng	242	230	129	Ác Nhân C¯c	703	121	154	1	0	10
1344	ÐÕi Lý	2	156	143	Ác Nhân C¯c	703	121	154	1	0	10
1345	MÕn Ðà S½n Trang	592	145	196	Ác Nhân C¯c	703	121	154	1	0	10
1346	Ác Nhân C¯c	703	123	150	LÕc Dß½ng	0	235	322	1	0	10
1347	Ác Nhân C¯c	703	123	150	LÕc Dß½ng-CØu Châu thß½ng hµi	0	326	269	1	0	10
1348	Ác Nhân C¯c	703	123	150	Tô Châu	1	204	256	1	0	10
1349	Ác Nhân C¯c	703	123	150	Tô Châu-thþ rèn Phô	1	335	225	1	0	10
1350	Ác Nhân C¯c	703	123	150	ÐÕi Lý	2	253	121	1	0	10
1351	Ác Nhân C¯c	703	123	150	Môn phái-Tinh Túc	16	99	150	1	0	10
1352	Ác Nhân C¯c	703	123	150	Môn phái-tiêu dao	14	69	142	1	0	10
1353	Ác Nhân C¯c	703	123	150	Môn phái-Thiªu Lâm	9	11	93	1	0	10
1354	Ác Nhân C¯c	703	123	150	Môn phái-Thiên S½n	17	90	120	1	0	10
1355	Ác Nhân C¯c	703	123	150	Môn phái-Thiên Long	13	21	99	1	0	10
1356	Ác Nhân C¯c	703	123	150	Môn phái-Nga Mi	15	86	142	1	0	10
1357	Ác Nhân C¯c	703	123	150	Môn phái-Võ Ðang	12	101	136	1	0	10
1358	Ác Nhân C¯c	703	123	150	Môn phái-Minh Giáo	11	102	167	1	0	10
1359	Ác Nhân C¯c	703	123	150	Môn phái-Cái Bang	10	95	120	1	0	10
1360	Ác Nhân C¯c	703	123	150	Huy«n Vû Ðäo	112	109	25	1	0	10
1361	Ác Nhân C¯c	703	123	150	Thúc Hà C± Tr¤n	260	202	211	1	0	20
1362	Ác Nhân C¯c	703	123	150	LÕc Dß½ng	242	235	322	1	0	10
1363	Ác Nhân C¯c	703	123	150	LÕc Dß½ng-CØu Châu thß½ng hµi	242	326	269	1	0	10
1364	Ác Nhân C¯c	703	123	150	Lâu Lan	246	285	130	1	0	75
1365	Ác Nhân C¯c	703	123	150	MÕn Ðà S½n Trang	592	139	162	1	0	10
1366	ÐÕi Lý	2	163	144	Môn phái-Ác Nhân C¯c	703	121	154	1	0	10
1373	LÕc Dß½ng	242	199	197	Thanh H° äo th¸	673	188	211	1	1	50
1374	LÕc Dß½ng	242	199	197	R×ng r§m äo th¸	674	59	175	1	1	50
1375	LÕc Dß½ng	242	199	197	Dung nham äo th¸	675	202	57	1	1	50
1376	LÕc Dß½ng	242	69	62	Thúy Vân S½n	700	136	98	1	0	30
1377	LÕc Dß½ng	242	69	62	Vînh Ninh Thành	702	109	198	1	0	30
1378	LÕc Dß½ng	242	69	62	Thüy Liêm Ðµng	701	41	113	1	0	30
1379	LÕc Dß½ng	242	139	182	Ác Nhân C¯c	703	121	154	1	0	10
1380	Thanh H° äo th¸	673	195	217	LÕc Dß½ng	242	199	200	0	0	0
1381	R×ng r§m äo th¸	674	56	175	LÕc Dß½ng	242	199	200	0	0	0
1382	Dung nham äo th¸	675	220	75	LÕc Dß½ng	242	199	200	0	0	0
1383	Thúy Vân S½n	700	138	98	LÕc Dß½ng	242	69	62	1	0	30
1384	Vînh Ninh Thành	702	109	200	LÕc Dß½ng	242	69	62	1	0	30
1385	Thüy Liêm Ðµng	701	39	113	LÕc Dß½ng	242	69	62	1	0	30
1386	Dung nham äo th¸	675	139	64	Côn Ngô	734	222	193	0	0	65
1387	Côn Ngô	734	223	220	Dung nham äo th¸	675	132	64	0	1	65
1388	Khê Thßþng Liên S½n	735	25	80	Côn Ngô	734	227	43	0	0	65
1389	Khai Ngµ trong lúc ðó	741	33	44	Côn Ngô	734	118	105	0	0	65
1390	Côn Ngô	734	107	187	LÕc Dß½ng	0	235	322	1	0	10
1391	Côn Ngô	734	107	187	LÕc Dß½ng-CØu Châu thß½ng hµi	0	326	269	1	0	10
1392	Côn Ngô	734	107	187	Tô Châu	1	204	256	1	0	10
1393	Côn Ngô	734	107	187	Tô Châu-thþ rèn Phô	1	335	225	1	0	10
1394	Côn Ngô	734	107	187	ÐÕi Lý	2	253	121	1	0	10
1395	Côn Ngô	734	107	187	Lâu Lan	246	285	130	1	0	75
1396	Côn Ngô	734	107	187	Môn phái-Tinh Túc	16	99	150	1	0	10
1397	Côn Ngô	734	107	187	Môn phái-tiêu dao	14	69	142	1	0	10
1398	Côn Ngô	734	107	187	Môn phái-Thiªu Lâm	9	11	93	1	0	10
1399	Côn Ngô	734	107	187	Môn phái-Thiên S½n	17	90	120	1	0	10
1400	Côn Ngô	734	107	187	Môn phái-Thiên Long	13	21	99	1	0	10
1401	Côn Ngô	734	107	187	Môn phái-Nga Mi	15	86	142	1	0	10
1402	Côn Ngô	734	107	187	Môn phái-Võ Ðang	12	101	136	1	0	10
1403	Côn Ngô	734	107	187	Môn phái-Minh Giáo	11	102	167	1	0	10
1404	Côn Ngô	734	107	187	Môn phái-Cái Bang	10	95	120	1	0	10
1405	Côn Ngô	734	107	187	MÕn Ðà S½n Trang	592	139	162	1	0	10
1406	Côn Ngô	734	107	187	Ác Nhân C¯c	703	121	154	1	0	10
1407	Côn Ngô	734	107	187	LÕc Dß½ng	242	235	322	1	0	10
1408	Côn Ngô	734	107	187	LÕc Dß½ng-CØu Châu thß½ng hµi	242	326	269	1	0	10
1409	LÕc Dß½ng	0	230	129	Côn Ngô	734	110	188	1	0	10
1410	LÕc Dß½ng	0	139	182	Côn Ngô	734	110	188	1	0	10
1411	Tô Châu	1	239	128	Côn Ngô	734	110	188	1	0	10
1412	Tô Châu	1	111	160	Côn Ngô	734	110	188	1	0	10
1413	ÐÕi Lý	2	241	136	Côn Ngô	734	110	188	1	0	10
1414	Lâu Lan	246	285	130	Côn Ngô	734	110	188	1	0	10
1415	Thiªu Lâm Tñ	9	93	132	Côn Ngô	734	110	188	1	0	10
1416	Cái Bang T±ng Ðà	10	95	120	Côn Ngô	734	110	188	1	0	10
1417	Quang Minh Ði®n	11	102	167	Côn Ngô	734	110	188	1	0	10
1418	Võ Ðang S½n	12	101	136	Côn Ngô	734	110	188	1	0	10
1419	Thiên Long Tñ	13	99	120	Côn Ngô	734	110	188	1	0	10
1420	Lång Ba Ðµng	14	69	142	Côn Ngô	734	110	188	1	0	10
1421	Nga Mi S½n	15	86	142	Côn Ngô	734	110	188	1	0	10
1422	Tinh Túc Häi	16	99	150	Côn Ngô	734	110	188	1	0	10
1423	Thiên S½n	17	90	120	Côn Ngô	734	110	188	1	0	10
1424	MÕn Ðà S½n Trang	592	145	196	Côn Ngô	734	110	188	1	0	10
1425	Ác Nhân C¯c	703	123	150	Côn Ngô	734	110	188	1	0	10
1426	LÕc Dß½ng	242	230	129	Côn Ngô	734	110	188	1	0	10
1427	LÕc Dß½ng	242	139	182	Côn Ngô	734	110	188	1	0	10
1428	M¶ äo Phù Khâu	736	33	44	Côn Ngô	734	118	105	0	0	65
1429	D¸ Hoang C± Tích	737	29	59	Côn Ngô	734	118	105	0	0	65
1430	TØ C¤m Thành	742	384	408	TØ C¤m Thành trên l¥u	742	387	376	0	0	0
1431	TØ C¤m Thành trên l¥u	742	395	395	TØ C¤m Thành	742	384	369	0	0	0
1436	Thông Thiên Ðáp T¥ng 1	765	255	386	Thông Thiên Ðáp Ð¸a Cung	764	255	125	0	0	0
1437	Thông Thiên Ðáp T¥ng 1	765	255	127	Thông Thiên Ðáp T¥ng 2	766	255	375	0	0	0
1438	Thông Thiên Ðáp T¥ng 2	766	255	375	Thông Thiên Ðáp T¥ng 1	765	255	127	0	0	0
1439	Thông Thiên Ðáp T¥ng 2	766	256	174	Thông Thiên Ðáp T¥ng 3	767	255	329	0	0	0
1440	Thông Thiên Ðáp T¥ng 3	767	255	329	Thông Thiên Ðáp T¥ng 2	766	256	174	0	0	0
1441	Thông Thiên Ðáp T¥ng 3	767	255	175	Thông Thiên Ðáp Ðáp Ðïnh	768	255	280	0	0	0
1442	Thông Thiên Ðáp Ðáp Ðïnh	768	255	280	Thông Thiên Ðáp T¥ng 3	767	255	175	0	0	0
1443	Thông Thiên Ðáp Ð¸a Cung	764	260	123	Thông Thiên Ðáp T¥ng 1	765	256	363	0	0	0
