INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20102001	2	1	2	1	Fish_1	Thäo Ngß	Hñu Danh Hoàn Ngß, Thäo Hoàn, Thäo B±ng, Thäo Thanh, H§u Ngß. Dî Ki Thñc Thäo mà s¯ng, tên c± Thäo Ngß, Hæu Thanh, BÕch Nh¸ S¡c, BÕch Giä V¸ Giai. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	1	38	1	4	250	-1	-1	1	9	1	-1	-1	Cá S½ C¤p	1	0	2000	-1	0
20102002	2	1	2	2	Fish_3	TÑc Ngß	Tøc xßng Hï Ğ¥u Ngß, TÑc hÕt dßa, Thuµc Lí Hình Møc, Lí Khoa, TÑc Thuµc. NÕi Thø Lñc Cß¶ng, thói quen v« ån TÕp, yêu thích Qu¥n Du, Thß¶ng s¯ng · TÕi cö dÕi m÷c thành bøi Ğ¸a. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	2	42	1	4	250	-1	-1	1	9	2	-1	-1	Cá S½ C¤p	2	0	2000	-1	0
20102003	2	1	2	3	Fish_9	Liên Ngß	LÕi bäo BÕch Liên, Liên TØ, hình th¬ d©t, lßng than chì S¡c, Lßşng Tr¡c C§p bøng màu tr¡ng Ğ¥u tr÷ng ğÕi, ánh m¡t v¸ trí r¤t th¤p. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	3	102	1	4	250	-1	-1	1	9	3	-1	-1	Cá S½ C¤p	3	0	2000	-1	0
20102004	2	1	2	4	Fish_8	Bình Ngß	Th¸ mµt loÕi thân th¬ b©p Ğích häi ngß, Si Thi¬u Nhøc Nµn. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	4	184	1	4	250	-1	-1	1	9	4	-1	-1	Cá Trung C¤p	4	0	2000	-1	0
20102005	2	1	2	5	Fish_5	Thi®n Ngß	Mµt loÕi Bán ngü ğông Ğích loÕi cá, Ğang nhi®t ğµ không khí Quá Ğê Th¶i, Thi®n Ngß Ti®n không ån b¤t ğµng, Kháo Vi Lßşng hô h¤p tiªn vào ngü ğông. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	5	282	1	4	250	-1	-1	1	9	5	-1	-1	Cá Trung C¤p	5	0	2000	-1	0
20102006	2	1	2	6	Fish_10	H¡c Ngß	Dã Khiªu H¡c Ngß cây g§y, Thuµc ån th¸t LoÕi Ngß, Th¸ nuôi cá Nghi®p Ğích Nh¤t ĞÕi HÕi Ngß. LoÕi này Ngß sinh sôi n¦y n· sinh trß·ng Khoái, Tính hung mãnh, chï c¥n Ğiªu Pháp chính xác, Cñc D¸ch Ğiªu Thü. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	6	402	1	4	250	-1	-1	1	9	6	-1	-1	Cá Trung C¤p	6	0	2000	-1	0
20102007	2	1	2	7	Fish_6	Ğ¤u Ngß	Thân hình nhß thoi ğßa, Th¬ Trß¶ng Th¤t Bát Li M­, toàn thân Tiên Løc, Hæu mß¶i hai Ği«u màu ğen Ğích v¢n, th§t dài vây ğuôi Hoà vây r¯n cá Tßşng màu s¡c rñc rŞ Ğích bång, vây lßng ğö tß½i. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	7	554	1	4	250	-1	-1	1	9	7	-1	-1	Cá Cao C¤p	7	0	2000	-1	0
20102008	2	1	2	8	Fish_2	Xß½ng Ngß	Hñu Danh BÕch Xß½ng, Xß½ng Bän, cá chim, Bình Ngß, Xß½ng Bi¬n Ngß, Kª Ngân Xß½ng Thuµc Xß½ng Khoa, s¯ng · Vu g¥n bi¬n Ğích Trung hÕ t¥ng. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	8	702	1	4	250	-1	-1	1	9	8	-1	-1	Cá Cao C¤p	8	0	2000	-1	0
20102009	2	1	2	9	Fish_11	Ngân Ngß	Cá nß¾c ng÷t, dài ch×ng Th¤t Chí Th§p Li M­, Th¬ Trß¶ng Lßşc Viên, non m¸n trong su¯t, ánh sáng màu Nhß Ngân, cho nên ğßşc g÷i là. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	9	864	1	4	250	-1	-1	1	9	9	-1	-1	Cá Cao C¤p	9	0	2000	-1	0
20102010	2	1	2	10	Fish_7	Khuê Ngß	LoÕi này Ngß Trung ğa s¯ Th¸ ån th¸t Ğích, chúng nó ho£c là TÕi trong nß¾c truy ğu±i con m°i, ho£c là ¦n núp TÕi ğ°ng cö và ngu°n nß¾c Trung, ch¶ ğşi Ngß Hoà m£t khác ğµng v§t t¾i g¥n. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	Cá Cao C¤p	10	0	2000	-1	0
20102011	2	1	2	11	Fish_4	C¯t Thi®t Ngß	Osteoglossiformes (C¯t LßŞi Cá) Khoa. Th¸ mµt loÕi c¢m Cø Tu, Th¬ d©t, bøng Hæu Lång Ğµt Ğích t× xßa cá nß¾c ng÷t chüng qu¥n, thuµc loÕi ? Hình Møc. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	Cá Cao C¤p	11	0	2000	-1	0
20102012	2	1	2	12	Fish_12	Løc Tuyªn Ngß	Th¬ Trß¶ng d©t, nhÑc ğ¥u Nhi Ğµt, ğïnh ğ¥u Vô CÑc Lång Nhãn nhö lÕi Ğích loÕi cá. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	12	1176	1	4	250	-1	-1	1	9	12	-1	-1	Cá Cao C¤p	12	0	2000	-1	0
20102013	2	1	2	13	Fish2_1	Thanh Ngß	Hñu Danh Ô Thanh, Khê Ngß, s¯ng · Vu trong nß¾c hÕ t¥ng, sinh trß·ng Khoái, Nhøc V¸ ngon. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	1	38	1	4	250	-1	-1	1	9	1	-1	-1	Cá S½ C¤p	1	0	2000	-1	0
20102014	2	1	2	14	Fish2_3	Ti­n Ngß	Hñu XÑng Thanh Ti­n Ngß. Nhân Ki hàm trên v« phía trß¾c kéo dài Trình Kiªm TrÕng, tên c±. Thuµc Ngß Cß½ng, Lô Hình Møc, Ti­n Ngß Khoa Ğích mµt loÕi phi ngß. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	2	42	1	4	250	-1	-1	1	9	2	-1	-1	Cá S½ C¤p	2	0	2000	-1	0
20102015	2	1	2	15	Fish2_9	Lß Ngß	Lô Ngß Nhøc Ch¤t kiên c¯ tr¡ng noãn, không chï có dinh dßŞng giá tr¸ Cao, h½n næa kh¦u v¸ ngon. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	3	102	1	4	250	-1	-1	1	9	3	-1	-1	Cá S½ C¤p	3	0	2000	-1	0
20102016	2	1	2	16	Fish2_8	Bi¬n Ğ¥u Ngß	Ğ¥u cüa nó, Vî, Phúc b©p, B¯i Trình hình gi÷t nß¾c, màu bÕc, s¯ng · Vu g¥n bi¬n Ğích Tiên T¢ng. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	4	184	1	4	250	-1	-1	1	9	4	-1	-1	Cá Trung C¤p	4	0	2000	-1	0
20102017	2	1	2	17	Fish2_5	Ğ¥u Lñc Ngß	Th§t nhö, Phì Nµn, nh§p kh¦u ngon, toàn thân Tiên S¡c, bøng Hæu Thâm S¡c hoa vån. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	5	282	1	4	250	-1	-1	1	9	5	-1	-1	Cá Trung C¤p	5	0	2000	-1	0
20102018	2	1	2	18	Fish2_10	Thu Ğao Ngß	Thân th¬ b©p, väy Ti¬u, toàn thân màu bÕc, hß½ng v¸ ngon, dinh dßŞng giá tr¸ Cao. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	6	402	1	4	250	-1	-1	1	9	6	-1	-1	Cá Trung C¤p	6	0	2000	-1	0
20102019	2	1	2	19	Fish2_6	Soa Ngß	Ğ¥u Ğoän Nhi Khoan, väy r¤t l¾n. Thoa Ngß Ğích B¯i Tr¡c Trình than chì S¡c, phía bøng Tiên màu xám, Lßşng Tr¡c väy Hæu màu ğen Ğích Thø Vån. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	7	554	1	4	250	-1	-1	1	9	7	-1	-1	Cá Cao C¤p	7	0	2000	-1	0
20102020	2	1	2	20	Fish2_2	Quang B¯i Ngß	Vây r¯n cá Tßşng bÑc màn l¤y mµt, Thung bµ ngñc Liên Ğáo Vî Bµ. Phiêu có Phª Ğích tác døng, cho nên Thß¶ng tr°i lên m£t nß¾c hô h¤p, Kh¦u Nång m· rµng ra. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	8	702	1	4	250	-1	-1	1	9	8	-1	-1	Cá Cao C¤p	8	0	2000	-1	0
20102021	2	1	2	21	Fish2_11	Câu Ngß	TÕi nß¾c bi¬n Hoà nß¾c ng÷t h²n hşp Ğích thuÖ vñc, Hành qu¥n cß cuµc s¯ng, Thành Ngß ğ¥u ngay trß¾c Hæu n±i lên. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	9	864	1	4	250	-1	-1	1	9	9	-1	-1	Cá Cao C¤p	9	0	2000	-1	0
20102022	2	1	2	22	Fish2_7	Bãi KÏ Ngß	Th¬ Trß¶ng, Säo d©t, Trình duyên dáng hình gi÷t nß¾c. Thân th¬ Thanh nâu, Hæu xám tr¡ng S¡c Viên Ban. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	Cá Cao C¤p	10	0	2000	-1	0
20102023	2	1	2	23	Fish2_4	Trân Châu Ngß	Toàn thân chính là vây lßng, vây r¯n cá · bên trong che kín màu bÕc Châu Ği¬m. Du Ğµng Th¶i Châu Quang lóe ra, xinh ğ©p vô cùng, C¯ ğßşc g÷i là Trân Châu Ngß. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	Cá Cao C¤p	11	0	2000	-1	0
20102024	2	1	2	24	Fish2_12	Vån Xß½ng Ngß	Hình th¬ không phäi r¤t l¾n, toàn thân Bán trong su¯t, Ğ¥u Vî hai ğ¥u Tiêm, Th¸ cao c¤p Ngß Ph¦m, Ki Nhøc Ch¤t tß½i m¾i, hß½ng v¸ Thanh Tân ng÷t. Có sÇn Vu n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	12	1176	1	4	250	-1	-1	1	9	12	-1	-1	Cá Cao C¤p	12	0	2000	-1	0
20102025	2	1	2	25	Fish3_1	Hoa Cáp	Hoa Cáp Khoä LÕp no ğü, Ki Nhøc Ch¤t ngon vô cùng, ğßşc xßng là'thiên hÕ thÑ nh¤t Tiên', 'Bách V¸ Chi Quan', dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	1	38	1	4	250	-1	-1	1	9	1	-1	-1	Thüy Sän	1	0	2000	-1	0
20102026	2	1	2	26	Fish3_12	Rong Bi¬n	TØ Thái Tính V¸ Cam Hàm Hàn, có tiêu ğàm Nhuy­n Kiên, Thanh Nhi®t Lşi ThuÖ, b± th§n DßŞng Tâm Ğích công hi®u, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	2	42	1	4	250	-1	-1	1	9	2	-1	-1	Thüy Sän	2	0	2000	-1	0
20102027	2	1	2	27	Fish3_5	Tôm Thë	BÕch Hà, sau khi Th¬ Trình màu tr¡ng Nhi ğßşc g÷i là, Nhøc Ch¤t ngon vô cùng, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	3	102	1	4	250	-1	-1	1	9	3	-1	-1	Thüy Sän	3	0	2000	-1	0
20102028	2	1	2	28	Fish3_4	Tôm Hùm	Long Hà, dùng cho n¤u nß¾ng, Hà Vî ĞÕi Thß Nhøc Ğa no ğü ğçy ğà, có th¬ Lô Hoä Kháo Chª, chính là häi sän cñc ph¦m món ngon. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	4	184	1	4	250	-1	-1	1	9	4	-1	-1	Thüy Sän	4	0	2000	-1	0
20102029	2	1	2	29	Fish3_9	Cua Bi¬n	Thanh Giäi, hàng nåm nông l¸ch tám tháng, Thanh Giäi Xác Kiên Nhß Thuçn, cái vu¯t Viên Tráng, Chích Chích ğ«u là Song T¢ng Bì, dân gian Hæu'tám tháng Tù Mâu Ğ¬ Chích Kê'nói ğªn, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	5	282	1	4	250	-1	-1	1	9	5	-1	-1	Thüy Sän	5	0	2000	-1	0
20102030	2	1	2	30	Fish3_2	Nghêu	Vån Cáp, Ki Nhøc Nµn V¸ Tiên, dinh dßŞng phong phú, T¯ Hæu'thiên hÕ thÑ nh¤t Tiên'danh xßng là, Thß có Thanh Nhi®t, Lşi Th¤p, tiêu ğàm, Tän Kªt Chi công hi®u, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	6	402	1	4	250	-1	-1	1	9	6	-1	-1	Thüy Sän	6	0	2000	-1	0
20102031	2	1	2	31	Fish3_3	V©m	Di B¯i, Xác Trình Tiªt Hình, ngay trß¾c lanh länh, H§u Ğoan rµng l¾n Nhi Viên, non m«m ngon, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	7	554	1	4	250	-1	-1	1	9	7	-1	-1	Thüy Sän	7	0	2000	-1	0
20102032	2	1	2	32	Fish3_6	Ğ¯i Há	Ğ¯i Hà, giáp xác BÕc Nhi trong su¯t. Ğ® nh¸ Ğ¯i râu Thßşng Ğích Tu r¤t dài. Nhøc V¸ ngon, là ta Qu¯c Ğích ğ£c sän mµt trong, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	8	702	1	4	250	-1	-1	1	9	8	-1	-1	Thüy Sän	8	0	2000	-1	0
20102033	2	1	2	33	Fish3_7	TÕp S¡c Cáp	TÕp S¡c Cáp, Nhøc Ch¤t non m¸n, hß½ng v¸ ngon, dinh dßŞng phong phú, Hoàn Khä làm thu¯c, Hæu giäm áp công hi®u, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	9	864	1	4	250	-1	-1	1	9	9	-1	-1	Thüy Sän	9	0	2000	-1	0
20102034	2	1	2	34	Fish3_8	Hà Phong	Hà Các\u0020hÕg, Xác Di®n bóng loáng, dán li«n Bµ Trách, Vô Xï, Phü Túc phát ğÕt, Nhøc Khä Thñc, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	10	1054	1	4	250	-1	-1	1	9	10	-1	-1	Thüy Sän	10	0	2000	-1	0
20102035	2	1	2	35	Fish3_10	Oa Giäi	Oa Giäi, Giäi màu da tr¡ng noãn, Nhøc Ch¤t non m¸n, Cao Tñ nõn nà, hß½ng v¸ ngon, dùng cho n¤u nß¾ng. #r#WT?i#GĞÕi Lı(116, 156)#RĞ² TØ Phi#W, #GTô Châu(189, 173)#RTrí Hoá#WHoà#GLÕc Dß½ng(134, 152)#RLí ĞÕi ChuÖ#W, Ğô có th¬ H÷c T§p#Gn¤u nß¾ng kÛ nång#W. Ngß¶i ch½i Ğích c¤p b§c Vi#G1#WC¤p có th¬ H÷c T§p.	11	1060	1	4	250	-1	-1	1	9	11	-1	-1	Thüy Sän	11	0	2000	-1	0
