INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING
351	7Thiên võ ðÕo	8	94	20240906	20241109	1	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	1	#{JZF_240717_31}
352	7Thiên m· ra 10Cá Ðiêu Vån, Tr× Võ H°n Hµ Kiên ám khí cái bao tay mû	4	94	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
353	7Thiên th¤t tình Nhçn	9	94	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
354	7Thiên th¤t tình Nhçn Ðoàn B±n	9	94	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
355	7Thiên ngày xßa cänh trong m½	10	94	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
356	7Thiên bang hµi hÕn mÑc cao nh¤t 2giai ðoÕn	25	94	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
357	14Thiên m· ra 11Cá Ðiêu Vån, Tr× Hµ Kiên ám khí cái bao tay mû	5	94	20240913	20241109	1	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	2	#{JZF_240717_32}
358	14Thiên Huy­n H°n	11	94	20240913	20241109	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
359	14Thiên ThuÖ Nguy®t S½n Trang	11	94	20240913	20241109	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
360	14Thiên bang hµi hÕn mÑc cao nh¤t 3giai ðoÕn	26	94	20240913	20241109	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
361	21Thiên m· ra 13Cá Ðiêu Vån, Tr× cái bao tay mû	6	94	20240920	20241109	1	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	3	#{JZF_240717_33}
362	21Thiên bang hµi hÕn mÑc cao nh¤t 4giai ðoÕn	41	94	20240920	20241109	0	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	-1	
363	28Thiên Thú H°n	12	94	20240927	20241109	1	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	4	#{JZF_240717_34}
364	28Thiên Thanh Khâu(ð½n giän, khó khån)	13	94	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
365	28Thiên Thú H°n Chi LoÕn	14	94	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
366	28Thiên Vân Hi®p Phó Chiªn	19	94	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
367	28Thiên bang hµi hÕn mÑc cao nh¤t 5giai ðoÕn	42	94	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
368	35Thiên m· ra 15Cá Ðiêu Vån(tÕm th¶i có Ðiêu Vån toàn bµ khai höa)	7	94	20241004	20241109	1	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	5	#{JZF_240717_35}
369	35Thiên bang hµi hÕn mÑc cao nh¤t 6giai ðoÕn	43	94	20241004	20241109	0	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	-1	
370	42Thiên Linh Võ	15	94	20241011	20241109	1	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	6	#{JZF_240717_36}
371	42Thiên Phöng C¯c T¥m Ng÷c	16	94	20241011	20241109	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
372	42Thiên Thiên Giám Tranh Phong	17	94	20241011	20241109	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
373	42Thiên bang hµi hÕn mÑc cao nh¤t 7giai ðoÕn	44	94	20241011	20241109	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
374	49Thiên th¤t tình Nhçn Ðiêu Vån	22	94	20241018	20241109	1	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	7	#{JZF_240717_58}
375	49Thiên bang hµi hÕn mÑc cao nh¤t 8giai ðoÕn	45	94	20241018	20241109	0	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	-1	
376	56Thiên thân ph§n h® th¯ng	23	94	20241025	20241109	1	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	8	#{JZF_240717_59}
377	56Thiên Long Änh C± Ðáp	21	94	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
378	56Thiên Huy­n Häi Giáng Th¥n	20	94	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
379	56Thiên Y Phøc Ðiêu Vån Tinh Hµi	28	94	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
380	56Thiên bang hµi hÕn mÑc cao nh¤t 9giai ðoÕn	46	94	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
381	63Thiên vû khí Ðiêu Vån Tinh Hµi	27	94	20241101	20241109	1	#{JZF_240717_67}	set:TimingPlay04 image:TimingPlay_YRYY1	set:TimingPlay04 image:TimingPlay_YRYY2	set:TimingPlay04 image:TimingPlay_YRYY3	#{JZF_240717_61}	#{JZF_240717_62}	9	#{JZF_240717_65}
382	70Thiên nhçn Ðiêu Vån Tinh Hµi	29	94	20241108	20241109	1	#{JZF_240717_68}	set:TimingPlay04 image:TimingPlay_CSRH1	set:TimingPlay04 image:TimingPlay_CSRH2	set:TimingPlay04 image:TimingPlay_CSRH3	#{JZF_240717_63}	#{JZF_240717_64}	10	#{JZF_240717_66}
383	0Thiên m· ra 9Cá Ðiêu Vån, Tr× vû khí Võ H°n Hµ Kiên ám khí cái bao tay mû	3	96	20240906	20241116	1	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	0	#{JZF_240717_30}
384	0Thiên bang hµi hÕn mÑc cao nh¤t 1giai ðoÕn	24	96	20240906	20241116	0	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	-1	
385	0Thiên ð¸a cung	18	96	20240906	20241002	0	T¥n Cung Bí Cänh						-1	
386	7Thiên võ ðÕo	8	96	20240913	20241116	1	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	1	#{JZF_240717_31}
387	7Thiên m· ra 10Cá Ðiêu Vån, Tr× Võ H°n Hµ Kiên ám khí cái bao tay mû	4	96	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
388	7Thiên th¤t tình Nhçn	9	96	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
389	7Thiên th¤t tình Nhçn Ðoàn B±n	9	96	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
390	7Thiên ngày xßa cänh trong m½	10	96	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
391	7Thiên bang hµi hÕn mÑc cao nh¤t 2giai ðoÕn	25	96	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
392	14Thiên m· ra 11Cá Ðiêu Vån, Tr× Hµ Kiên ám khí cái bao tay mû	5	96	20240920	20241116	1	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	2	#{JZF_240717_32}
393	14Thiên Huy­n H°n	11	96	20240920	20241116	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
394	14Thiên ThuÖ Nguy®t S½n Trang	11	96	20240920	20241116	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
395	14Thiên bang hµi hÕn mÑc cao nh¤t 3giai ðoÕn	26	96	20240920	20241116	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
396	21Thiên m· ra 13Cá Ðiêu Vån, Tr× cái bao tay mû	6	96	20240927	20241116	1	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	3	#{JZF_240717_33}
397	21Thiên bang hµi hÕn mÑc cao nh¤t 4giai ðoÕn	41	96	20240927	20241116	0	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	-1	
398	28Thiên Thú H°n	12	96	20241004	20241116	1	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	4	#{JZF_240717_34}
399	28Thiên Thanh Khâu(ð½n giän, khó khån)	13	96	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
400	28Thiên Thú H°n Chi LoÕn	14	96	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
401	28Thiên Vân Hi®p Phó Chiªn	19	96	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
402	28Thiên bang hµi hÕn mÑc cao nh¤t 5giai ðoÕn	42	96	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
403	35Thiên m· ra 15Cá Ðiêu Vån(tÕm th¶i có Ðiêu Vån toàn bµ khai höa)	7	96	20241011	20241116	1	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	5	#{JZF_240717_35}
404	35Thiên bang hµi hÕn mÑc cao nh¤t 6giai ðoÕn	43	96	20241011	20241116	0	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	-1	
405	42Thiên Linh Võ	15	96	20241018	20241116	1	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	6	#{JZF_240717_36}
406	42Thiên Phöng C¯c T¥m Ng÷c	16	96	20241018	20241116	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
407	42Thiên Thiên Giám Tranh Phong	17	96	20241018	20241116	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
408	42Thiên bang hµi hÕn mÑc cao nh¤t 7giai ðoÕn	44	96	20241018	20241116	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
409	49Thiên th¤t tình Nhçn Ðiêu Vån	22	96	20241025	20241116	1	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	7	#{JZF_240717_58}
410	49Thiên bang hµi hÕn mÑc cao nh¤t 8giai ðoÕn	45	96	20241025	20241116	0	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	-1	
411	56Thiên thân ph§n h® th¯ng	23	96	20241101	20241116	1	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	8	#{JZF_240717_59}
412	56Thiên Long Änh C± Ðáp	21	96	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
413	56Thiên Huy­n Häi Giáng Th¥n	20	96	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
414	56Thiên Y Phøc Ðiêu Vån Tinh Hµi	28	96	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
415	56Thiên bang hµi hÕn mÑc cao nh¤t 9giai ðoÕn	46	96	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
416	63Thiên vû khí Ðiêu Vån Tinh Hµi	27	96	20241108	20241116	1	#{JZF_240717_67}	set:TimingPlay04 image:TimingPlay_YRYY1	set:TimingPlay04 image:TimingPlay_YRYY2	set:TimingPlay04 image:TimingPlay_YRYY3	#{JZF_240717_61}	#{JZF_240717_62}	9	#{JZF_240717_65}
417	70Thiên nhçn Ðiêu Vån Tinh Hµi	29	96	20241115	20241116	1	#{JZF_240717_68}	set:TimingPlay04 image:TimingPlay_CSRH1	set:TimingPlay04 image:TimingPlay_CSRH2	set:TimingPlay04 image:TimingPlay_CSRH3	#{JZF_240717_63}	#{JZF_240717_64}	10	#{JZF_240717_66}
418	0Thiên m· ra 9Cá Ðiêu Vån, Tr× vû khí Võ H°n Hµ Kiên ám khí cái bao tay mû	3	97	20240906	20241116	1	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	0	#{JZF_240717_30}
419	0Thiên bang hµi hÕn mÑc cao nh¤t 1giai ðoÕn	24	97	20240906	20241116	0	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	-1	
420	0Thiên ð¸a cung	18	97	20240906	20241002	0	T¥n Cung Bí Cänh						-1	
421	7Thiên võ ðÕo	8	97	20240913	20241116	1	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	1	#{JZF_240717_31}
422	7Thiên m· ra 10Cá Ðiêu Vån, Tr× Võ H°n Hµ Kiên ám khí cái bao tay mû	4	97	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
423	7Thiên th¤t tình Nhçn	9	97	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
424	7Thiên th¤t tình Nhçn Ðoàn B±n	9	97	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
425	7Thiên ngày xßa cänh trong m½	10	97	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
426	7Thiên bang hµi hÕn mÑc cao nh¤t 2giai ðoÕn	25	97	20240913	20241116	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
427	14Thiên m· ra 11Cá Ðiêu Vån, Tr× Hµ Kiên ám khí cái bao tay mû	5	97	20240920	20241116	1	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	2	#{JZF_240717_32}
428	14Thiên Huy­n H°n	11	97	20240920	20241116	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
429	14Thiên ThuÖ Nguy®t S½n Trang	11	97	20240920	20241116	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
430	14Thiên bang hµi hÕn mÑc cao nh¤t 3giai ðoÕn	26	97	20240920	20241116	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
431	21Thiên m· ra 13Cá Ðiêu Vån, Tr× cái bao tay mû	6	97	20240927	20241116	1	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	3	#{JZF_240717_33}
432	21Thiên bang hµi hÕn mÑc cao nh¤t 4giai ðoÕn	41	97	20240927	20241116	0	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	-1	
433	28Thiên Thú H°n	12	97	20241004	20241116	1	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	4	#{JZF_240717_34}
434	28Thiên Thanh Khâu(ð½n giän, khó khån)	13	97	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
435	28Thiên Thú H°n Chi LoÕn	14	97	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
436	28Thiên Vân Hi®p Phó Chiªn	19	97	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
