INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
107	Th§t Tinh Uy¨n –∞ Tﬂ∂ng	10214014	1	5	6	20105007	52	20103079	36	20103102	64	20308137	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
108	DÁn Ph¯ng Uy¨n –∞ Tﬂ∂ng	10214016	1	5	7	20105008	56	20103080	40	20103102	68	20308138	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
109	Mµc Th¸y ThiÍn Uy¨n –∞ Tﬂ∂ng	10214018	1	5	8	20105009	60	20103081	44	20103102	76	20308139	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
110	Huy´n Th™ Ma Uy¨n –∞ Tﬂ∂ng	10214020	1	5	9	20105010	64	20103082	48	20103102	80	20308140	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
111	ThÙ BØ KiÍn –∞ Tﬂ∂ng	10215002	1	5	1	20105001	28	20103073	12	20103100	24	20308141	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
112	Thanh BØ KiÍn –∞ Tﬂ∂ng	10215004	1	5	1	20105002	32	20103074	16	20103100	27	20308142	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
113	Gi·ng Ma KiÍn –∞ Tﬂ∂ng	10215006	1	5	2	20105003	36	20103075	20	20103100	33	20308143	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
114	Nhuy≠n Tr◊u KiÍn –∞ Tﬂ∂ng	10215008	1	5	3	20105004	40	20103076	24	20103101	36	20308144	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
115	Ng‚n C¶m KiÍn –∞ Tﬂ∂ng	10215010	1	5	4	20105005	44	20103077	28	20103101	39	20308145	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
116	NguyÍn Linh KiÍn –∞ Tﬂ∂ng	10215012	1	5	5	20105006	48	20103078	32	20103101	45	20308146	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
117	Th§t Tinh KiÍn –∞ Tﬂ∂ng	10215014	1	5	6	20105007	52	20103079	36	20103102	64	20308147	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
118	DÁn Ph¯ng KiÍn –∞ Tﬂ∂ng	10215016	1	5	7	20105008	56	20103080	40	20103102	68	20308148	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
119	Mµc Th¸y ThiÍn KiÍn –∞ Tﬂ∂ng	10215018	1	5	8	20105009	60	20103081	44	20103102	76	20308149	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
120	Huy´n Th™ Ma KiÍn –∞ Tﬂ∂ng	10215020	1	5	9	20105010	64	20103082	48	20103102	80	20308150	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
121	BÏnh An YÍu ai ∞ tﬂ∂ng	10221011	1	5	1	20105001	28	20103073	12	20103100	24	20308151	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
122	C·t Tﬂ∂ng YÍu ai ∞ tﬂ∂ng	10221012	1	5	1	20105002	32	20103074	16	20103100	27	20308152	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
123	¬m L‚n YÍu ai ∞ tﬂ∂ng	10221013	1	5	2	20105003	36	20103075	20	20103100	33	20308153	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
124	Th§t Tinh CÙ Ho‡n –∞ Tﬂ∂ng	10221014	1	5	3	20105004	40	20103076	24	20103101	36	20308154	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
125	–∏a Linh Ho‡n –ai –∞ Tﬂ∂ng	10221015	1	5	4	20105005	44	20103077	28	20103101	39	20308155	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
126	TriÆt –∏a Ho‡n –ai –∞ Tﬂ∂ng	10221016	1	5	5	20105006	48	20103078	32	20103101	45	20308156	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
127	V¯ NghÍ –ai –∞ Tﬂ∂ng	10221017	1	5	6	20105007	52	20103079	36	20103102	64	20308157	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
128	L¯c NghÆ YÍu Ho‡n –∞ Tﬂ∂ng	10221018	1	5	7	20105008	56	20103080	40	20103102	68	20308158	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
129	ThÙi Tuy™t –∞ Tﬂ∂ng	10221019	1	5	8	20105009	60	20103081	44	20103102	76	20308159	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
130	Bµ NguyÆt –∞ Tﬂ∂ng	10221020	1	5	9	20105010	64	20103082	48	20103102	80	20308160	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
131	Ph∞n Tinh K™t –∞ Tﬂ∂ng	10220011	1	6	1	20103001	7	20103085	12	20308101	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
132	Ho‡ng Ng˜c H’ng LiÍn –∞ Tﬂ∂ng	10220012	1	6	1	20103002	14	20103086	24	20308102	1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
133	Lﬂﬁng Nghi LiÍn –∞ Tﬂ∂ng	10220013	1	6	2	20103003	21	20103087	42	20308103	1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
134	Phong XuyÍn LiÍn –∞ Tﬂ∂ng	10220014	1	6	3	20103004	28	20103088	54	20308104	1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
135	Lﬂu Ly K™t –∞ Tﬂ∂ng	10220015	1	6	4	20103005	35	20103089	66	20308105	1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
136	TuyÍn Thanh Th˙c –∞ Tﬂ∂ng	10220016	1	6	5	20103006	42	20103090	84	20308106	1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
137	¬m DﬂΩng LiÍn –∞ Tﬂ∂ng	10220017	1	6	6	20103007	49	20103091	96	20308107	1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
138	C‚u H∞n Linh –∞ Tﬂ∂ng	10220018	1	6	7	20103008	56	20103092	108	20308108	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
139	LiÆt Nhßt –∞ Tﬂ∂ng	10220019	1	6	8	20103009	63	20103093	126	20308109	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
140	–iÆp Luy™n –∞ Tﬂ∂ng	10220020	1	6	9	20103010	69	20103094	138	20308110	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
141	Kinh Giæi –∞ Tﬂ∂ng	10222011	1	6	1	20103001	7	20103085	12	20308111	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
142	Thanh T˘ng Giæi ChÔ –∞ Tﬂ∂ng	10222012	1	6	1	20103002	14	20103086	24	20308112	1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
143	ThiÍn H˛p Giæi ChÔ –∞ Tﬂ∂ng	10222013	1	6	2	20103003	21	20103087	42	20308113	1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
144	C·t Tﬂ∂ng Giæi ChÔ –∞ Tﬂ∂ng	10222014	1	6	3	20103004	28	20103088	54	20308114	1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
145	Huy´n Quy™t –∞ Tﬂ∂ng	10222015	1	6	4	20103005	35	20103089	66	20308115	1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
146	ThiÍn ƒnh –∞ Tﬂ∂ng	10222016	1	6	5	20103006	42	20103090	84	20308116	1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
147	B·t Tr‚n –∞ Tﬂ∂ng	10222017	1	6	6	20103007	49	20103091	96	20308117	1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
148	B·ch XuyÍn –∞ Tﬂ∂ng	10222018	1	6	7	20103008	56	20103092	108	20308118	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
149	YÍu NgÙn –∞ Tﬂ∂ng	10222019	1	6	8	20103009	63	20103093	126	20308119	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
150	Phßt NgÊ –∞ Tﬂ∂ng	10222020	1	6	9	20103010	69	20103094	138	20308120	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
151	H‡n Mµc Hµ Ph˘ –∞ Tﬂ∂ng	10223011	1	6	1	20103001	7	20103085	12	20308121	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
152	Thanh NgÊ Hµ Ph˘ –∞ Tﬂ∂ng	10223012	1	6	1	20103002	14	20103086	24	20308122	1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
153	Huy´n –iÆp Hµ Ph˘ –∞ Tﬂ∂ng	10223013	1	6	2	20103003	21	20103087	42	20308123	1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
154	¡m Ty Hµ Ph˘ –∞ Tﬂ∂ng	10223014	1	6	3	20103004	28	20103088	54	20308124	1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
155	Nhﬂ Giao Hµ Ph˘ –∞ Tﬂ∂ng	10223015	1	6	4	20103005	35	20103089	66	20308125	1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
156	V‚n L’c Hµ Ph˘ –∞ Tﬂ∂ng	10223016	1	6	5	20103006	42	20103090	84	20308126	1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
157	Cÿa LiÍn –∞ Tﬂ∂ng	10223017	1	6	6	20103007	49	20103091	96	20308127	1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
158	T˙c Giao –∞ Tﬂ∂ng	10223018	1	6	7	20103008	56	20103092	108	20308128	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
159	XuyÍn Mµ –∞ Tﬂ∂ng	10223019	1	6	8	20103009	63	20103093	126	20308129	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
160	Phi Tuy™t –∞ Tﬂ∂ng	10223020	1	6	9	20103010	69	20103094	138	20308130	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
161	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
163	SΩ C§p Dﬂ˛c phØi phﬂΩng	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Tﬂæng mµt Ìt SΩ C§p dﬂ˛c liÆu, Nhﬂ: #GB?ch Anh, B∞ Ho‡ng, XuyÍn BØi, NguyÍn H∞, TÏ Ba, Cam Th‰o, Kim Ng‚n Hoa#Wgia cÙng tr∑ th‡nh SΩ C§p thuØc. #r#c54FF00(tr¯ cµt tiÍu hao s—c sØng 10–i¨m, Th¯ dﬂ˛c l˝ k€ nÂng c§p bßc ‰nh hﬂ∑ng)	-1	-1
164	Trung C§p Dﬂ˛c phØi phﬂΩng	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Tﬂæng mµt Ìt Trung C§p dﬂ˛c liÆu, Nhﬂ: #GHO‡ng C•m, C‚u Kh∑i, Tr•m HﬂΩng, –≤ Tr˜ng, ThﬂΩng Thußt, Ph¯c Linh, PhÚng Phong, HﬂΩng Nhu, Ho‡ng LiÍn#Wgia cÙng tr∑ th‡nh Trung C§p thuØc. #r#c54FF00(tr¯ cµt tiÍu hao s—c sØng 15–i¨m, Th¯ dﬂ˛c l˝ k€ nÂng c§p bßc ‰nh hﬂ∑ng)	-1	-1
165	Cao c§p Dﬂ˛c phØi phﬂΩng	-1	-1	2	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Tﬂæng mµt Ìt cao c§p dﬂ˛c liÆu, Nhﬂ: #G–Ang Quy, Qu™ T‚m, HﬂΩng Ph¯, Ho°c HﬂΩng, H∞i Th•n Th‰o, Th¸ ‘, –Ùng Tr˘ng H’ Th‰o, Long Quy Tÿ, Tﬂ˛ng BØi, Nh‚n Tham#W–∆ng gia cÙng tr∑ th‡nh cao c§p thuØc. #r#c54FF00(tr¯ cµt tiÍu hao s—c sØng 23–i¨m, Th¯ dﬂ˛c l˝ k€ nÂng c§p bßc ‰nh hﬂ∑ng)	-1	-1
166	Kim Sang Dﬂ˛c phØi phﬂΩng	30001003	1	2	3	20101005	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
167	Quy Linh Ho‡n phØi phﬂΩng	30002003	1	2	3	20101006	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
168	ThiÍn Ma Cao phØi phﬂΩng	30003003	1	2	3	20101007	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
169	Thu˝ Ba T‰n phØi phﬂΩng	30005011	1	2	3	20101005	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
170	LÙi Tr’ch T‰n phØi phﬂΩng	30005013	1	2	3	20101006	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
171	Ho‰ Hµ T‰n phØi phﬂΩng	30005015	1	2	3	20101007	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
172	T∏ –µc T‰n phØi phﬂΩng	30005017	1	2	3	20101005	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
173	Che ch∑ T‰n phØi phﬂΩng	30005019	1	2	3	20101006	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ng„ –i´n Li≠u	-1	-1
174	Th¸ ‘ –an phØi phﬂΩng	30001006	1	2	6	20101014	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
175	Quœnh –an phØi phﬂΩng	30002006	1	2	6	20101015	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
176	H∞ng Nhan Cao phØi phﬂΩng	30003006	1	2	6	20101016	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
177	B· VﬂΩng Ho‡n phØi phﬂΩng	30004003	1	2	6	20101014	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
178	TiÍn Ng˜c Ho‡n phØi phﬂΩng	30004008	1	2	6	20101013	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
179	VÙ H∞i Ho‡n phØi phﬂΩng	30004013	1	2	6	20101015	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
180	ThÍ V‚n Ho‡n phØi phﬂΩng	30004018	1	2	6	20101016	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
181	Th•n –∏nh Ho‡n phØi phﬂΩng	30004023	1	2	6	20101013	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
182	Chﬂæng La Ho‡n phØi phﬂΩng	30005003	1	2	6	20101015	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
183	Huy NguyÆt Ho‡n phØi phﬂΩng	30005008	1	2	6	20101016	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ng„ –i´n Li≠u	-1	-1
184	TiÍn –an H∞n Ph·ch phØi phﬂΩng	30001009	1	2	9	20101023	6	20108177	6	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
185	TiÍn –an V„ng Sinh phØi phﬂΩng	30001010	1	2	10	20101025	5	20108178	7	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
186	TiÍn –an Kim NguyÍn phØi phﬂΩng	30002009	1	2	9	20101024	6	20108177	6	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
187	TiÍn –an Th•n ThÙng phØi phﬂΩng	30002010	1	2	10	20101026	5	20108178	7	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
188	DiÍn Th˜ Cao phØi phﬂΩng	30003009	1	2	9	20101024	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
189	B§t L„o Cao phØi phﬂΩng	30003010	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
190	LÒc H·m –∏a phØi phﬂΩng	30004005	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
191	Linh TiÍn La phØi phﬂΩng	30004010	1	2	10	20101025	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
192	Th¨ ThiÍn Nhﬂ˛c phØi phﬂΩng	30004015	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
193	MÁn phi thÂng phØi phﬂΩng	30004020	1	2	10	20101025	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
194	–∏nh TrÌ Vi≠n phØi phﬂΩng	30004025	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
195	PhÚng LiÆt Trßn phØi phﬂΩng	30005005	1	2	10	20101025	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
196	PhÚng ¬m DﬂΩng phØi phﬂΩng	30005010	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
197	Long Nha T‰n phØi phﬂΩng	30006002	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
198	B·c Linh T‰n phØi phﬂΩng	30006004	1	2	9	20101024	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
199	BÂng Linh T‰n phØi phﬂΩng	30006006	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
200	Kim LÙi T‰n phØi phﬂΩng	30006008	1	2	9	20101024	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
201	Ch‚n Ho‰ T‰n phØi phﬂΩng	30006010	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
202	Cÿu LÍ T‰n phØi phﬂΩng	30006012	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
203	ThiÍn Nh„n –an phØi phﬂΩng	30006014	1	2	9	20101020	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
204	Ti¨u kinh nghiÆm –an phØi phﬂΩng	30007001	1	2	11	20101026	7	20108179	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	0	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
205	–’i kinh nghiÆm –an phØi phﬂΩng	30007002	1	2	12	20101028	7	20108180	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	0	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
206	VﬂΩng MÁu TiÍn –an phØi phﬂΩng	30007003	1	2	12	20101029	7	20108180	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	0	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
207	Anh NguyÆt T‰n phØi phﬂΩng	30007004	1	2	9	20101023	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
208	Hˆa long –an phØi phﬂΩng	30007005	1	2	9	20101024	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
209	ThiÍn ChÔ –an phØi phﬂΩng	30007006	1	2	9	20101023	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
210	–∏nh KhÌ T‰n phØi phﬂΩng	30007007	1	2	9	20101024	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
211	Minh › T‰n phØi phﬂΩng	30007008	1	2	9	20101023	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ng„ –i´n Li≠u	-1	-1
