INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1512	244	221	209	B¡c Phß½ng Cß¶ng ÐÕo			1	5
1513	244	223	69	Hoang Nguyên HÕt			1	5
1514	244	86	215	Thiªt Dñc Ngßu			1	5
1515	244	69	51	Ð° B¯	Mã Phï ð¥u lînh		1	5
1516	244	38	53	Tây Vñc Mã Phï			1	5
1517	244	122	172	Dñc Ngßu			1	5
1518	245	229	221	Truy«n T¯ng: Hoä Di®m S½n		V§n chuy¬n	99	2
1519	245	72	144	Truy«n T¯ng: Mê Cung		V§n chuy¬n	99	2
1520	245	22	37	Truy«n T¯ng: Lâu Lan		V§n chuy¬n	99	2
1521	245	41	28	Trß½ng Uy			2	5
1522	245	104	156	Ngäi MÕc Nhî			2	5
1523	245	106	155	Ngäi Tô Nhî			2	5
1524	245	37	50	Ba Tây M§t			2	5
1525	245	104	155	M­ Ð« Á			2	5
1526	245	148	114	Bàng Ð£c T¦m			2	5
1527	245	51	38	Ki«u Thanh Phong			2	5
1528	245	160	59	NhÕc Phi Änh			2	5
1529	245	43	28	Trß½ng TrÕi			2	5
1530	245	214	158	Phª Khß Khüng HÕt			1	5
1531	245	181	54	Cô Lâu Binh			1	5
1532	245	62	62	Tây Vñc Kiªp Phï			1	5
1533	245	28	106	Tây Vñc Thiªt T£c			1	5
1534	245	213	114	Tây Vñc Tát Mãn			1	5
1535	245	28	214	Tây Vñc Vu Y			1	5
1536	246	21	143	Trß¶ng cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1537	246	298	142	Trß¶ng cänh: Cao Xß½ng		V§n chuy¬n	99	2
1538	246	160	307	Trß¶ng cänh: Tháp Lý Mµc		V§n chuy¬n	99	2
1539	246	22	44	A Ð« Ti®p	Nhi®m vø c¯t truy®n		7	5
1540	246	233	49	Ngäi Nhî Ð¸ch Kh¡c	Tài li®u thß½ng nhân	Tài li®u	6	3
1541	246	285	130	Ngäi Ni Ngoã Nhî	D¸ch TrÕm Lão Bän	V§n chuy¬n	5	1
1542	246	297	88	Xa Truy«n Bình	D¸ch TrÕm Lão Bän	V§n chuy¬n	5	1
1543	246	217	230	An Thác Áo	Vû khí ðiªm ti¬u nh¸	Vû khí	6	3
1544	246	296	215	Bào Tam Nß½ng	Nhi®m vø c¯t truy®n	Nga Mi	7	5
1545	246	295	238	B±n T×	Nhi®m vø c¯t truy®n	Thiên Long	7	5
1546	246	37	194	Ba Nhî	Dßþc ðiªm lão bän	MÕi Dßþc	6	3
1547	246	220	229	Trình Giäo Thiªt	Vû khí ðiªm lão bän	Vû khí	6	3
1548	246	217	235	Chu Th§p Tam	Cao c¤p trang b¸ sØa chæa Sß	SØa chæa	5	4
1549	246	25	143	Ð² B¤t Ð¢ng	Giang H° Du Y	Tr¸ li®u	5	4
1550	246	162	285	Ð² Hoàng Ð¢ng	Giang H° Du Y	Tr¸ li®u	5	4
1551	246	294	143	Ð² Thanh Ð¢ng	Giang H° Du Y	Tr¸ li®u	5	4
1552	246	211	176	Cao Dß½ng	Khách sÕn chß·ng qu¥y	Thñc ph¦m	6	3
1553	246	154	121	Cách L² Nhî	Lînh 2 l¥n kinh nghi®m	Lãnh Song	5	4
1554	246	191	119	Cung Thái Ðình	HoÕt ðµng thß·ng cho sÑ giä	HoÕt ðµng	5	4
1555	246	34	131	C± Li	Quán Phát sß phó	Quán Phát	5	4
1556	246	291	49	Quan Sách	Nhi®m vø c¯t truy®n	Tiêu dao	7	5
1557	246	292	222	H°ng Li­u	Nhi®m vø c¯t truy®n	Thiên S½n	7	5
1558	246	117	34	H°ng Li­u Muµi Muµi			7	5
1559	246	301	22	Tu® Nguyên	Nhi®m vø c¯t truy®n	Thiªu Lâm	7	5
1560	246	30	131	Gia Lam	Nhuµm tóc sß phó	Nhuµm tóc	5	4
1561	246	213	118	Khang Ti Thän Ðinh	Ti«n Trang lão bän	Ti«n trang	5	4
1562	246	279	198	Kh¡c Lý Mµc	Bäo thÕch công tßþng	Bäo thÕch	6	3
1563	246	30	187	Lan Ti LÕc Ð£c	ÐÕi sß chª duþc	Chª dßþc	5	4
1564	246	279	22	LÕc ÐÕt ÐÕo Nhân	Nhi®m vø c¯t truy®n	Võ Ðang	7	5
1565	246	46	60	Lí Chiêu U¤t	Nhi®m vø c¯t truy®n		7	5
1566	246	213	172	Mã Lan	ÐÕi sß n¤u ån	N¤u nß¾ng	5	4
1567	246	219	119	Mao Hoä Kª	Ti«n Trang ti¬u nh¸	Ti«n trang	5	4
1568	246	218	240	MÕc Hoa Nhî Tri®t	Chú Kiªm ðÕi sß	Ðúc khuôn	5	4
1569	246	91	162	NÕp Nhî Ti Ðinh	ÐÕi sß mÛ ngh®	Công ngh®	5	4
1570	246	51	53	Ni Nhßþc Mâu	Nhi®m vø c¯t truy®n		7	5
1571	246	28	22	BÕc Duy C½	Nhi®m vø c¯t truy®n		7	5
1572	246	219	122	Bàng Hoä Kª	Ti«n Trang ti¬u nh¸	Ti«n trang	5	4
1573	246	134	118	Ti«n Hoành Trø	Bång Phách Th¥n Châm	Bång Châm	7	3
1574	246	47	23	Nhuª Na	Nhi®m vø c¯t truy®n		7	5
1575	246	61	129	Tát LÕp	TÕp hóa thß½ng nhân	TÕp hoá	6	3
1576	246	283	131	Mã Kiêu Minh	LÕc Ðà thß½ng nhân	KÜ Th×a	6	3
1577	246	193	224	Trình Thanh Sß½ng	Phiêu Mi¬u Phong truy«n t¯ng SÑ	V§n chuy¬n	5	1
1578	246	187	225	SØ T¦u	Ph¯i phß½ng thß½ng nhân	Ph¯i Phß½ng	6	3
1579	246	190	224	Vu Bà	Ph¯i phß½ng thß½ng nhân	Ph¯i Phß½ng	6	3
1580	246	34	194	Sa Y Liên	ÐÕi sß hái thu¯c	Hái dßþc	5	4
1581	246	203	33	Th¦m Thuy«n Quyên	Bán hoa cô nß½ng	CØa hàng bán hoa	6	3
1582	246	207	122	T¯ng Hoä Kª	Ti«n Trang ti¬u nh¸	Ti«n trang	5	4
1583	246	207	119	Ðàm Hoä Kª	Ti«n Trang ti¬u nh¸	Ti«n trang	5	4
1584	246	217	233	Ð°ng Kim ChuÏ	ÐÕi sß khai thác mö	Khai Khoáng	5	4
1585	246	262	33	Ô Minh T¦m	Nhi®m vø c¯t truy®n		7	5
1586	246	300	49	HÑa Ti¬u Tßþng	Nhi®m vø c¯t truy®n	Cái Bang	7	5
1587	246	280	49	Dß½ng Nghi Trung	Nhi®m vø c¯t truy®n	Tinh Túc	7	5
1588	246	298	246	Gia Lu§t Ki®t Thi®u	Nhi®m vø c¯t truy®n		7	5
1589	246	90	92	Hi®p Hàng	Câu cá kÛ nång	Câu cá	5	4
1590	246	32	131	Y Sa	Trang ði¬m dung nhan sß phó	Trang ði¬m dung nhan	5	4
1591	246	250	184	 Mµng	ÐÕi sß may vá	May	5	4
1592	246	256	184	NhÕc Uy¬n Uy¬n	Trang phøc ðiªm lão bän	Phøc sÑc	6	3
1593	246	109	121	Vân H« H«	Phß¶ng chü Trùng ði¬u phß¶ng	Trân Thú	6	3
1594	246	227	162	Trß½ng Thuy«n Thuy«n	Trang sÑc ðiªm lão bän	Trang sÑc	6	3
1595	246	73	248	Trß½ng Di®c Canh	Gieo tr°ng H÷c ðÕi sß	Tr°ng tr÷t	5	4
1596	246	21	30	Tri®u Møc	Nhi®m vø c¯t truy®n		7	5
1597	246	23	61	Chu Vån Nguyên	Nhi®m vø c¯t truy®n	Minh Giáo	7	5
1598	246	217	130	Chúc Tam Tß	Hi®u c¥m ð° tài li®u thß½ng nhân	Tài li®u	6	3
1599	246	287	238	Tôn Ca B¯	Nhi®m vø c¯t truy®n		7	5
1600	246	162	75	Kim CØu Linh	T¥m bäo Hi®u Uý	T¥m bäo	5	3
1601	246	295	68	Hà Duy®t	Lâu Lan liên hoàn bän sao	Liên hoàn	5	4
1602	246	122	56	Lßu My	Lâu Lan liên hoàn bän sao	Liên hoàn	5	4
1603	246	191	130	PhÕm Thu¥n Hñu	Bµ binh Tä th¸ lang	Bang hµi	5	2
1604	247	30	22	Truy«n T¯ng: Lâu Lan		V§n chuy¬n	99	2
1605	247	236	222	Truy«n T¯ng: Côn Luân S½n		V§n chuy¬n	99	2
1606	247	104	215	Truy«n T¯ng: Ðáp Kh¡c		V§n chuy¬n	99	2
1607	247	28	26	Lan ÐÑc			2	2
1608	247	20	31	A Nhî Kim			2	5
1609	247	35	195	Lí Bách			2	5
1610	247	30	43	La Sa			2	5
1611	247	32	42	Ð« Na			2	5
1612	247	40	31	Tây Á L²			2	5
1613	247	30	198	Trß½ng B¢ng S½			2	5
1614	247	18	179	Trác B¯i Nhî			2	5
1615	247	115	38	Thñc Hü Ði¬u			1	5
1616	247	121	98	Sa Tr¥n			1	5
1617	247	77	128	Sa MÕc Dã Nhân			1	5
1618	247	142	147	Sa MÕc Li®p C¦u			1	5
1619	247	202	46	Sa MÕc Chiªn Sî			1	5
1620	247	80	223	Sa MÕc Vu Sß			1	5
1621	251	68	23	Truy«n T¯ng: Hoä Di®m S½n		V§n chuy¬n	99	2
1622	251	39	94	B¡c Phß½ng ÐÕo T£c			1	5
1623	251	50	82	B¡c Phß½ng Cß¶ng ÐÕo			1	5
1624	251	82	81	Dñc Ngßu			1	5
1625	251	89	78	Thiªt Dñc Ngßu			1	5
1626	251	96	45	Hoang Nguyên HÕt			1	5
1627	251	78	42	Tây Vñc Mã Phï			1	5
1628	252	105	105	Truy«n T¯ng: Cao Xß½ng		V§n chuy¬n	99	2
1629	252	73	91	Phª Khß Khüng HÕt			1	5
1630	252	35	59	Cô Lâu Binh			1	5
1631	252	55	90	Tây Vñc Vu Y			1	5
1632	252	50	46	Tây Vñc Tát Mãn			1	5
1633	252	72	42	Tây Vñc Thiªt T£c			1	5
1634	252	93	31	Tây Vñc Kiªp Phï			1	5
1635	253	34	18	Truy«n T¯ng: Ðáp Lý Mµc		V§n chuy¬n	99	2
1636	253	101	32	Thñc Hü Ði¬u			1	5
1637	253	26	104	Sa Tr¥n			1	5
1638	253	39	48	Sa MÕc Dã Nhân			1	5
1639	253	57	33	Sa MÕc Li®p C¦u			1	5
1640	253	101	78	Sa MÕc Chiªn Sî			1	5
1641	253	84	98	Sa MÕc Vu Sß			1	5
1642	249	195	235	Trß¶ng cänh: Lâu Lan		V§n chuy¬n	99	2
1643	249	47	21	Trß¶ng cänh: Tát Mã		V§n chuy¬n	99	2
1644	249	20	210	Trß¶ng cänh: Hãn Huyªt Lînh		V§n chuy¬n	99	2
1645	249	124	215	Lâm T¢ng			2	5
1646	249	154	210	Lan Sách An			2	5
1647	249	232	128	Tô M§u			2	5
1648	249	222	135	Trß½ng B¢ng Uy			2	5
1649	249	123	58	Liêu Qu¯c Tát Mãn			1	5
1650	249	212	73	Gia Lu§t Diên			1	5
1651	249	170	186	Mã Trß¶ng Thü V®			1	5
1652	249	184	132	Thu¥n Mã Sß			1	5
1653	249	32	146	ÐÕi Uy¬n Mã			1	5
1654	249	87	38	Liêu Qu¯c Chiªn Sî			1	5
1655	255	96	87	Trß¶ng cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1656	255	82	91	Liêu Qu¯c Chiªn Sî			1	5
1657	255	82	56	Thu¥n Mã Sß			1	5
1658	255	51	94	Liêu Qu¯c Tát Mãn			1	5
1659	255	40	68	ÐÕi Uy¬n Mã			1	5
1660	255	33	41	Mã Trß¶ng Thü V®			1	5
1661	260	138	147	Ng÷c Long	Nhi®m vø NPC		7	5
1662	260	138	153	Cáp Ba	Ph¯i phß½ng bán ra thß½ng nhân	Ph¯i Phß½ng	6	3
1663	260	202	211	T× Hà Khách	TrÕm d¸ch: Chü Thành truy«n t¯ng	V§n chuy¬n	99	2
1664	260	65	167	Kim Sa	Nhi®m vø NPC		7	5
1665	260	65	164	Thß½ng Lan	Nhi®m vø NPC		7	5
1666	260	171	46	Hùng Kiªm	Vû khí ðiªm lão bän, trang b¸ xem xét	Xem xét	5	4
1667	260	171	40	Mã Lân	Vû khí ðiªm ti¬u nh¸	Vû khí	6	3
1668	260	89	165	Vû Vån Án	Thái Khoáng kÛ nång ðÕi sß	Khai Khoáng	5	4
1669	260	92	162	Ðß¶ng Minh	Chú Kiªm ðÕi sß	Ðúc khuôn	5	4
1670	260	200	258	Tr¥n Tø Tài	Ti«n Trang lão bän	Ti«n trang	5	4
1671	260	200	253	Lßu Hoä Kª	Ti«n Trang ti¬u nh¸	Ti«n trang	5	4
1672	260	200	263	Løc Hoä Kª	Ti«n Trang ti¬u nh¸	Ti«n trang	5	4
1673	260	200	248	Tr¥n M£c	Hi®u c¥m ð° tài li®u thß½ng nhân	Tài li®u	6	3
1674	260	109	126	Vân Thiên Thiên	Phß¶ng chü Trùng ði¬u phß¶ng	Trân Thú	6	3
1675	260	193	128	Bào Dß	Khách sÕn chß·ng qu¥y	TØu ðiªm	6	5
1676	260	192	144	Hách Thái	ÐÕi sß n¤u ån	N¤u nß¾ng	5	4
1677	260	190	147	NguÜ Lßþng	ÐÕi sß hái thu¯c	Hái dßþc	5	4
1678	260	190	150	Tß·ng Minh Hiên	ÐÕi sß chª duþc	Chª dßþc	5	4
1679	260	105	94	BÕch Thäo	Dßþc ðiªm lão bän	Ti®m thu¯c	6	3
1680	260	89	129	Chu Bäo Quª	Trang sÑc ðiªm lão bän	Trang sÑc	6	3
1681	260	81	124	Ban Ni Lµ	Trang phøc ðiªm lão bän	Trang phøc	6	3
1682	260	134	85	Kinh Khäm Thñc	Bäo thÕch công tßþng	Bäo thÕch	5	4
1683	260	147	119	Cao Tiªu	Lãnh Song	Lãnh Song	5	4
1684	260	124	185	H° Tùng L§p	Tài li®u thß½ng nhân	Tài li®u	6	3
1685	260	158	117	Ôn Li­u	TÕp hóa thß½ng nhân	TÕp hoá	6	3
1686	260	216	154	Tôn Phöng Trang	Câu cá kÛ nång hu¤n luy®n	Câu cá	5	4
1687	260	76	125	Ki«u Th÷	ÐÕi sß may vá	May m£c	5	4
1688	260	131	198	Cänh Cung D§t	Công ngh® kÛ nång ðÕi sß	Công ngh®	5	4
1689	260	282	278	Trß½ng Di®c Ði«n	Nông nghi®p ðÕi sß	Nông nghi®p	5	4
1690	260	154	130	Vß½ng Tiêu	Thi ð¤u th¬ thao Trß¶ng	Thi ð¤u th¬ thao	5	4
1691	260	25	288	Lí Minh Dß½ng	Truy«n t¯ng(truy«n t¯ng Ðáo Thß½ng S½n)	V§n chuy¬n	99	2
1692	260	168	301	Mµc TrÕch	Nhi®m vø c¯t truy®n		7	5
1693	260	172	300	Mµc Hoa	Nhi®m vø c¯t truy®n		7	5
1694	260	176	301	Mµc Doãn	Nhi®m vø c¯t truy®n		7	5
1695	260	161	220	Lµ Hñu	Nhi®m vø c¯t truy®n		7	5
1696	260	244	116	Trß½ng TrÕch C¯c	Nhi®m vø c¯t truy®n		7	5
1697	260	141	73	Dß Hoa Bình	Nhi®m vø c¯t truy®n		7	5
1698	260	102	158	Dß½ng H°ng Nhßþc	Nhi®m vø c¯t truy®n		7	5
1699	260	176	199	Lí Tiêu	Nhi®m vø c¯t truy®n		7	5
1700	260	176	201	Lí Dao	Nhi®m vø c¯t truy®n		7	5
1701	260	259	90	Tri®u Hân Lê	Nhi®m vø c¯t truy®n		7	5
1702	260	85	74	Trình Ti¬u Vân	Nhi®m vø c¯t truy®n		7	5
1703	260	86	73	Ti«n Ti¬u Giang	Nhi®m vø c¯t truy®n		7	5
1704	260	84	76	Ðinh Ti¬u Lâm	Nhi®m vø c¯t truy®n		7	5
1705	260	180	113	Khß½ng B°ng Thành	Nhi®m vø c¯t truy®n		7	5
1706	260	182	113	Vß½ng MÕc Hàn	Nhi®m vø c¯t truy®n		7	5
1707	260	242	153	Løc Li­u Ca Ca	Nhi®m vø c¯t truy®n		7	5
1708	260	150	152	Lí Dã	Truy«n t¯ng Chí phßþng hoàng C± Thành	V§n chuy¬n	99	2
1709	262	226	237	Trß¶ng cänh: Kiªm Các		V§n chuy¬n	99	2
1710	262	25	40	Trß¶ng cänh: Ð¸a Cung Nh¸		V§n chuy¬n	99	2
1711	262	173	112	Ki®m Ð¸nh	Xem xét	Xem xét	2	3
1712	262	229	199	Cao Thång Thái	Nhi®m vø NPC		2	3
1713	262	231	141	Tr¥n Trß¶ng Lão	Nhi®m vø NPC		2	3
1714	262	204	153	MÕc Huy®t Giáp Trùng			1	5
1715	262	160	142	ÐÕo MÕc T£c 			1	5
1716	262	109	179	Ð¸a Cung Công Tßþng			1	5
1717	262	57	208	U C¤m Thü V®			1	5
1718	263	235	225	Trß¶ng cänh: Ð¸a Cung Nh¤t		V§n chuy¬n	99	2
1719	263	96	164	Trß¶ng cänh: Ð¸a Cung Tam		V§n chuy¬n	99	2
1720	263	211	218	Lí Ngang Th¥n	Nhi®m vø NPC		2	5
1721	263	171	230	Khôi Bào Lão Giä	Nhi®m vø NPC		2	5
1722	263	50	216	T¥n Hoàng Tinh Binh Dõng			1	5
1723	263	55	129	C½ Quan ThÕch Nhân			1	5
1724	263	37	78	Ð¸a Cung U Linh			1	5
1725	263	168	155	U Linh Tª Tñ			1	5
1726	264	237	216	Trß¶ng cänh: Ð¸a Cung Nh¸		V§n chuy¬n	99	2
1727	264	213	182	T¥n Tß¾ng Hµ V®			1	5
1728	264	41	87	T¥n Tß¾ng Th¸ V® 			1	5
1729	264	219	94	C½ Quan Thü V®			1	5
1730	264	130	84	T¥n Hoàng Chi Phách			1	5
1731	182	96	158	Trß¶ng cänh: Thiªu Lâm Tñ		V§n chuy¬n	99	2
1732	182	96	110	Mµc Nhân Lâu La			1	5
1733	182	96	80	Mµc Nhân Tinh Anh			1	5
1734	182	40	98	Mµc Nhân Võ Sî			1	5
1735	184	98	159	Trß¶ng cänh: Quang Minh Ði®n		V§n chuy¬n	99	2
1736	184	98	124	M§t Thám Tiên Phong			1	5
1737	184	98	90	Thanh KÏ Thám Mã			1	5
1738	184	98	72	Lam KÏ Thám Mã			1	5
1739	183	91	159	Trß¶ng cänh: Cái Bang		V§n chuy¬n	99	2
1740	183	92	140	Phøc Thù ºa H¥u			1	5
1741	183	44	114	Cß¶ng Tráng ºa H¥u			1	5
1742	183	92	110	Tinh Tráng Ác H¥u			1	5
1743	185	95	192	Trß¶ng cänh: Núi Võ Ðang		V§n chuy¬n	99	2
1744	185	86	170	Yêu D¸ Tâm Ma			1	5
1745	185	76	130	Phá Sân Tâm Ma			1	5
1746	185	46	58	Sát Døc Tâm Ma			1	5
1747	188	89	146	Trß¶ng cänh: Nga Mi S½n		V§n chuy¬n	99	2
1748	188	142	102	Nga Mi BÕch Mi ºa Viên			1	5
1749	188	96	86	Nga Mi Lþi Träo Ác Viên			1	5
1750	188	38	46	Nga Mi Hung Nao			1	5
1751	189	96	142	Trß¶ng cänh: Tinh Tú Häi		V§n chuy¬n	99	2
1752	189	96	126	Mµc Vß½ng Tri Thù			1	5
1753	189	118	112	ThuÖ Vß½ng Tri Thù			1	5
1754	189	96	86	Höa Vß½ng Tri Thù			1	5
1755	186	96	142	Trß¶ng cänh: Thiên Long Tñ		V§n chuy¬n	99	2
1756	186	96	120	Di®t Yêu ‘i LuÛ			1	5
1757	186	96	90	Chu Tiên ‘i LuÛ			1	5
1758	186	54	72	Thí Th¥n ‘i LuÛ			1	5
1759	190	95	148	Trß¶ng cänh: Thiên S½n		V§n chuy¬n	99	2
1760	190	96	110	Thiên S½n Ti¬u Tuyªt Quái			1	5
1761	190	96	86	Thiên S½n ÐÕi Tuyªt Quái			1	5
1762	190	96	50	Thiên S½n Tuyªt Quái Vß½ng			1	5
1763	187	44	129	Trß¶ng cänh: Lång Ba Ðµng		V§n chuy¬n	99	2
1764	187	52	72	Hü Th¬ ‘i LuÛ			1	5
1765	187	120	140	Thñc Tâm ‘i LuÛ			1	5
1766	187	146	58	Hoá Phách ‘i LuÛ			1	5
1767	238	32	12	H° Ti¬u Tiên		V§n chuy¬n	2	1
1768	238	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lãnh Song	2	4
1769	239	32	12	H° Ti¬u Tiên		V§n chuy¬n	2	1
1770	239	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lãnh Song	2	4
1771	240	32	12	H° Ti¬u Tiên		V§n chuy¬n	2	1
1772	240	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lãnh Song	2	4
1773	241	32	12	H° Ti¬u Tiên		V§n chuy¬n	2	1
1774	241	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lãnh Song	2	4
1775	271	32	12	Kiªm Thao	Truy«n t¯ng Chí LÕc Dß½ng	V§n chuy¬n	2	2
1776	164	88	40	Trß¶ng cänh: Tây H°		V§n chuy¬n	99	2
1777	164	79	45	Lång Ch¤n	Oanh Thiên Lôi		2	3
1778	164	271	175	Tri«u Ðoan L­			2	3
1779	164	270	187	Chu Ðµi Nho			2	3
1780	164	275	183	Lí Quang			2	3
1781	164	277	187	Hoàng Ðình Kiên			2	3
1782	164	280	183	Tô ThÑc			2	3
1783	164	279	182	Tri«u Vân			2	3
1784	164	231	118	Ðào Yêu Yêu	Ðào Hoa Tr§n	Bày tr§n	2	2
1785	254	96	32	Trß¶ng cänh: Côn Luân S½n		V§n chuy¬n	99	2
1786	254	28	24	Tiên Lµc			1	3
1787	254	61	44	Linh HÕc			1	3
1788	254	82	82	Khai Minh Thú			1	3
1789	254	59	102	Ti¬u ÐÕo Ð°ng			1	3
1790	254	72	103	Thái Vân Tiên			1	3
1791	254	39	76	Linh Kiªm Sî			1	3
1792	248	109	15	Trß¶ng cänh: Tháp Lý Mµc		V§n chuy¬n	99	2
1793	248	21	231	Trß¶ng cänh: Phúc Ð¸a		V§n chuy¬n	99	2
1794	248	82	31	Tiên Lµc			1	3
1795	248	201	28	Linh HÕc			1	3
1796	248	210	85	Khai Minh Thú			1	3
1797	248	94	127	Ti¬u ÐÕo Ð°ng			1	3
1798	248	133	195	Thái Vân Tiên			1	3
1799	248	45	201	Linh Kiªm Sî			1	3
1800	248	25	32	Ca ÐÕt Nhî			2	3
1801	248	162	163	Ng÷c Hß ÐÕo Trß¶ng			2	3
1802	248	121	20	Ng÷c Tiên TØ			2	3
1803	248	34	23	C¦m S¡t			2	3
1804	248	36	23	C¦m Nguyên			2	3
1805	248	212	154	Thanh Tùng			2	3
1806	248	230	153	Ngßu Lão Cån			2	3
1807	248	222	158	Diêm Trung HÕ			2	3
1808	273	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1809	273	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1810	273	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1811	273	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1812	274	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1813	274	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1814	274	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1815	274	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1816	275	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1817	275	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1818	275	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1819	275	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1820	276	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1821	276	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1822	276	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1823	276	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1824	277	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1825	277	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1826	277	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1827	277	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1828	278	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1829	278	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1830	278	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1831	278	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1832	279	82	80	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1833	279	8	61	Trß¶ng cänh: ÐÕi Lý		V§n chuy¬n	99	2
1834	279	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1835	279	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1836	280	67	40	Vß½ng ÐÕi Cung	CÑ ði¬m Nh¤t Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1837	280	244	26	Tr¸nh Nh¸ Hï	CÑ ði¬m Nh¸ Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1838	280	280	61	Ngô Tam Phát	CÑ ði¬m Tam Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1839	280	297	252	Chu TÑ Tài	CÑ ði¬m TÑ Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1840	280	255	296	Lí Vô H°ng	CÑ ði¬m Ngû Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1841	280	67	286	Tôn Løc Bäo	CÑ ði¬m Løc Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1842	280	32	248	Ti«n Th¤t Nã	CÑ ði¬m Th¤t Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1843	280	35	53	Tri®u Bát Lai	CÑ ði¬m Bát Truy«n T¯ng Nhân	V§n chuy¬n	2	2
1844	280	72	28	Viêm MÕc Hung	CÑ ði¬m Nh¤t y sß	Tr¸ li®u	2	3
1845	280	253	22	Viêm MÕc Kiêu	CÑ ði¬m Nh¸ y sß	Tr¸ li®u	2	3
1846	280	293	70	Viêm MÕc Não	CÑ ði¬m Tam y sß	Tr¸ li®u	2	3
1847	280	291	259	Viêm MÕc Ki®t	CÑ ði¬m TÑ y sß	Tr¸ li®u	2	3
1848	280	259	287	Viêm Quan KÏ	CÑ ði¬m Ngû y sß	Tr¸ li®u	2	3
1849	280	65	297	Viêm H§u Nham	CÑ ði¬m Løc y sß	Tr¸ li®u	2	3
1850	280	23	253	Viêm Nhi Trung	CÑ ði¬m Th¤t y sß	Tr¸ li®u	2	3
1851	280	43	60	Viêm Trß¶ng V®	CÑ ði¬m Bát y sß	Tr¸ li®u	2	3
1852	280	62	31	Viên ÐÕi Gia	CÑ ði¬m Nh¤t thß½ng nhân	Thß½ng Nhân	2	4
1853	280	259	28	T« Nh¸ Gia	CÑ ði¬m Nh¸ thß½ng nhân	Thß½ng Nhân	2	4
1854	280	285	57	Ngøy Tam Gia	CÑ ði¬m Tam thß½ng nhân	Thß½ng Nhân	2	4
1855	280	286	249	Lßu TÑ Gia	CÑ ði¬m TÑ thß½ng nhân	Thß½ng Nhân	2	4
1856	280	265	291	Chu Ngû Gia	CÑ ði¬m Ngû thß½ng nhân	Thß½ng Nhân	2	4
1857	280	57	290	Vß½ng Løc Gia	CÑ ði¬m Løc thß½ng nhân	Thß½ng Nhân	2	4
1858	280	34	254	Ngô Th¤t Gia	CÑ ði¬m Th¤t thß½ng nhân	Thß½ng Nhân	2	4
1859	280	26	60	Trß½ng Bát Gia	CÑ ði¬m Bát thß½ng nhân	Thß½ng Nhân	2	4
