INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1010180	672	44	0	1	0	0	162	274	Vô gian ðÕo	#{MIS_TAR_ADD_082}	#{Mis_S_Meiling_1010180}	1	#{RW_20080317_02}	#{RW_20080317_54}	33	Thái Dß½ng Hoa	33	Cam Thäo	33	Cam Thäo	0		65	-1	-1	-1	41000	0	12400	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10410072	1	10404066	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010181	675	44	0	1	0	0	192	70	Làm khó	#{MIS_TAR_ADD_083}	#{Mis_S_Meiling_1010181}	1	#{RW_20080317_02}	#{RW_20080317_55}	33	Kinh Cúc	33	Nguy®t Lý	33	Nguy®t Lý	0		67	-1	-1	-1	31300	0	19000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010182	676	44	0	1	0	0	170	73	Tuy®t thª häo nam nhi	#{MIS_TAR_ADD_084}	#{Mis_S_Meiling_1010182}	1	#{RW_20080317_02}	#{RW_20080317_56}	33	Ðông Thích	33	Th¦m VÕn Tam	33	Th¦m VÕn Tam	0		70	-1	-1	-1	32400	0	18000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010183	679	44	0	1	0	0	49	51	D×ng xe Phong Lâm ðêm	#{MIS_TAR_ADD_085}	#{Mis_S_Meiling_1010183}	1	#{RW_20080317_02}	#{RW_20080317_57}	33	Th¦m VÕn Tam	27	Sách Mçu LÕp	27	Sách Mçu LÕp	0		70	-1	-1	-1	35300	0	25200	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010190	681	45	0	1	0	0	111	60	Nhân v§t k¸ch tình	#{MIS_TAR_ADD_087}	#{Mis_S_Nanhai_1010190}	0		#{RW_20080317_58}	34	Di®p Lßu Phàm	34	Ðinh Liên Y	34	Ðinh Liên Y	0		80	-1	-1	-1	18000	0	16000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010191	683	45	0	1	0	0	206	237	TÑ Thiêm Danh	#{MIS_TAR_ADD_088}	#{Mis_S_Nanhai_1010191}	0		#{RW_20080317_59}	34	Di®p Lßu Phàm	34	NhÕc Tr÷ng Thu	34	NhÕc Tr÷ng Thu	0		80	682	-1	-1	23000	0	40000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010192	685	45	0	1	0	0	111	60	Phòng tr¯ng	#{MIS_TAR_ADD_089}	#{Mis_S_Nanhai_1010192}	1	#{RW_20080317_87}	#{RW_20080317_60}	34	Ðinh Liên Y	34	Di®p Lßu Phàm	34	Di®p Lßu Phàm	0		82	-1	-1	-1	20000	0	22000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002073	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010194	689	45	0	1	0	0	128	50	Khách thuê phòng che m£t	#{MIS_TAR_ADD_090}	#{Mis_S_Nanhai_1010194}	1	#{RW_20080317_02}	#{RW_20080317_61}	34	Di®p Lßu Phàm	28	BÕch Cänh Võ	28	BÕch Cänh Võ	0		82	688	-1	-1	38000	0	40000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010195	687	45	0	1	0	0	260	186	Bí m§t v« Lôi Th¥n Ki«u	#{MIS_TAR_ADD_091}	#{MIS_TAR_ADD_107}	0		#{RW_20080317_62}	34	Di®p Lßu Phàm	34	ThÕch Cäm Ðß½ng	34	ThÕch Cäm Ðß½ng	0		82	686	-1	-1	36000	0	25000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002074	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010200	693	46	0	1	0	0	246	151	Thß M§t	#{MIS_TAR_ADD_093}	#{Mis_S_Qiongzhou_1010200}	0		#{RW_20080317_63}	35	Nguyên TØ Khâm	35	Lång ºc T×	35	Lång ºc T×	0		92	692	-1	-1	25000	0	25000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002077	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1030201	6	-1	-1
1010201	695	46	0	1	0	0	256	242	Giäi sñ nghi ng¶	#{MIS_TAR_ADD_094}	#{Mis_S_Qiongzhou_1010201}	0		#{RW_20080317_64}	35	Lång ºc T×	35	NhÕc Lão Tam	35	NhÕc Lão Tam	0		92	694	-1	-1	32000	0	32000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10412077	1	10422118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010202	699	46	0	1	0	0	92	266	Ð¯ng ð¤t sÕch cu¯i cùng	#{MIS_TAR_ADD_095}	#{Mis_S_Qiongzhou_1010202}	1	#{RW_20080317_88}	#{RW_20080317_65}	35	Lång ºc T×	29	A Hµi Nam	29	A Hµi Nam	0		94	698	-1	-1	50000	0	48000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002082	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010210	573	34	0	1	0	0	190	48	Món quà t£ng ðau lòng	#{MIS_TAR_ADD_097}	#{Mis_S_Huanglong_1010210}	1	#{RW_20080317_02}	#{RW_20080317_66}	23	Phù T¸ch Nhan	23	Lßu NgÕo Thiên	23	Lßu NgÕo Thiên	0		98	-1	-1	-1	28000	0	30000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002084	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010211	574	34	0	1	0	0	45	276	Bäo v® thánh v§t	#{MIS_TAR_ADD_098}	#{Mis_S_Huanglong_1010211}	1	#{RW_20080317_02}	#{RW_20080317_67}	23	Lßu NgÕo Thiên	23	Mµ Dung Thiên Lang	23	Mµ Dung Thiên Lang	0		98	-1	-1	-1	35000	0	48000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10410081	1	10413082	1	10421077	1	10411087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010212	577	34	0	1	0	0	166	204	Chân tß¾ng	#{MIS_TAR_ADD_099}	#{Mis_S_Huanglong_1010212}	1	#{RW_20080317_02}	#{RW_20080317_68}	23	Mµ Dung Thiên Lang	23	Phù T¸ch Nhan	23	Phù T¸ch Nhan	0		98	575	576	-1	53300	0	65000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002104	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1030211	6	-1	-1
1010213	579	34	0	1	0	0	163	191	Luân h°i tình cäm	#{MIS_TAR_ADD_100}	#{Mis_S_Huanglong_1010213}	1	#{RW_20080317_02}	#{RW_20080317_69}	23	Vû Vån Tô	23	Thác BÕt Vån	23	Thác BÕt Vån	0		99	578	-1	-1	52100	0	52100	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10402073	1	10401071	1	10405069	1	10406990	1	0	0	0	0	0	0	0	0	1	40002084	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010220	801	20	0	1	0	0	252	144	Phái Thiªu Lâm Ðích vi®n trþ	#{MIS_TAR_ADD_108}	#{shimen_songxin_000}	1	#{RW_20080317_02}	#{shimen_songxinC_000}	0	Tu® Phß½ng	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	0	-1	0	800	12000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010221	802	21	0	1	0	0	252	144	Cái Bang Ðích vi®n trþ	#{MIS_TAR_ADD_109}	#{shimen_songxin_001}	1	#{RW_20080317_02}	#{shimen_songxinC_001}	0	H°ng Thông	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	2	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010222	803	22	0	1	0	0	252	144	Minh Giáo Ðích vi®n trþ	#{MIS_TAR_ADD_110}	#{shimen_songxin_002}	1	#{RW_20080317_02}	#{shimen_songxinC_002}	0	Lâm Nham	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	1	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010223	804	23	0	1	0	0	252	144	Phái Võ Ðang Ðích vi®n trþ	#{MIS_TAR_ADD_111}	#{shimen_songxin_003}	1	#{RW_20080317_02}	#{shimen_songxinC_003}	0	Trß½ng Trung Hành	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	3	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010224	805	24	0	1	0	0	252	144	Thiên Long Phái Ðích vi®n trþ	#{MIS_TAR_ADD_112}	#{shimen_songxin_004}	1	#{RW_20080317_02}	#{shimen_songxinC_004}	0	Bän Phàm	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	6	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010225	806	25	0	1	0	0	252	144	Tiêu Dao Phái Ðích vi®n trþ	#{MIS_TAR_ADD_113}	#{shimen_songxin_005}	1	#{RW_20080317_02}	#{shimen_songxinC_005}	0	T¥n Quán	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	8	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010226	807	26	0	1	0	0	252	144	Phái Nga Mi Ðích vi®n trþ	#{MIS_TAR_ADD_114}	#{shimen_songxin_006}	1	#{RW_20080317_02}	#{shimen_songxinC_006}	0	Mãnh Long	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	4	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010227	808	27	0	1	0	0	252	144	Tinh Tú Phái Ðích vi®n trþ	#{MIS_TAR_ADD_115}	#{shimen_songxin_007}	1	#{RW_20080317_02}	#{shimen_songxinC_007}	0	Vß½ng NgÕn	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	5	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010228	809	28	0	1	0	0	252	144	Phái Thiên S½n Ðích vi®n trþ	#{MIS_TAR_ADD_116}	#{shimen_songxin_008}	1	#{RW_20080317_02}	#{shimen_songxinC_008}	0	Phù Mçn Nghi	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		10	800	7	-1	0	800	12000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000020	4	-1	-1
1010229	811	19	0	1	0	0	55	63	Bay qua Thi®t Li­u Hi®p	#{MIS_TAR_ADD_117}	#{shimen_songxin_011}	1	#{RW_20080317_02}	#{shimen_songxinC_011}	8	Tào Diên Th÷	8	Tào Diên Hu®	8	Tào Diên Hu®	0		10	810	-1	-1	0	900	13500	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1010231	905	14	0	1	0	0	209	79	Tiªp ðãi	#{MIS_TAR_ADD_119}	#{new_10_30Mis_001}	1	#{RW_20080317_89}	#{RW_20080317_70}	3	Sài Tiªn	3	Tiêu Nhßþng	3	Tiêu Nhßþng	0		15	-1	-1	-1	0	156	1800	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010232	908	14	0	1	0	0	209	79	H÷c Häi Vô Nhai	#{MIS_TAR_ADD_120}	#{new_10_30Mis_004}	1	#{RW_20080317_02}	#{RW_20080317_71}	3	Sách Lâm	3	Tiêu Nhßþng	3	Tiêu Nhßþng	0		15	-1	-1	-1	0	196	2700	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002160	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010233	909	14	0	1	0	0	164	262	Tây Vñc Ðích y thu§t	#{MIS_TAR_ADD_121}	#{new_10_30Mis_005}	1	#{RW_20080317_02}	#{RW_20080317_72}	3	Løc Tùng	30	Tô Phi	30	Tô Phi	0		18	-1	-1	-1	0	290	10800	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002161	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010234	911	41	0	1	0	0	187	256	Häo Huynh Ð®	#{MIS_TAR_ADD_122}	#{new_10_30Mis_007}	1	#{RW_20080317_02}	#{RW_20080317_73}	30	Vß½ng Tri«u	30	Mã Hán	30	Mã Hán	0		20	-1	-1	-1	0	2300	8850	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002162	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010235	912	41	0	1	0	0	57	73	Tô Phi Ðích liêm ðao	#{MIS_TAR_ADD_123}	#{new_10_30Mis_008}	1	#{RW_20080317_02}	#{RW_20080317_74}	30	Tô Phi	24	Ðao Lß½ng Hiên	24	Ðao Lß½ng Hiên	0		25	648	-1	-1	0	2500	13200	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002163	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010236	913	19	0	1	0	0	150	45	Ngh¸ lñc Ðích Thí Luy®n	#{MIS_TAR_ADD_124}	#{new_10_30Mis_009}	0		#{RW_20080317_75}	8	Dß½ng Vån Quäng	8	Chu ÐÑc Hßng	8	Chu ÐÑc Hßng	0		15	-1	-1	-1	0	1000	2250	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010237	6	-1	-1
1010237	914	19	0	1	0	0	236	230	Kiên nhçn Ðích Thí Luy®n	#{MIS_TAR_ADD_125}	#{new_10_30Mis_010}	0		#{RW_20080317_76}	8	Chu ÐÑc Hßng	123	H° ÐÑc Häi	123	H° ÐÑc Häi	0		15	913	-1	-1	0	1000	2250	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010238	6	-1	-1
1010238	915	54	0	1	0	0	175	100	Trí tu® Ðích Thí Luy®n	#{MIS_TAR_ADD_126}	#{new_10_30Mis_011}	0		#{RW_20080317_77}	123	H° ÐÑc Häi	123	Tôn ÐÑc Long	123	Tôn ÐÑc Long	0		15	914	-1	-1	0	1500	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10420001	1	10420002	1	10420003	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000223	6	-1	-1
1010239	917	54	0	1	0	0	252	144	Tín døng Ðích Thí Luy®n	#{MIS_TAR_ADD_127}	#{new_10_30Mis_013}	1	#{RW_20080317_90}	#{new_10_30Mis_014}	123	Tôn ÐÑc Long	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		15	916	-1	-1	0	2000	4500	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10403001	1	10401001	1	10404001	1	10406600	1	0	0	0	0	0	0	0	0	1	40002164	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1
1010240	918	26	0	1	0	0	217	255	Kim Châm Ðµ Kiªp-Tr÷ng Công Khinh Thü	#{MIS_TAR_ADD_129}	#{emei_skill_mis_01}	0		#{RW_20080317_78}	15	Hàn Ánh Tuyªt	2	Vß½ng Thi«u	2	Vß½ng Thi«u	0		20	800	4	-1	2000	0	1000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030220	4	4	-1
1010241	920	26	0	1	0	0	107	112	Kim Châm Ðµ Kiªp-Tam Nhân Ð°ng Hành	#{MIS_TAR_ADD_130}	#{emei_skill_mis_03}	1	#{RW_20080317_02}	#{RW_20080317_79}	2	Vß½ng Thi«u	1	Bàng An Th¶i	1	Bàng An Th¶i	0		20	919	-1	-1	2000	0	1000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002166	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1000230	4	4	-1
1010242	922	26	0	1	0	0	217	255	Kim Châm Ðµ Kiªp-Nh¤t ÐÕi KÏ Tài	#{MIS_TAR_ADD_131}	#{emei_skill_mis_05}	0		#{RW_20080317_80}	1	Bàng An Th¶i	2	Vß½ng Thi«u	2	Vß½ng Thi«u	0		20	921	-1	-1	2000	0	1000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	-1
1010243	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	81	1	39;40;41;42;43	20	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010244	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	82	1	39;40;41;42;43	30	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010245	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	83	1	39;40;41;42;43	40	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010246	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	84	1	39;40;41;42;43	50	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010247	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	85	1	39;40;41;42;43	60	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010248	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	86	1	39;40;41;42;43	70	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010249	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	87	1	39;40;41;42;43	80	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010250	101	10	0	1	0	1	106	133	Nhi®m vø Mµc Uy¬n Thanh	    #{MI_DEL9525_1}%n#{MI_DEL9525_2}	    #{MI_DEL9525_3}%n#{MI_DEL9525_4}	1	#{RW_20080317_82}	#{RW_20080317_83}	0		2	Mµc Uy¬n Thanh	0	88	1	39;40;41;42;43	90	-1	-1	-1	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1010251	946	28	0	1	0	0	262	46	Li­u Ám Hoa Minh-Tam Nhân T¸nh Hành	#{MIS_TAR_ADD_133}	#{mission_tianshan_skill_002}	0		#{RW_20080317_95}	2	Vß½ng Thi«u	18	Chüng Thª Hoành	18	Chüng Thª Hoành	0		30	945	-1	-1	4000	0	2000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	-1
1010252	948	28	0	1	0	0	217	255	Li­u Ám Hoa Minh-Tam Sinh Hæu HÕnh	#{MIS_TAR_ADD_134}	#{mission_tianshan_skill_003}	0		#{RW_20080317_96}	18	Chüng Thª Hoành	2	Vß½ng Thi«u	2	Vß½ng Thi«u	0		30	947	-1	-1	4000	0	2000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	-1
1010320	900	19	0	1	0	0	253	177	Thiªu lñc	#{MIS_TAR_ADD_102}	#{MISS_ADD_001}	1	#{RW_20080317_97}	#{RW_20080317_102}	8	Dß½ng Vån Quäng	8	H°i C¯t Vß½ng Næ	8	H°i C¯t Vß½ng Næ	0		10	-1	-1	-1	0	82	2400	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40002158	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1010321	901	19	0	1	0	0	252	144	Mai mµt	#{MIS_TAR_ADD_103}	#{MISS_ADD_002}	1	#{RW_20080317_98}	#{RW_20080317_103}	8	Tào Diên Hu®	8	Dß½ng Vån Quäng	8	Dß½ng Vån Quäng	0		18	518	-1	-1	0	131	3200	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
