INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
92	鲜花幼苗3级	1	100	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2442	1	0	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	0	-1
93	成熟的鲜花	1	100	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2443	1	0	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	1	3000	0	-1
94	阿勇	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2454	1	1	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	4	1	0	0	0	-1
95	安以轩	1	88	1435	0	10	3	-1	8	20	1	0.1	1	0	2575	1151	2575	1151	19323	2787	0	0	1786	170	8	8	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2547	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_22	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	0	10	0	0	2	1	0	0	0	-1
96	2010世界杯皇榜	1	50	648	0	10	3	-1	8	20	1	0.1	1	0	1469	657	1469	657	8480	1590	0	0	714	97	5	5	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2566	1	0	-1	100	100	set:CommonNPCHeader18 image:CommonNPCHeader18_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	0	-1
101	宋朝左相	1	48	561	0	10	3	-1	8	20	1	0.1	1	0	1343	631	1343	631	7329	1527	0	0	588	93	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	7	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
102	宋朝右相	1	46	540	0	10	3	-1	8	20	1	0.1	1	0	1288	605	1288	605	7027	1464	0	0	563	89	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	201	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
103	宋朝枢密	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	202	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
104	宋朝太守	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	203	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_3	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
105	宋朝尚书	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	211	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
106	宋朝学士	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	212	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
107	宋朝御史	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	52	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
108	宋朝侍郎	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	93	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
109	宋朝文书	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	32	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
110	宋朝小吏	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	336	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
111	宋朝小将	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	67	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
112	宋朝小将	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	240	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
113	宋朝小将	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	241	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
114	宋朝小将	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	242	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
115	宋朝儒帅	1	42	496	0	10	3	-1	8	20	1	0.1	1	0	1177	553	1177	553	6422	1338	0	0	515	81	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	179	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_20	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
116	宋朝儒将	1	40	475	0	10	3	-1	8	20	1	0.1	1	0	1122	527	1122	527	6120	1275	0	0	491	78	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	298	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
117	汴京校尉	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	204	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
118	长安校尉	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	205	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
119	洛阳校尉	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	206	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
120	苏州校尉	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	207	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
121	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
122	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
123	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
124	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
125	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
126	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
127	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
128	宋兵	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	418	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
129	捕头	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	114	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
130	捕快	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	208	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0	-1
131	富裕书生	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
132	富裕书生	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	255	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
133	富裕书生	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	256	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
134	普通书生	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	44	1	1	-1	100	100	set:CommonNPCHeader2 image:CommonNPCHeader2_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
135	普通书生	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	292	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
136	普通书生	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	293	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
137	老年员外	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	35	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
138	老年员外	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	284	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
139	老年员外	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	285	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
140	中年员外	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	90	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
141	中年员外	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	90	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
142	贵族老妇	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	26	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	5	10	0	0	2	1	0	0	0	-1
143	普通老妇	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	102	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
144	中年贵妇	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	96	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
145	中年贵妇	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	308	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
146	中年贵妇	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	309	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
147	大老板	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	79	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
148	大老板	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	286	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
149	大商人	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	415	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
150	大商人	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	79	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
151	小商贩	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	262	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
152	小商贩	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	263	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_20	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
153	小商贩	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	264	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
154	商会职员	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	107	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
156	小贩	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	300	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
157	小贩	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	301	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
158	小贩	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	302	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
159	普通女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
160	普通女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	432	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
161	普通女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	297	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
162	贵族女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	115	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
163	贵族女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	294	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
164	贵族女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	295	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
165	贵族女青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	296	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
166	农夫	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	88	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
167	农夫	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	88	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
168	文学青年	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	75	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0	-1
