INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
71	C¥m S¡t Chi Häo	C¥m S¡t Chi Häo	0	1	0	0	0	Yanhuo_ðêm th¤t t¸ch Tam	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
72	Løc Ba Hß½ng Lµ	Løc Ba Hß½ng Lµ	3	0	0	1	1		-1	Boss_m¶ äo Phong Ô Lão ÐÕi 03_zdo	-1		0	0	0	0	0	4000	3000	0	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	19805	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	Ti¬u Phiêu Mi¬u Phong
73	Hàn Bång	Hàn Bång	0	0	0	2	15	Boss_Lý Thu Thüy 19	-1	Boss_Lý Thu Thüy 20	-1		0	0	0	0	0	30000	2000	200	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	19898	Hi®u quä 2	10379	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
74	Chào M×ng Các\u0020hÕ	Chào M×ng Các\u0020hÕ	0	1	0	0	0	Yanhuo_Olympic pháo hoa 01	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
75	C¯ Lên	C¯ Lên	0	1	0	0	0	Yanhuo_Olympic pháo hoa 03	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
76	May M¡n	May M¡n	0	1	0	0	0	Yanhuo_Olympic pháo hoa 02	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
77	Kh¤u Hi®u Olympic	Kh¤u Hi®u Olympic	0	1	0	0	0	Yanhuo_Olympic pháo hoa 04	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
78	Tâm Tâm tß½ng Ñng	Tâm Tâm tß½ng Ñng	0	1	0	0	0	Yanhuo_tình nhân Tiªt pháo hoa	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
79	Vû Hoa Chi L®	Vû Hoa Chi L®	0	1	0	0	0	Yanhuo_tình nhân Tiªt_Bång	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
80	Ðón Xuân	Ðón Xuân	0	1	0	0	0	Yanhuo_Xuân Tiªt Khoái LÕc	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
81	Cung Chúc Tân Xuân	Cung Chúc Tân Xuân	0	1	0	0	0	Yanhuo_tªt âm l¸ch pháo hoa_Ðång Lung	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
82	Chúc Tªt Nào	Chúc Tªt Nào	0	1	0	0	0	Yanhuo_Quá Niên Häo	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
83	M×ng Tªt Nguyên Ðán	M×ng Tªt Nguyên Ðán	0	1	0	0	0	Yanhuo_Hoan Ðµ Nguyên Ðán	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
84	M×ng Tªt Nguyên Tiêu	M×ng Tªt Nguyên Tiêu	0	1	0	0	0	Yanhuo_Hoan Ðµ Nguyên Tiêu	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
85	Chúc M×ng Sinh Nh§t	Chúc M×ng Sinh Nh§t	0	1	0	0	0	Yanhuo_sinh nh§t pháo hoa 1	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
86	Sinh Nh§t Khoái LÕc 2	Sinh Nh§t Khoái LÕc 2	0	1	0	0	0	Yanhuo_Sinh Nh§t Khoái LÕc 2_0	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
87	Sinh Nh§t Khoái LÕc 3	Sinh Nh§t Khoái LÕc 3	0	1	0	0	0	Yanhuo_Sinh Nh§t Khoái LÕc 3_0	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
88	Thánh Ðän Khoái LÕc 2	Thánh Ðän Khoái LÕc 2	0	1	0	0	0	Yanhuo_Thánh Ðän Yên Hoa	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
89	Nguyên ðán pháo hoa	Nguyên ðán pháo hoa	0	1	0	0	0	Yanhuo_nguyên ðán pháo hoa_happy	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
90	Tiªt nguyên tiêu Khoái LÕc	Tiªt nguyên tiêu Khoái LÕc	0	1	0	0	0	Yanhuo_tiªt nguyên tiêu	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
91	Ngày sinh Kh±ng TØ m÷i ngß¶i LÕc	Ngày sinh Kh±ng TØ m÷i ngß¶i LÕc	0	1	0	0	0	Yanhuo_L­ Giáng Sinh	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
92	Bang hµi tuyên chiªn pháo hoa	Bang hµi tuyên chiªn pháo hoa	0	1	0	0	0	Yanhua_Toàn Bính pháo hoa	-1		-1		0	0	0	0	0	40000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
93	Lao Ðµng T¯i Quang Vinh	Lao Ðµng T¯i Quang Vinh	0	1	0	0	0	YanhuoPh± Thiên Ð°ng Khánh hoÕt ðµng	-1		-1		0	0	0	0	0	40000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
94	Ðêm th¤t t¸ch 1	Ðêm th¤t t¸ch 1	0	1	0	0	0	Yanhuo_090806_ðêm th¤t t¸ch TÑ	-1		-1		0	0	0	0	0	40000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
95	Ðêm th¤t t¸ch 2	Ðêm th¤t t¸ch 2	0	1	0	0	0	Yanhuo_090806_ðêm th¤t t¸ch Ngû	-1		-1		0	0	0	0	0	40000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
96	Ðêm th¤t t¸ch 3	Ðêm th¤t t¸ch 3	0	1	0	0	0	Yanhuo_090806_ðêm th¤t t¸ch Løc	-1		-1		0	0	0	0	0	40000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
97	H°ng Hùng Vß½ng phân thân	H°ng Hùng Vß½ng phân thân	0	1	0	0	0	Hd_H°ng Hùng Vß½ng Boss phân thân	-1		-1		0	0	0	0	0	4000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
98	Hoan Ðµ Qu¯c Khánh	Hoan Ðµ Qu¯c Khánh	0	1	0	0	0	Yanhuo_60Qu¯c Khánh 01	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
99	Qu¯c Khánh dâng t£ng l­ v§t	Qu¯c Khánh dâng t£ng l­ v§t	0	1	0	0	0	Yanhuo_60Qu¯c Khánh 02	-1		-1		0	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
100	Mµc Nhân ‘i LuÛ n± mÕnh	Mµc Nhân ‘i LuÛ n± mÕnh	2	0	0	1	1	cw_shixue	-1	g01_zdo_eguangmanying	897	g01_zdo_eguangmanying	897	0	0	0	0	100	100	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
101	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	10	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2452	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
102	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	20	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2453	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
103	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	30	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2454	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
104	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	40	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2455	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
105	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	50	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2456	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
106	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	60	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2457	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
107	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	70	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2458	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
108	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	80	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2459	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
109	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	90	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2460	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
110	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	100	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2461	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
111	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	110	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
112	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	120	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2463	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
113	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	130	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17171	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
114	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	140	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17172	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
115	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	150	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17173	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
116	Ðào Hoa Tr§n	Ðào Hoa Tr§n	1	0	160	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17174	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
117	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22070	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
118	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22071	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
119	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22072	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
120	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22073	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
121	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22074	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
122	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22075	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
123	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22076	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
124	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22077	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
125	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22078	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
126	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22079	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
127	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22080	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
128	Thiên Canh Tr§n	Thiên Canh Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Nhân	-1	Boss Hoa Dung b¦y r§p-bùng n± màu tím	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22081	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
129	Ð¸a Sát Tr§n	Ð¸a Sát Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-Ð¸a	-1	Boss Hoa Dung b¦y r§p-bùng n± màu vàng	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22082	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
130	Nhân Vong Tr§n	Nhân Vong Tr§n	0	0	0	2	15	Boss Hoa Dung b¦y r§p-sai l¥m	-1	Boss Hoa Dung b¦y r§p-bùng n± màu ðö	-1		0	0	0	0	0	30000	2000	2	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22083	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
131	Cß¶ng Hóa Tr§n	Cß¶ng Hóa Tr§n	0	0	0	2	1	Boss Hoa Dung b¦y r§p-Thiên	-1	Boss Hoa Dung b¦y r§p-bùng n± màu xanh biªc	-1		0	0	0	0	0	10000	500	2	15	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	22084	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
132	Công Tôn Th¡ng sß½ng khói	Công Tôn Th¡ng sß½ng khói	0	1	0	0	0	Boss_Ngô Døng_phóng thích sß½ng khói	-1		-1		0	0	0	0	0	2000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
133	Công Tôn Th¡ng sß½ng khói	Công Tôn Th¡ng sß½ng khói	0	1	0	0	0	Boss_Ngô Døng_phóng thích sß½ng khói	-1		-1		0	0	0	0	0	5000	500	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
