INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT
39	30110039	Vong Vô Ðiêu Vån C¤p 9	9	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	20310166	20310167	20310168	3570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11009	Cß¶ng hóa thÑ nh¤t bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, phø gia thß½ng t±n 270Ði¬m	Vong Vô	1
40	30110040	Vong Vô Ðiêu Vån C¤p 10	10	set:TattooShow image:TattooShow_8	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20310166	20310167	20310168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11010	Cß¶ng hóa thÑ nh¤t bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, phø gia thß½ng t±n 360Ði¬m	Vong Vô	1
41	30110041	Minh Tß·ng Ðiêu Vån C¤p 1	1	set:TattooShow image:TattooShow_5	2	30120005	-1	-1	20310173	20310172	20310169	10	-1	-1	-1	-1	-1	-1	-1	-1	42	20310166	20310167	20310168	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11011	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 10%	Minh tß·ng	1
42	30110042	Minh Tß·ng Ðiêu Vån C¤p 2	2	set:TattooShow image:TattooShow_5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	20310166	20310167	20310168	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11012	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 20%	Minh tß·ng	1
43	30110043	Minh Tß·ng Ðiêu Vån C¤p 3	3	set:TattooShow image:TattooShow_5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	20310166	20310167	20310168	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11013	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 40%	Minh tß·ng	1
44	30110044	Minh Tß·ng Ðiêu Vån C¤p 4	4	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	20310166	20310167	20310168	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11014	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 70%	Minh tß·ng	1
45	30110045	Minh Tß·ng Ðiêu Vån C¤p 5	5	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	20310166	20310167	20310168	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11015	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 100%	Minh tß·ng	1
46	30110046	Minh Tß·ng Ðiêu Vån C¤p 6	6	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	20310166	20310167	20310168	284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11016	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 110%	Minh tß·ng	1
47	30110047	Minh Tß·ng Ðiêu Vån C¤p 7	7	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	20310166	20310167	20310168	811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11017	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 120%	Minh tß·ng	1
48	30110048	Minh Tß·ng Ðiêu Vån C¤p 8	8	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	20310166	20310167	20310168	2088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11018	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 130%	Minh tß·ng	1
49	30110049	Minh Tß·ng Ðiêu Vån C¤p 9	9	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	20310166	20310167	20310168	3570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11019	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 140%	Minh tß·ng	1
50	30110050	Minh Tß·ng Ðiêu Vån C¤p 10	10	set:TattooShow image:TattooShow_8	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20310166	20310167	20310168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11020	Cß¶ng hóa ð® nh¸ bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 150%	Minh tß·ng	1
51	30110051	Ngñ Kình Ðiêu Vån C¤p 1	1	set:TattooShow image:TattooShow_5	2	30120006	-1	-1	20310173	20310172	20310169	10	-1	-1	-1	-1	-1	-1	-1	-1	52	20310166	20310167	20310168	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11031	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 10%	Ngñ Kình	1
52	30110052	Ngñ Kình Ðiêu Vån C¤p 2	2	set:TattooShow image:TattooShow_5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	20310166	20310167	20310168	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11032	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 20%	Ngñ Kình	1
53	30110053	Ngñ Kình Ðiêu Vån C¤p 3	3	set:TattooShow image:TattooShow_5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	20310166	20310167	20310168	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11033	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 40%	Ngñ Kình	1
54	30110054	Ngñ Kình Ðiêu Vån C¤p 4	4	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	20310166	20310167	20310168	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11034	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 70%	Ngñ Kình	1
55	30110055	Ngñ Kình Ðiêu Vån C¤p 5	5	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	20310166	20310167	20310168	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11035	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 100%	Ngñ Kình	1
56	30110056	Ngñ Kình Ðiêu Vån C¤p 6	6	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	20310166	20310167	20310168	284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11036	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 110%	Ngñ Kình	1
57	30110057	Ngñ Kình Ðiêu Vån C¤p 7	7	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58	20310166	20310167	20310168	811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11037	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 120%	Ngñ Kình	1
58	30110058	Ngñ Kình Ðiêu Vån C¤p 8	8	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	20310166	20310167	20310168	2088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11038	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 130%	Ngñ Kình	1
59	30110059	Ngñ Kình Ðiêu Vån C¤p 9	9	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	20310166	20310167	20310168	3570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11039	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 140%	Ngñ Kình	1
60	30110060	Ngñ Kình Ðiêu Vån C¤p 10	10	set:TattooShow image:TattooShow_8	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20310166	20310167	20310168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11040	Cß¶ng hóa thÑ nåm bän tâm Pháp ngß¶i thÑ hai kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 150%	Ngñ Kình	1
61	30110061	BÕo Nµ Ðiêu Vån C¤p 1	1	set:TattooShow image:TattooShow_5	2	30120007	-1	-1	20310173	20310172	20310169	10	-1	-1	-1	-1	-1	-1	-1	-1	62	20310166	20310167	20310168	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11051	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 10%	N±i gi§n	1
62	30110062	BÕo Nµ Ðiêu Vån C¤p 2	2	set:TattooShow image:TattooShow_5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	20310166	20310167	20310168	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11052	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 20%	N±i gi§n	1
63	30110063	BÕo Nµ Ðiêu Vån C¤p 3	3	set:TattooShow image:TattooShow_5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	20310166	20310167	20310168	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11053	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 40%	N±i gi§n	1
64	30110064	BÕo Nµ Ðiêu Vån C¤p 4	4	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	20310166	20310167	20310168	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11054	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 70%	N±i gi§n	1
65	30110065	BÕo Nµ Ðiêu Vån C¤p 5	5	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	20310166	20310167	20310168	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11055	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 100%	N±i gi§n	1
66	30110066	BÕo Nµ Ðiêu Vån C¤p 6	6	set:TattooShow image:TattooShow_6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	20310166	20310167	20310168	284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11056	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 110%	N±i gi§n	1
67	30110067	BÕo Nµ Ðiêu Vån C¤p 7	7	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	20310166	20310167	20310168	811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11057	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 120%	N±i gi§n	1
68	30110068	BÕo Nµ Ðiêu Vån C¤p 8	8	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	20310166	20310167	20310168	2088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11058	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 130%	N±i gi§n	1
69	30110069	BÕo Nµ Ðiêu Vån C¤p 9	9	set:TattooShow image:TattooShow_7	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	20310166	20310167	20310168	3570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11059	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 140%	N±i gi§n	1
70	30110070	BÕo Nµ Ðiêu Vån C¤p 10	10	set:TattooShow image:TattooShow_8	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20310166	20310167	20310168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11060	Cß¶ng hóa thÑ sáu bän tâm Pháp ngß¶i thÑ nh¤t kÛ nång, kÛ nång Ðích thß½ng t±n hi®u quä tång lên 150%	N±i gi§n	1
71	30110071	Trang SÑc Cß¶ng Lñc Ðiêu Vån C¤p 1	1	set:TattooShow image:TattooShow_1	3	30120008	-1	-1	20310173	20310172	20310169	20	-1	-1	20502009	20	-1	-1	-1	-1	72	20310166	20310167	20310168	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Th¬ lñc	1
72	30110072	Trang SÑc Cß¶ng Lñc Ðiêu Vån C¤p 2	2	set:TattooShow image:TattooShow_1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73	20310166	20310167	20310168	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Th¬ lñc	1
