INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
320	12	Ðµ Tình C¥m Tiên	MÕn Ðà bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	MÕn Ðà nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
321	12	MÕn Ðà hi®p næ	MÕn Ðà S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	MÕn Ðà næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
322	12	Linh V§n C¥m Sß	MÕn Ðà Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	MÕn Ðà næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
323	12	Thanh Chiªu C¥m Tôn	MÕn Ðà cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	MÕn Ðà næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
324	12	Quan Tình C¥m Tiên	MÕn Ðà bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	MÕn Ðà næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
325	12	Ác nhân hi®p sî	Ác Nhân C¯c S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
326	12	Tham V÷ng Hung Ð°	Ác Nhân C¯c Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
327	12	Th¸ Ð¦u ºa Sát	Ác Nhân C¯c cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
328	12	Doanh Tµi Tu La	Ác Nhân C¯c bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
329	12	Ác nhân hi®p næ	Ác Nhân C¯c S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
330	12	Si Sân mÛ nhân	Ác Nhân C¯c Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
331	12	Khát Huyªt Yêu C½	Ác Nhân C¯c cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
332	12	Quán ºa La Sát	Ác Nhân C¯c bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Ác Nhân C¯c næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
333	30	Tuy®t Tr¥n giang h°·Ác Nhân C¯c	Hoa S½n lu§n kiªm, Ác Nhân C¯c Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0
