INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
618	长春谷·不老殿	320	320	changchungu_bulaodian.Scene	changchungu_bulaodian.path	changchungu_bulaodian.wCollision	changchungu_bulaodian.jpg	2155	60000	changchungu_bulaodian	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	不老长春谷#r野外场景#r怪物等级85#r怪物种类：#r木甲豹、盗宝人、灵猊。	0.15;0.1
619	雪山祭坛	128	128	xueshanjindi_FB.Scene	xueshanjindi_FB.path	xueshanjindi_FB.wCollision	xueshanjindi_FB.jpg	2157	60000	xueshanjindi_FB	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	雪山禁地	0.15;0.1
620	霜叶谷	128	128	shuangyegu.Scene	shuangyegu.path	shuangyegu.wCollision	shuangyegu.jpg	2158	60000	shuangyegu	0	0	0	0	15000	10	Sign10	BaseInterface	Space	BaseInterface	Space	霜叶谷	0.15;0.1
621	雪山禁地	128	128	xueshanjindi.Scene	xueshanjindi.path	xueshanjindi.wCollision	xueshanjindi.jpg	2157	60000	xueshanjindi	0	0	0	0	15000	10	Sign10	BaseInterface	Space	BaseInterface	Space	雪山禁地	0.15;0.1
622	幽篁里	128	128	youhuangli.Scene	youhuangli.path	youhuangli.wCollision	youhuangli.jpg	2159	60000	youhuangli	0	0	0	0	15000	10	Sign10	BaseInterface	Space	BaseInterface	Space	幽篁里	0.15;0.1
623	不老长春谷遗址	256	256	changchungu_hengya_YR.Scene	changchungu_hengya_YR.path	changchungu_hengya_YR.wCollision	changchungu_hengya_YR.jpg	2156	60000	changchungu_hengya_YR	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	不老长春谷遗址	0.15;0.1
624	帝陵	256	256	qinhuanggong_4PVP.Scene	qinhuanggong_4PVP.path	qinhuanggong_4PVP.wCollision	qinhuanggong_4PVP.jpg	148	60000	qinhuanggong_4PVP	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	秦皇地宫四层	0.15;0.1
625	江湖酒馆	256	256	DoubleGame_xiuxi.scene	DoubleGame_xiuxi.path	DoubleGame_xiuxi.wCollision	DoubleGame_Xiuxi2.jpg	117	60000	DoubleGame_Xiuxi2	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	总决赛休息室	0.15;0.1
626	万劫谷	192	192	shuangrenchengxing_suanshu.Scene	shuangrenchengxing_suanshu.path	shuangrenchengxing_suanshu.wCollision	shuangrenchengxing_suanshu.jpg	2117	60000	shuangrenchengxing_suanshu	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	双人玩法	0.15;0.1
627	曼陀花海	64	64	shuangrenchengxing_xunzhao.Scene	shuangrenchengxing_xunzhao.path	shuangrenchengxing_xunzhao.wCollision	shuangrenchengxing_xunzhao.jpg	2117	60000	shuangrenchengxing_xunzhao	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	双人玩法	0.15;0.1
628	无量山	64	64	shuangrenchengxing_duobi.Scene	shuangrenchengxing_duobi.path	shuangrenchengxing_duobi.wCollision	shuangrenchengxing_duobi.jpg	2117	60000	shuangrenchengxing_duobi	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	双人玩法	0.15;0.1
629	刀剑问情会场	192	192	Biwuzhaoqin.Scene	Biwuzhaoqin.path	Biwuzhaoqin.Wcollision	Biwuzhaoqin.jpg	2160	60000	Biwuzhaoqin	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	比武招亲	0.15;0.1
630	江湖酒馆	256	256	DoubleGame_xiuxi.scene	DoubleGame_xiuxi.path	DoubleGame_xiuxi.wCollision	DoubleGame_Xiuxi.jpg	117	60000	DoubleGame_Xiuxi	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	总决赛休息室	0.15;0.1
631	献武会场	96	96	doublepk.scene	doublepk.path	doublepk.wCollision	doublepk.jpg	141	60000	doublepk	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	双人休闲玩法	0.15;0.1
632	江湖酒馆	96	96	jiaoyou_xiuxi.scene	jiaoyou_xiuxi.path	jiaoyou_xiuxi.wCollision	jiaoyou_xiuxi.jpg	117	60000	jiaoyou_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	交友休息室	0.15;0.1
633	夜洛阳	128	128	jiaoyou.Scene	jiaoyou.path	jiaoyou.wCollision	jiaoyou.jpg	117	60000	jiaoyou	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	交友	0.15;0.1
634	三生岛	256	256	wedding_new_4_night.Scene	wedding_new_4_night.path	wedding_new_4_night.wCollision	wedding_new_4.jpg	2162	20000	wedding_new_4	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	结婚场景	0.15;0.1
635	单挑·苏州	320	320	suzhou_FB.scene	suzhou.path	suzhou_FB.wCollision	suzhou_FB.jpg	19	60000	suzhou_FB	0	0	0	0	15000	10	Sign7	MiniMap_Icon2	SuZhou_Normal	MiniMap_Icon2	SuZhou_Hover	城市-苏州	0.15;0.1
636	寻玉秘境	96	96	wuyixiang_fb.Scene	wuyixiang_fb.path	wuyixiang_fb.wCollision	wuyixiang_fb.jpg	2156	60000	wuyixiang_fb	0	0	0	0	15000	10	Sign10	BaseInterface	Space	BaseInterface	Space	不老长春谷#r野外场景#r怪物等级85#r怪物种类：#r木甲豹、盗宝人、灵猊。	0.15;0.1
637	贡院	64	64	gongyuan.Scene	yamen.path	yamen.wCollision	qiongzhou.jpg	145	60000	yamen	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	贡院	0.15;0.1
638	切磋武场	96	96	qiecuowuchang.scene	qiecuowuchang.path	qiecuowuchang.wCollision	qiecuowuchang.jpg	121	60000	qiecuowuchang	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	切磋武场	0.15;0.1
639	长生	256	256	qinhuanggong_4PVP.Scene	qinhuanggong_4PVP.path	qinhuanggong_4PVP.wCollision	qinhuanggong_4PVP3.jpg	148	60000	qinhuanggong_4PVP3	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	长生	0.15;0.1
640	雁关·无间梦境	256	256	xiriyanmen.Scene	xiriyanmen.path	xiriyanmen.wCollision	xiriyanmen.jpg	2164	60000	xiriyanmen	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	昔日雁门	0.15;0.1
641	高级刀剑问情	192	192	Biwuzhaoqinnight.Scene	Biwuzhaoqinnight.path	Biwuzhaoqinnight.Wcollision	Biwuzhaoqinnight.jpg	2160	60000	Biwuzhaoqinnight	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	比武招亲	0.15;0.1
642	迷离梦境	256	256	milimengjing_JQ.scene	milimengjing_JQ.path	milimengjing_JQ.wCollision	milimengjing_JQ.jpg	2165	60000	milimengjing_JQ	0	0	0	0	15000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	迷幻梦境	0.15;0.1
643	当年雁门	256	256	yanmenmengjing_JQ.Scene	yanmenmengjing_JQ.path	yanmenmengjing_JQ.wCollision	yanmenmengjing_JQ.jpg	2164	60000	yanmenmengjing_JQ	0	0	0	0	30000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	当年雁门	0.15;0.1
644	藏经阁	192	192	HJZBS_Xiuxi3.Scene	yanmenmengjing_xiuxi.path	HJZBS_Xiuxi3.wCollision	HJZBS_Xiuxi_Y.jpg	2117	60000	HJZBS_Xiuxi_Y	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	校场场景	0.15;0.1
645	剑会群雄赛场	192	192	HJZBS_GameArea2.scene	HJZBS_GameArea2.path	HJZBS_GameArea2.wCollision	HJZBS_GameArea_Yuxuan.jpg	120	60000	HJZBS_GameArea_Yuxuan	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	长留	0.15;0.1
649	往日梦境	256	256	milimengjing.scene	milimengjing.path	milimengjing.wCollision	milimengjing.jpg	2165	60000	milimengjing	0	0	0	0	15000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	迷离梦境	0.15;0.1
650	秦宫秘境一层	256	256	qinhuanggong_1.scene	qinhuanggong_1.path	qinhuanggong_1.wCollision	qinhuanggong_1HD2.jpg	146	60000	qinhuanggong_1HD2	0	0	0	0	15000	10	Sign1	MiniMap_Icon5	qinhuanggong_Normal	MiniMap_Icon5	qinhuanggong_Hover	秦皇地宫#r野外场景#r怪物等级：65-82#r怪物种类：#r盗墓贼、墓穴甲虫、地宫工匠、幽禁守卫、秦皇精兵俑、地宫幽灵、机关石人、幽灵祭祀、秦将护卫、秦将侍卫、机关守卫、秦皇之魄。	0.15;0.1
651	秦宫秘境二层	256	256	qinhuanggong_2.scene	qinhuanggong_2.path	qinhuanggong_2.wCollision	qinhuanggong_2HD2.jpg	147	60000	qinhuanggong_2HD2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	秦皇地宫二层	0.15;0.1
652	秦宫秘境三层	256	256	qinhuanggong_3.scene	qinhuanggong_3.path	qinhuanggong_3.wCollision	qinhuanggong_3HD2.jpg	2099	60000	qinhuanggong_3HD2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	秦皇地宫三层	0.15;0.1
655	沉月岛	256	256	fujingdao.Scene	fujingdao.path	fujingdao.wCollision	fujingdao.jpg	2166	60000	fujingdao	846	905	847	923	15000	10	Sign3	MiniMap_Icon5	shenyuedao_Normal	MiniMap_Icon5	shenyuedao_Hover	野外场景#r怪物等级95-105#r怪物种类：#r海月水母、渔民傀儡#r神工原材料分布（2、3、4级）：#r茭白、盈月笋、流华松露、芝兰、血茯苓、彼岸灵花、玄铁、锻月银、霄华鎏金、霜竹、贞云松、怀雅檀木。	0.15;0.1
656	地火岛	256	256	wujindao.Scene	wujindao.path	wujindao.wCollision	wujindao.jpg	2167	60000	wujindao	811	834	811	854	25000	10	Sign3	MiniMap_Icon5	dihuodao_Normal	MiniMap_Icon5	dihuodao_Hover	野外场景#r怪物等级95-105#r怪物种类：#r尸豺、战死游魂#r神工原材料分布（2、3、4级）：#r茭白、盈月笋、流华松露、芝兰、血茯苓、彼岸灵花、玄铁、锻月银、霄华鎏金、霜竹、贞云松、怀雅檀木。	0.15;0.1
657	繁林岛	256	256	silindao.Scene	silindao.path	silindao.wCollision	silindao.jpg	2168	60000	silindao	776	872	775	889	25000	10	Sign3	MiniMap_Icon5	fanlindao_Normal	MiniMap_Icon5	fanlindao_Hover	野外场景#r怪物等级95-105#r怪物种类：#r狌狌、小草妖#r神工原材料分布（2、3、4级）：#r茭白、盈月笋、流华松露、芝兰、血茯苓、彼岸灵花、玄铁、锻月银、霄华鎏金、霜竹、贞云松、怀雅檀木。	0.15;0.1
658	沉月古塔一层	256	256	yaotashui_1.Scene	yaotashui_1.path	yaotashui_1.wCollision	yaotashui_1.jpg	2170	60000	yaotashui_1	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔一层	0.15;0.1
659	沉月古塔二层	192	192	yaotashui_2.Scene	yaotashui_2.path	yaotashui_2.wCollision	yaotashui_2.jpg	2170	60000	yaotashui_2	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔二层	0.15;0.1
660	沉月古塔三层	192	192	yaotashui_3.Scene	yaotashui_3.path	yaotashui_3.wCollision	yaotashui_3.jpg	2170	60000	yaotashui_3	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔三层	0.15;0.1
661	沉月古塔四层	128	128	yaotashui_4.Scene	yaotashui_4.path	yaotashui_4.wCollision	yaotashui_4.jpg	2170	60000	yaotashui_4	0	0	0	0	45000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔四层	0.15;0.1
662	地火古塔一层	256	256	yaotahuo_1.Scene	yaotahuo_1.path	yaotahuo_1.wCollision	yaotahuo_1.jpg	2170	60000	yaotahuo_1	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔一层	0.15;0.1
663	地火古塔二层	192	192	yaotahuo_2.Scene	yaotahuo_2.path	yaotahuo_2.wCollision	yaotahuo_2.jpg	2170	60000	yaotahuo_2	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔二层	0.15;0.1
664	地火古塔三层	192	192	yaotahuo_3.Scene	yaotahuo_3.path	yaotahuo_3.wCollision	yaotahuo_3.jpg	2170	60000	yaotahuo_3	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔三层	0.15;0.1
665	地火古塔四层	128	128	yaotahuo_4.Scene	yaotahuo_4.path	yaotahuo_4.wCollision	yaotahuo_4.jpg	2170	60000	yaotahuo_4	0	0	0	0	45000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔四层	0.15;0.1
666	繁林古塔一层	256	256	yaotamu_1.Scene	yaotamu_1.path	yaotamu_1.wCollision	yaotamu_1.jpg	2170	60000	yaotamu_1	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔一层	0.15;0.1
667	繁林古塔二层	192	192	yaotamu_2.Scene	yaotamu_2.path	yaotamu_2.wCollision	yaotamu_2.jpg	2170	60000	yaotamu_2	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔二层	0.15;0.1
668	繁林古塔三层	192	192	yaotamu_3.Scene	yaotamu_3.path	yaotamu_3.wCollision	yaotamu_3.jpg	2170	60000	yaotamu_3	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔三层	0.15;0.1
669	繁林古塔四层	128	128	yaotamu_4.Scene	yaotamu_4.path	yaotamu_4.wCollision	yaotamu_4.jpg	2170	60000	yaotamu_4	0	0	0	0	45000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔四层	0.15;0.1
670	锁龙古塔二层	192	192	longta_1.Scene	longta_1.path	longta_1.wCollision	longta_1.jpg	2169	60000	longta_1	0	0	0	0	35000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔二层	0.15;0.1
671	锁龙古塔三层	192	192	longta_2.Scene	longta_2.path	longta_2.wCollision	longta_2.jpg	2169	60000	longta_2	0	0	0	0	30000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔三层	0.15;0.1
672	锁龙古塔四层	192	192	longta_3.Scene	longta_3.path	longta_3.wCollision	longta_3.jpg	2169	60000	longta_3	0	0	0	0	30000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔四层	0.15;0.1
673	清湖蜃景	256	256	shenjing_shui.Scene	shenjing_shui.path	shenjing_shui.wCollision	shenjing_shui.jpg	2166	60000	shenjing_shui	792	963	791	978	25000	10	Sign3	MiniMap_Icon5	qinghushijing_Normal	MiniMap_Icon5	qinghushijing_Hover	野外场景#r怪物等级85-95#r怪物种类：#r小草妖、渔民傀儡#r神工原材料分布（1、2、3级）：#r粳稻、茭白、盈月笋、香蒲、芝兰、血茯苓、青铜、玄铁、锻月银、桦枝、霜竹、贞云松。	0.1;0.01
674	密林蜃景	256	256	shenjing_mu.Scene	shenjing_mu.path	shenjing_mu.wCollision	shenjing_mu.jpg	2168	60000	shenjing_mu	708	858	710	883	25000	10	Sign3	MiniMap_Icon5	milinshijing_Normal	MiniMap_Icon5	milinshijing_Hover	野外场景#r怪物等级85-95#r怪物种类：#r狌狌、小草妖#r神工原材料分布（1、2、3级）：#r粳稻、茭白、盈月笋、香蒲、芝兰、血茯苓、青铜、玄铁、锻月银、桦枝、霜竹、贞云松。	0.15;0.1
675	熔岩蜃景	256	256	shenjing_huo.Scene	shenjing_huo.path	shenjing_huo.wCollision	shenjing_huo.jpg	2167	60000	shenjing_huo	829	776	829	797	25000	10	Sign3	MiniMap_Icon5	rongyanshijing_Normal	MiniMap_Icon5	rongyanshijing_Hover	野外场景#r怪物等级85-95#r怪物种类：#r尸豺、战死游魂#r神工原材料分布（1、2、3级）：#r粳稻、茭白、盈月笋、香蒲、芝兰、血茯苓、青铜、玄铁、锻月银、桦枝、霜竹、贞云松。	0.15;0.1
676	沉月岛	256	256	fujingdao_1.Scene	fujingdao_1.path	fujingdao_1.wCollision	fujingdao_1.jpg	2166	60000	fujingdao_1	0	0	0	0	15000	10	Sign3	MiniMap_Icon5	baixihu_Normal	MiniMap_Icon5	baixihu_Hover	沉月岛	0.15;0.1
677	清湖蜃景	256	256	shengjing_yr.Scene	shengjing_yr.path	shengjing_yr.wCollision	shengjing_yr.jpg	2157	60000	shengjing_yr	0	0	0	0	15000	10	Sign3	MiniMap_Icon5	qinghushijing_Normal	MiniMap_Icon5	qinghushijing_Hover	清湖蜃景	0.1;0.01
678	地府	64	64	siwang.scene	siwang.path	siwang.wCollision	siwang.jpg	119	20000	siwangscene	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	地府	0.15;0.1
679	锁龙古塔一层	256	256	longta_0.Scene	longta_0.path	longta_0.wCollision	longta_0.jpg	2169	60000	longta_0	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔一层	0.15;0.1
680	群雄逐鹿战场	320	320	fenghuangpingyuan.Scene	fenghuangpingyuan.path	fenghuangpingyuan.Wcollision	fenghuangpingyuan.jpg	2088	60000	fenghuangpingyuan	0	0	0	0	15000	10	Sign15	MiniMap_Icon3	FengHuangGuZhen_Normal	MiniMap_Icon3	FengHuangGuZhen_Normal	群雄逐鹿战场	0.15;0.1
681	群雄逐鹿休息室	64	64	fenghuangpingyuan_Xiuxi.Scene	fenghuangpingyuan_Xiuxi.path	fenghuangpingyuan_Xiuxi.Wcollision	fenghuangpingyuan_Xiuxi.jpg	2110	60000	fenghuangpingyuan_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	群雄逐鹿休息室	0.15;0.1
682	沉月古塔三层	192	192	yaotashui_3_HD.Scene	yaotashui_3_HD.path	yaotashui_3_HD.wCollision	yaotashui_3_HD.jpg	2170	60000	yaotashui_3_HD	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔三层	0.15;0.1
683	沉月古塔四层	128	128	yaotashui_4_HD.Scene	yaotashui_4_HD.path	yaotashui_4_HD.wCollision	yaotashui_4_HD.jpg	2170	60000	yaotashui_4_HD	0	0	0	0	45000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔四层	0.15;0.1
684	地火古塔三层	192	192	yaotahuo_3_HD.Scene	yaotahuo_3_HD.path	yaotahuo_3_HD.wCollision	yaotashui_3_HD.jpg	2170	60000	yaotashui_3_HD	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔三层	0.15;0.1
685	地火古塔四层	128	128	yaotahuo_4_HD.Scene	yaotahuo_4_HD.path	yaotahuo_4_HD.wCollision	yaotashui_4_HD.jpg	2170	60000	yaotashui_4_HD	0	0	0	0	45000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔四层	0.15;0.1
686	繁林古塔三层	192	192	yaotamu_3_HD.Scene	yaotamu_3_HD.path	yaotamu_3_HD.wCollision	yaotashui_3_HD.jpg	2170	60000	yaotashui_3_HD	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔三层	0.15;0.1
687	繁林古塔四层	128	128	yaotamu_4_HD.Scene	yaotamu_4_HD.path	yaotamu_4_HD.wCollision	yaotashui_4_HD.jpg	2170	60000	yaotashui_4_HD	0	0	0	0	45000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔四层	0.15;0.1
688	锁龙古塔二层	192	192	longta_1_HD.Scene	longta_1_HD.path	longta_1_HD.wCollision	longta_1_HD.jpg	2169	60000	longta_1_HD	0	0	0	0	35000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔二层	0.15;0.1
689	锁龙古塔三层	192	192	longta_2_HD.Scene	longta_2_HD.path	longta_2_HD.wCollision	longta_2_HD.jpg	2169	60000	longta_2_HD	0	0	0	0	30000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔三层	0.15;0.1
690	锁龙古塔四层	192	192	longta_3_HD.Scene	longta_3_HD.path	longta_3_HD.wCollision	longta_3_HD.jpg	2169	60000	longta_3_HD	0	0	0	0	30000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔四层	0.15;0.1
691	锁龙古塔一层	256	256	longta_0_HD.Scene	longta_0_HD.path	longta_0_HD.wCollision	longta_0_HD.jpg	2169	60000	longta_0_HD	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	龙塔一层	0.15;0.1
693	沉月古塔一层	256	256	yaotashui_1_HD.Scene	yaotashui_1.path	yaotashui_1_HD.wCollision	yaotashui_1_HD.jpg	2170	60000	yaotashui_1_HD	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔一层	0.15;0.1
694	沉月古塔二层	192	192	yaotashui_2_HD.Scene	yaotashui_2.path	yaotashui_2_HD.wCollision	yaotashui_2_HD.jpg	2170	60000	yaotashui_2_HD	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	沉月塔二层	0.15;0.1
695	地火古塔一层	256	256	yaotahuo_1_HD.Scene	yaotahuo_1.path	yaotahuo_1_HD.wCollision	yaotashui_1_HD.jpg	2170	60000	yaotashui_1_HD	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔一层	0.15;0.1
696	地火古塔二层	192	192	yaotahuo_2_HD.Scene	yaotahuo_2.path	yaotahuo_2_HD.wCollision	yaotashui_2_HD.jpg	2170	60000	yaotashui_2_HD	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	地火塔二层	0.15;0.1
697	繁林古塔一层	256	256	yaotamu_1_HD.Scene	yaotamu_1.path	yaotamu_1_HD.wCollision	yaotashui_1_HD.jpg	2170	60000	yaotashui_1_HD	0	0	0	0	20000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔一层	0.15;0.1
698	繁林古塔二层	192	192	yaotamu_2_HD.Scene	yaotamu_2.path	yaotamu_2_HD.wCollision	yaotashui_2_HD.jpg	2170	60000	yaotashui_2_HD	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	繁林塔二层	0.15;0.1
699	地府	64	64	siwang.scene	siwang.path	siwang.wCollision	siwang.jpg	119	20000	siwangscene	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	地府	0.15;0.1
700	翠云山	256	256	DHXYcuiyunshan.scene	DHXYcuiyunshan.path	DHXYcuiyunshan.wCollision	DHXYcuiyunshan.jpg	121	60000	DHXYcuiyunshan	0	0	0	0	35000	10	Sign3	MiniMap_Icon5	DHXY_cuiyunshan	MiniMap_Icon5	DHXY_cuiyunshan	翠云山	0.2;0.2
701	水帘洞	192	192	DHXYshuiliandong.Scene	DHXYshuiliandong.path	DHXYshuiliandong.wCollision	DHXYshuiliandong.jpg	2171	60000	DHXYshuiliandong	0	0	0	0	25000	10	Sign3	MiniMap_Icon5	DHXY_shuiliandong	MiniMap_Icon5	DHXY_shuiliandong	水帘洞	0.2;0.2
702	永宁城	256	256	DHXYyongningcheng.Scene	DHXYyongningcheng.path	DHXYyongningcheng.wCollision	DHXYyongningcheng.jpg	2172	60000	DHXYyongningcheng	0	0	0	0	25000	10	Sign3	MiniMap_Icon5	DHXY_yongningcheng	MiniMap_Icon5	DHXY_yongningcheng	永宁城	0.2;0.2
703	恶人谷	256	256	erengu.Scene	erengu.path	erengu.WCollision	erengu.jpg	2211	60000	erengu	294	560	294	584	35000	10	Sign6	MiniMap_Icon5	erenguScenceName	MiniMap_Icon5	erenguScenceName	门派#r恶人谷	0.25;0.05
705	翠云山	192	192	DHXYcuiyunshan_StoryLine1.scene	DHXYcuiyunshan_StoryLine1.path	DHXYcuiyunshan_StoryLine1.wCollision	DHXYcuiyunshan_StoryLine1.jpg	2117	60000	DHXYcuiyunshan_StoryLine1	0	0	0	0	35000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	翠云山	0.2;0.2
706	水帘洞	192	192	DHXYshuiliandong_StoryLine1.scene	DHXYshuiliandong_StoryLine1.path	DHXYshuiliandong_StoryLine1.wCollision	DHXYshuiliandong_StoryLine1.jpg	2117	60000	DHXYshuiliandong_StoryLine1	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	水帘洞	0.2;0.2
707	椰子心室	256	256	DHXYxinzang.Scene	DHXYxinzang.path	DHXYxinzang.wCollision	DHXYxinzang.jpg	2165	60000	DHXYxinzang	0	0	0	0	8000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	椰子心室	0.2;0.2
708	天劫阵地	128	128	DHXYtianjie.Scene	DHXYtianjie.path	DHXYtianjie.wCollision	DHXYtianjie.jpg	120	60000	DHXYtianjie	0	0	0	0	15000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	天劫阵地	0.2;0.2
709	翠云山	192	192	DHXYcuiyunshan_FB.Scene	DHXYcuiyunshan_FB.path	DHXYcuiyunshan_FB.wCollision	DHXYcuiyunshan_FB.jpg	2112	60000	DHXYcuiyunshan_FB	0	0	0	0	35000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	大战翠云山	0.2;0.2
710	水帘洞	192	192	DHXYshuiliandong_FB.Scene	DHXYshuiliandong_FB.path	DHXYshuiliandong_FB.wCollision	DHXYshuiliandong_FB.jpg	2112	60000	DHXYshuiliandong_FB	0	0	0	0	25000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	大战水帘洞	0.2;0.2
711	永宁城	256	256	DHXYyongningcheng_FB.Scene	DHXYyongningcheng_FB.path	DHXYyongningcheng_FB.wCollision	DHXYyongningcheng_FB.jpg	2112	60000	DHXYyongningcheng_FB	0	0	0	0	25000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	大战永宁城	0.2;0.2
712	五岳山	370	370	MonthPVP.Scene	MonthPVP.path	MonthPVP.WCollision	MonthPVP.jpg	141	60000	MonthPVP	0	0	0	0	35000	10	Sign1	BaseInterface	Space	BaseInterface	Space	五岳山	0.15;0.1
