INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10211004	1	2	11	5	4	41	1	62	4	Thu Thñc Hài	14	Hài làm b¢ng t½, tinh xäo vô cùng, hoa mÛ ð­ ch¸u.	115	552	130	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_8	Hài	2113	2002	0
10211005	1	2	11	6	4	59	1	53	4	Châu Ng÷c Hài	24	Hài ðßþc làm b¢ng g¤m, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	195	936	142	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_14	Hài	2114	2002	0
10211006	1	2	11	7	4	165	1	63	4	Bích T¸ch Hài	24	Hài ðßþc làm b¢ng løa, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	195	936	142	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_14	Hài	2115	2002	0
10211007	1	2	11	9	4	51	1	54	4	Nhuy­n H° Hài	34	Hài nÕm rång chó sói, s½ lµ phong mang, kiên c¯ hæu lñc.	365	1752	155	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_1	Hài	2116	2002	0
10211008	1	2	11	10	4	37	1	64	4	Nguyên Vû Hài	34	Hài nÕm móng vu¯t chó sói, s½ lµ phong mãng, kiên c¯ hæu lñc.	365	1752	155	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_1	Hài	2117	2002	0
10211009	1	2	11	12	4	285	1	55	4	Xích Huyªt Hài	44	Hài nÕm rång h±, phong mang t¤t lµ, bá khí th§p túc.	610	2928	167	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_9	Hài	2118	2002	0
10211010	1	2	11	13	4	33	1	65	4	Tiêu Dß½ng Hài	44	Hài nÕm móng vu¯t h±, phong mang t¤t lµ, bá khí th§p túc.	610	2928	167	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_9	Hài	2119	2002	0
10211011	1	2	11	15	4	166	1	56	4	Hàn Sß½ng Hài	54	Làm t× da thu°ng lu°ng và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	950	4560	180	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_11	Hài	2120	2002	0
10211012	1	2	11	16	4	167	1	66	4	Nguyên Linh Hài	54	Làm t× t½ t¢m ðen và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	950	4560	180	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_12	Hài	2121	2002	0
10211013	1	2	11	18	4	53	1	57	4	Ð¸a Hoàng Hài	64	Trên hài có v¨ Thiên Khu Tinh Ð°, huy«n di®u vô cùng.	1325	6360	192	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_3	Hài	2122	2002	0
10211014	1	2	11	19	4	39	1	67	4	Th¤t Tinh Hài	64	Trên Hài có v¨ Thiên c½ Tinh Ð°, huy«n di®u vô cùng.	1325	6360	192	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2123	2002	0
10211015	1	2	11	24	4	174	1	58	4	NgÕo Hoàng Hài	74	Dành riêng cho Tham Lang tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1685	8088	205	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	-1	93	-1	-1	-1	Shoes4_2	Hài	2124	2002	0
10211016	1	2	11	25	4	174	1	68	4	Dçn Phøng Hài	74	Dành riêng cho Th¥n Môn tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1685	8088	205	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	-1	93	-1	-1	-1	Shoes4_2	Hài	2125	2002	0
10211017	1	2	11	36	4	411	1	59	4	C¯c Höa Thiên Ngoa Hài	84	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có phù vân thiên trßþng, danh ðµng thiên hÕ.	2310	11088	217	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Shoes4_7	Hài	2126	2002	0
10211018	1	2	11	37	4	416	1	69	4	Mµc Thüy Thiên Ngoa Hài	84	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có long tß¶ng vÕn lý, danh ðµng thiên hÕ.	2310	11088	217	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Shoes4_7	Hài	2127	2002	0
10211019	1	2	11	45	4	377	1	60	4	Huy«n Vû Thánh Hài	94	Làm t× ðá ngû s¡c mà Næ Oa dùng ð¬ vá tr¶i, h¤p thø tinh hoa m£t trång m£t tr¶i, ngu°n lñc linh thiêng vô biên.	3240	15552	230	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	Shoes4_12	Hài	2128	2002	0
10211020	1	2	11	46	4	373	1	70	4	Hoan Thª Thánh Hài	94	Ðªn t× âm phü, ðßþc luy®n b·i lØa âm phü mà thành, oán khí ð§m ð£c, ma lñc mÕnh m¨.	3240	15552	230	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1	117	-1	-1	-1	Shoes4_12	Hài	2129	2002	0
10212001	1	2	12	1	3	78	1	51	4	Miên Ma Hµ Uy­n	6	Väi thô T¯ Ðích Hµ Uy­n, thích hþp m¾i vào giang h° Giä sØ døng.	70	336	120	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	Hµ Uy¬n	2130	2002	0
10212002	1	2	12	2	3	78	1	61	4	Vân Trù Hµ Uy­n	6	Väi b¯ T¯ Ðích Hµ Uy­n, thích hþp m¾i vào giang h° Giä sØ døng.	70	336	120	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	Hµ Uy¬n	2131	2002	0
10212003	1	2	12	3	3	77	1	52	4	Xuân V§n Hµ Uy­n	16	Hµ uy¬n ðßþc làm b¢ng väi nhung, tinh xäo vô cùng, hoa mÛ d­ ch¸u	121	581	132	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	Cuff1_5	Hµ Uy¬n	2132	2002	0
10212004	1	2	12	4	3	71	1	62	4	Thu Thñc Hµ Uy­n	16	Quyên Ti T¯ Ðích Hµ Uy­n, tinh xäo vô cùng, hoa mÛ thoäi mái.	121	581	132	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	Cuff1_7	Hµ Uy¬n	2133	2002	0
10212005	1	2	12	5	3	89	1	53	4	Châu Ng÷c Hµ Uy­n	26	Hµ uy¬n ðßþc làm b¢ng g¤m, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	221	1061	145	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_11	Hµ Uy¬n	2134	2002	0
10212006	1	2	12	6	3	195	1	63	4	Bích T¸ch Hµ Uy­n	26	T½ løa T¯ Ðích Hµ Uy­n, xa hoa, thanh l¸ch ð©p ð¨ quý giá.	221	1061	145	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_11	Hµ Uy¬n	2135	2002	0
10212007	1	2	12	7	3	81	1	54	4	Nhuy­n H° Hµ Uy­n	36	Tß½ng Hæu Lang Nha Ðích Hµ Uy­n, m¾i lµ ðß¶ng kiªm, ch¡c ch¡n hæu lñc.	399	1915	157	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_13	Hµ Uy¬n	2136	2002	0
10212008	1	2	12	8	3	67	1	64	4	Nguyên Vû Hµ Uy­n	36	Tß½ng Hæu móng vu¯t sói Ðích Hµ Uy­n, m¾i lµ ðß¶ng kiªm, ch¡c ch¡n hæu lñc.	399	1915	157	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_14	Hµ Uy¬n	2137	2002	0
10212009	1	2	12	9	3	315	1	55	4	Xích Huyªt Hµ Uy­n	46	Tß½ng Hæu rång nanh Ðích Hµ Uy­n, bµc lµ tài nång, khí phách mß¶i ph¥n.	666	3197	170	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	Hµ Uy¬n	2138	2002	0
10212010	1	2	12	10	3	63	1	65	4	Tiêu Dß½ng Hµ Uy­n	46	Tß½ng Hæu H± Träo Ðích Hµ Uy­n, bµc lµ tài nång, khí phách mß¶i ph¥n.	666	3197	170	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	Hµ Uy¬n	2139	2002	0
10212011	1	2	12	11	3	196	1	56	4	Sß½ng lÕnh Hµ Uy­n	56	Làm t× da thu°ng lu°ng và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	1010	4848	182	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	Hµ Uy¬n	2140	2002	0
10212012	1	2	12	12	3	197	1	66	4	Nguyên Linh Hµ Uy­n	56	Làm t× t½ t¢m ðen và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	1010	4848	182	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	Hµ Uy¬n	2141	2002	0
10212013	1	2	12	13	3	83	1	57	4	Ð¸a Hoàng Hµ Uy­n	66	Uy­n Thân Hµi Hæu Thiên Xu Tinh Ð°, huy«n di®u vô cùng.	1395	6696	195	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_11	Hµ Uy¬n	2142	2002	0
10212014	1	2	12	14	3	69	1	67	4	Th¤t tinh Hµ Uy­n	66	Uy­n Thân Hµi Hæu Thiên C½ Tinh Ð°, huy«n di®u vô cùng.	1395	6696	195	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_13	Hµ Uy¬n	2143	2002	0
10212015	1	2	12	15	3	204	1	58	4	NgÕo Hoàng Hµ Uy­n	76	Dành riêng cho Tham Lang tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1730	8304	207	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	Cuff3_7	Hµ Uy¬n	2144	2002	0
10212016	1	2	12	16	3	204	1	68	4	Dçn Phøng Hµ Uy­n	76	Dành riêng cho Th¥n Môn tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1730	8304	207	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	Cuff3_7	Hµ Uy¬n	2145	2002	0
10212017	1	2	12	17	3	421	1	59	4	Døc Höa Thiên Uy¬n	86	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có phù vân thiên trßþng, danh ðµng thiên hÕ.	2380	11424	220	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	Cuff4_2	Hµ Uy¬n	2146	2002	0
10212018	1	2	12	18	3	426	1	69	4	Mµc Thüy Thiên Uy¬n	86	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có long tß¶ng vÕn lý, danh ðµng thiên hÕ.	2380	11424	220	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	Cuff4_2	Hµ Uy¬n	2147	2002	0
10212019	1	2	12	19	3	387	1	60	4	Huy«n Vû Thánh Uy¬n	96	Làm t× ðá ngû s¡c mà Næ Oa dùng ð¬ vá tr¶i, h¤p thø tinh hoa m£t trång m£t tr¶i, ngu°n lñc linh thiêng vô biên.	3320	15936	232	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	Cuff4_7	Hµ Uy¬n	2148	2002	0
10212020	1	2	12	20	3	383	1	70	4	Huy«n Thª Ma Uy¬n	96	Ðªn t× âm phü, ðßþc luy®n b·i lØa âm phü mà thành, oán khí ð§m ð£c, ma lñc mÕnh m¨.	3320	15936	232	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	Cuff4_7	Hµ Uy¬n	2149	2002	0
10213001	1	2	13	1	2	18	1	51	4	C¦m Ma Y	8	Väi thô T¯ Ðích Y Phøc, thích hþp m¾i vào giang h° Giä sØ døng.	90	432	122	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Cloth3_3	Y Phøc	2150	2002	0
10213002	1	2	13	2	2	18	1	61	4	Vân Trù Y	8	Y phøc ðßþc làm b¢ng väi ðay, thích hþp cho ngß¶i m¾i gia nh§p giang h° sØ døng.	90	432	122	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Cloth3_3	Y Phøc	2151	2002	0
