INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
612	Tuý Xuân Yên	212	10	1	10	-1	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y2
613	Ðông phong Phá	21	10	1	11	767	5	30	30	45	60	75	90	120	120	195	150	611	5	-1	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y3
614	Tß½ng tß Thi®t Chi	148	10	1	11	771	5	30	46045	45	46046	75	46047	120	46048	195	46049	-1	-1	45	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y4
615	Huy«n ngoÕi chi âm	213	10	1	11	776	5	30	6	45	12	75	18	120	24	195	30	612	5	-1	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y5
616	Không phø ðêm ð©p	214	10	1	12	767	5	60	10	105	20	165	30	270	40	435	50	-1	-1	50	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y6
617	Th¤u C¯t Sinh Hß½ng	218	10	1	12	785	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y7
618	Vân Tiêu Vû Tª	9	10	1	13	760	5	120	100	180	200	300	300	480	400	780	500	616	5	-1	9999	768	-1	-1	MÕn Ðà 3Chiêu Minh Y8
619	Ngân Bình SÕ Phá	215	10	1	13	780	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	MÕn Ðà 3Chiêu Minh Y9
620	S½ Änh hoa mai	216	10	1	13	785	5	120	70	180	140	300	210	480	280	780	350	617	5	-1	-1	46050	-1	-1	MÕn Ðà 3Chiêu Minh Y10
621	Thiên Hành Hæu Thß¶ng	-1	11	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	Ác Nhân C¯c Thiên Hành Hæu Thß¶ng b¸ ðµng
622	Oän Tâm Liêm·th¥n uy	39	11	0	2	788	5	10	200	20	400	30	600	50	800	80	1000	-1	-1	-1	-1	2	-1	-1	Ác Nhân C¯c T¯ H°n X1
623	ºa Chß¾ng Doanh Thân	220	11	0	2	790	5	10	40	20	80	30	120	50	160	80	200	-1	-1	-1	-1	30	-1	-1	Ác Nhân C¯c T¯ H°n X2
624	Tråm l¥n không sót mµt	20	11	0	3	791	5	20	20	30	40	50	60	80	80	130	100	622	5	-1	-1	-1	-1	-1	Ác Nhân C¯c T¯ H°n X3
625	M£c Ni®m Quy Tr¥n	33	11	0	3	791	5	20	30	30	60	50	90	80	120	130	150	622	5	-1	-1	-1	-1	-1	Ác Nhân C¯c T¯ H°n X4
626	Tråm tr§n tråm th¡ng	220	11	0	3	794	5	20	40	30	80	50	120	80	160	130	200	623	5	-1	-1	5	-1	-1	Ác Nhân C¯c T¯ H°n X5
627	Nän lòng thoái chí	49	11	0	4	788	5	40	20	70	40	110	60	180	80	290	100	-1	-1	10	2	799	-1	-1	Ác Nhân C¯c T¯ H°n X6
628	H°n Tiêu Phách Tän	33	11	0	4	789	5	40	20	70	40	110	60	180	80	290	100	-1	-1	10	-1	-1	-1	-1	Ác Nhân C¯c T¯ H°n X7
629	Không ngß¶i B¤t Oan	224	11	0	5	797	5	80	10	120	20	200	30	320	40	520	50	-1	-1	15	-1	-1	-1	-1	Ác Nhân C¯c T¯ H°n X8
630	H°ng tr¥n ¿ng Lân	233	11	0	5	791	5	80	10	120	20	200	30	320	40	520	50	-1	-1	15	-1	-1	-1	-1	Ác Nhân C¯c T¯ H°n X9
631	Thu¯c và kim châm cÑu không có hi®u quä	226	11	0	5	795	5	80	20	120	40	200	60	320	80	520	100	-1	-1	15	-1	-1	-1	-1	Ác Nhân C¯c T¯ H°n X10
632	VÕn kiªp b¤t phøc	-1	11	1	1	-1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	Ác Nhân C¯c vÕn kiªp b¤t phøc b¸ ðµng
633	Oän Tâm Liêm·th¥n uy	39	11	1	2	788	5	10	200	20	400	30	600	50	800	80	1000	-1	-1	-1	-1	2	-1	-1	Ác Nhân C¯c Phán M®nh Y1
634	Thª Nan Do KÖ	34	11	1	2	789	5	10	200	20	400	30	600	50	800	80	1000	-1	-1	-1	-1	-1	-1	-1	Ác Nhân C¯c Phán M®nh Y2
635	Phi H°n CØu Tiêu	221	11	1	3	797	5	20	100	30	200	50	300	80	400	130	500	633	5	-1	-1	-1	-1	-1	Ác Nhân C¯c Phán M®nh Y3
636	Ðµng C¯t Thß½ng Cân	222	11	1	3	799	5	20	400	30	800	50	1200	80	1600	130	2000	633	5	-1	-1	-1	-1	-1	Ác Nhân C¯c Phán M®nh Y4
637	H°n Khiên Mµng Các\u0020hÕ	2	11	1	3	789	5	20	2000	30	4000	50	6000	80	8000	130	10000	634	5	-1	-1	-1	-1	-1	Ác Nhân C¯c Phán M®nh Y5
638	Kinh Tâm Tru§t Møc	223	11	1	4	788	5	40	70	70	140	110	210	180	280	290	350	-1	-1	10	2	803	-1	-1	Ác Nhân C¯c Phán M®nh Y6
639	Liêm Phong Nhiªp Phách	49	11	1	4	788	5	40	20	70	40	110	60	180	80	290	100	-1	-1	10	2	789	-1	-1	Ác Nhân C¯c Phán M®nh Y7
640	Nhân quä Hæu Chung	97	11	1	5	796	5	80	60	120	120	200	180	320	240	520	300	638	5	-1	-1	-1	-1	-1	Ác Nhân C¯c Phán M®nh Y8
641	Mµt lß¾i b¡t hªt	227	11	1	5	796	5	80	200	120	400	200	600	320	800	520	1000	-1	-1	15	-1	797	796	-1	Ác Nhân C¯c Phán M®nh Y9
642	Di®t Cö T§n G¯c	228	11	1	5	811	5	80	600	120	1200	200	1800	320	2400	520	3000	639	5	-1	-1	811	-1	-1	Ác Nhân C¯c Phán M®nh Y10
643	Oän Tâm Liêm·Tr® MÕch	88	11	0	6	788	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Ác Nhân C¯c 2T¯ H°n X1
644	Oän Tâm Liêm·công tâm	90	11	0	6	788	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Ác Nhân C¯c 2T¯ H°n X2
645	Vân Ách Hàn S½n	3	11	0	7	797	5	24	20	36	40	60	60	96	80	156	100	643	5	-1	-1	49210	-1	-1	Ác Nhân C¯c 2T¯ H°n X3
646	Th×a c½ mà vào	229	11	0	7	797	5	24	20	36	40	60	60	96	80	156	100	-1	-1	25	-1	-1	-1	-1	Ác Nhân C¯c 2T¯ H°n X4
647	H½i th· mong manh	21	11	0	7	799	5	24	20	36	40	60	60	96	80	156	100	644	5	-1	-1	-1	-1	-1	Ác Nhân C¯c 2T¯ H°n X5
648	Lãnh Liêm Ph÷c Änh	3	11	0	8	788	5	50	10	90	20	140	30	230	40	372	50	-1	-1	30	-1	49211	-1	-1	Ác Nhân C¯c 2T¯ H°n X6
649	U¯ng máu L® Nhçn	232	11	0	8	788	5	50	20	90	40	140	60	230	80	372	100	647	5	-1	2	803	-1	-1	Ác Nhân C¯c 2T¯ H°n X7
650	Duy Ngã tñ tÕi	93	11	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Ác Nhân C¯c 2T¯ H°n X8
651	Ngßng chiªu sáng Tuyªt	93	11	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Ác Nhân C¯c 2T¯ H°n X9
652	Khí ð¸nh th¥n nhàn	93	11	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Ác Nhân C¯c 2T¯ H°n X10
653	Oän Tâm Liêm·Tr® MÕch	88	11	1	6	788	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Ác Nhân C¯c 2Phán M®nh Y1
654	Phòng thü kiên c¯	94	11	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Ác Nhân C¯c 2Phán M®nh Y2
655	Vû Toä Nguy Lâu	96	11	1	7	797	5	24	80	36	160	60	240	96	320	156	400	653	5	-1	-1	49245	-1	-1	Ác Nhân C¯c 2Phán M®nh Y3
656	Huy Liêm m¤t h°n	97	11	1	7	791	5	24	70	36	140	60	210	96	280	156	350	-1	-1	25	-1	-1	-1	-1	Ác Nhân C¯c 2Phán M®nh Y4
657	NØa ðêm Xà Änh	1	11	1	7	803	5	24	150	36	300	60	450	96	600	156	750	654	5	-1	-1	6	-1	-1	Ác Nhân C¯c 2Phán M®nh Y5
658	Ác mµng Tri«n Thân	96	11	1	8	788	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	49246	-1	-1	Ác Nhân C¯c 2Phán M®nh Y6
659	Thiên m®nh S· Quy	98	11	1	8	795	5	50	200	90	400	140	600	230	800	372	1000	-1	-1	30	-1	49212	-1	-1	Ác Nhân C¯c 2Phán M®nh Y7
660	Duy Ngã tñ tÕi	93	11	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Ác Nhân C¯c 2Phán M®nh Y8
661	Ngßng chiªu sáng Tuyªt	93	11	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Ác Nhân C¯c 2Phán M®nh Y9
662	Khí ð¸nh th¥n nhàn	93	11	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Ác Nhân C¯c 2Phán M®nh Y10
663	Thiên H°n Nan C¯	34	11	0	10	797	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X1
664	Ð¸a H°n Nan C¯	34	11	0	10	791	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X2
665	Khói ðµc Thí M®nh	40	11	0	11	803	5	30	30	45	60	75	90	120	120	195	150	663	5	-1	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X3
666	Tam H°n Tái Li	49	11	0	11	796	5	30	40	45	80	75	120	120	160	195	200	-1	-1	45	1	797	-1	-1	Ác Nhân C¯c 3T¯ H°n X4
667	Thiên Khuynh Ð¸a Phúc	40	11	0	11	805	5	30	20	45	40	75	60	120	80	195	100	664	5	-1	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X5
668	Trß¶ng H§n Vô Tuy®t	34	11	0	12	799	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	50	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X6
669	Cho ta s· døng	92	11	0	12	795	5	60	50	105	100	165	150	270	200	435	250	-1	-1	50	-1	49213	-1	-1	Ác Nhân C¯c 3T¯ H°n X7
670	M®nh Vçn Nghi®p Tiêu	33	11	0	13	810	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X8
671	Hæu tình Giai Nghi®t	225	11	0	13	791	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X9
672	H°n Th® Ðång Di®t	33	11	0	13	811	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	-1	-1	-1	Ác Nhân C¯c 3T¯ H°n X10
673	Có c×u oán t¤t báo	19	11	1	10	796	5	15	6	30	12	45	18	75	24	120	30	-1	-1	40	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y1
674	Trß¶ng Liêm Táng H°n	19	11	1	10	811	5	15	6	30	12	45	18	75	24	120	30	-1	-1	40	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y2
675	H°n b¤t phø th¬	20	11	1	11	797	5	30	10	45	20	75	30	120	40	195	50	673	5	-1	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y3
676	Thanh Tr÷c Ch¦m Bi®n	21	11	1	11	803	5	30	10	45	20	75	30	120	40	195	50	-1	-1	45	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y4
677	Liêm Dçn Vong Xuyên	19	11	1	11	810	5	30	6	45	12	75	18	120	24	195	30	674	5	-1	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y5
678	Cñu Oán Tân Thù	49	11	1	12	796	5	60	60	105	120	165	180	270	240	435	300	-1	-1	50	2	793	-1	-1	Ác Nhân C¯c 3Phán M®nh Y6
679	Tuyªt ð÷ng Tß¾ng Dung	2	11	1	12	808	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	50	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y7
680	Sân H§n Câu Tiêu	230	11	1	13	805	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y8
681	Ti«n duyên Tái Tøc	34	11	1	13	801	5	120	400	180	800	300	1200	480	1600	780	2000	-1	-1	55	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y9
682	Chém t§n giªt tuy®t	231	11	1	13	796	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	-1	-1	-1	Ác Nhân C¯c 3Phán M®nh Y10
683	Dî Sân ÐoÕn V÷ng	234	0	0	14	305	5	15	20	30	40	45	60	75	80	120	100	-1	-1	60	-1	-1	-1	-1	Thiªu Lâm 4La Hán X1
684	Ðµc hành tam gi¾i	171	0	0	14	295	5	15	51614	30	51615	45	51616	75	51617	120	51618	-1	-1	60	-1	-1	-1	-1	Thiªu Lâm 4La Hán X2
685	Chuông vàng Hoá Tßþng	82	0	0	15	287	5	30	51619	45	51620	75	51621	120	51622	195	51623	683	5	65	-1	-1	-1	-1	Thiªu Lâm 4La Hán X3
686	Løc døc nghi thÑc x¯i nß¾c lên ð¥u	19	0	0	15	283	5	30	10	45	20	75	30	120	40	195	50	-1	-1	65	-1	-1	-1	-1	Thiªu Lâm 4La Hán X4
687	Ma ðÕo khó ði	235	0	0	15	295	5	30	50	45	100	75	150	120	200	195	250	684	5	65	51624	-1	-1	-1	Thiªu Lâm 4La Hán X5
688	Th¸ Tài Bi V§t	95	0	0	16	305	5	60	51625	105	51626	165	51627	270	51628	435	51629	-1	-1	70	-1	100	-1	-1	Thiªu Lâm 4La Hán X6
689	Thª Quan nhân quä	236	0	0	16	289	5	60	100	105	200	165	300	270	400	435	500	-1	-1	70	-1	-1	-1	-1	Thiªu Lâm 4La Hán X7
690	Khi Ph§t Giáng Ách	237	0	0	17	305	5	120	20	180	40	300	60	480	80	780	100	688	5	75	460	-1	-1	-1	Thiªu Lâm 4La Hán X8
691	Hành Thi Quäng Tu®	238	0	0	17	-1	5	120	300	180	350	300	400	480	450	780	500	-1	-1	75	-1	-1	-1	-1	Thiªu Lâm 4La Hán X9
692	Quay lÕi Vô ¿u	170	0	0	17	289	5	120	150	180	300	300	450	480	600	780	750	689	5	75	-1	51630	-1	-1	Thiªu Lâm 4La Hán X10
693	Ph§t Chß·ng Nh¤t Phß½ng	239	0	1	14	-1	5	15	41	30	42	45	43	75	44	120	45	-1	-1	60	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y1
694	Pháp gi¾i Quy Nh¤t	240	0	1	14	-1	5	15	51631	30	51632	45	51633	75	51634	120	51635	-1	-1	60	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y2
695	Tª thª có cách	171	0	1	15	291	5	30	51636	45	51637	75	51638	120	51639	195	51640	-1	-1	65	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y3
696	Trì Tu® thänh th½i	241	0	1	15	286	5	30	1	45	2	75	3	120	4	195	5	-1	-1	65	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y4
697	Pháp Tßþng vô hình	242	0	1	15	284	5	30	20	45	40	75	60	120	80	195	100	694	5	65	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y5
698	Chuông vàng hµ th¬	243	0	1	16	-1	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y6
699	Xä thân Tñ H±	244	0	1	16	306	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y7
700	Tâm ThÑc Vô ¿u	34	0	1	17	301	5	120	1000	180	2000	300	3000	480	4000	780	5000	-1	-1	75	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y8
701	L¤y ½n báo oán	82	0	1	17	293	5	120	51641	180	51642	300	51643	480	51644	780	51645	-1	-1	75	-1	-1	-1	-1	Thiªu Lâm 4kim cß½ng Y9
702	C¥u xin ph§t ðà	245	0	1	17	282	5	120	30	180	60	300	90	480	120	780	150	36	5	75	51646	51647	-1	-1	Thiªu Lâm 4kim cß½ng Y10
703	Lòng son b¤t tØ	49	1	0	14	335	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	60	999	3293	-1	-1	Minh Giáo 4thiên la X1
704	B¤t di®t Liên Träm	246	1	0	14	3293	5	15	150	30	300	45	450	75	600	120	750	-1	-1	60	999	3293	-1	-1	Minh Giáo 4thiên la X2
705	Tinh Hán quy nguyên	247	1	0	15	319	5	30	100	45	200	75	300	120	400	195	500	-1	-1	65	-1	-1	-1	-1	Minh Giáo 4thiên la X3
706	T§p hþp lÕi	248	1	0	15	330	5	30	20	45	40	75	60	120	80	195	100	-1	-1	65	-1	-1	-1	-1	Minh Giáo 4thiên la X4
707	Theo ðu±i không bö	249	1	0	15	3293	5	30	4	45	8	75	12	120	16	195	20	-1	-1	65	-1	-1	-1	-1	Minh Giáo 4thiên la X5
708	Ph¥n Tâm Nhßþc C¯t	251	1	0	16	325	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	461	-1	-1	-1	Minh Giáo 4thiên la X6
709	Liên hoàn kª	252	1	0	16	321	5	60	500	105	1000	165	1500	270	2000	435	2500	-1	-1	70	462	-1	-1	-1	Minh Giáo 4thiên la X7
710	Xích Di­m liên hoàn	171	1	0	17	325	5	120	51648	180	51649	300	51650	480	51651	780	51652	-1	-1	75	-1	-1	-1	-1	Minh Giáo 4thiên la X8
711	Viêm Long tái hi®n	253	1	0	17	313	5	120	70	180	140	300	210	480	280	780	350	-1	-1	75	463	-1	-1	-1	Minh Giáo 4thiên la X9
712	Ph¥n Ngã Tàn Khu	254	1	0	17	318	5	120	100	180	200	300	300	480	400	780	500	-1	-1	75	-1	-1	-1	-1	Minh Giáo 4thiên la X10
713	Nµ Di®m ng§p tr¶i	255	1	1	14	-1	5	15	10	30	20	45	30	75	40	120	50	-1	-1	60	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y1
714	Höa thiêu liên doanh	95	1	1	14	334	5	15	51821	30	51822	45	51823	75	51824	120	51825	-1	-1	60	-1	100	-1	-1	Minh Giáo 4Huyªt L® Y2
715	LÕc Thüy Tri«u Sinh	257	1	1	15	323	5	30	51653	45	51654	75	51655	120	51656	195	51657	713	5	65	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y3
716	Toä C¯ Bát Môn	3	1	1	15	312	5	30	30	45	60	75	90	120	120	195	150	-1	-1	65	-1	51658	-1	-1	Minh Giáo 4Huyªt L® Y4
717	Chï T¦u Long Xà	49	1	1	15	315	5	30	10	45	20	75	30	120	40	195	50	714	5	65	999	334	-1	-1	Minh Giáo 4Huyªt L® Y5
718	M¤t hªt can ðäm	258	1	1	16	319	5	60	51659	105	51660	165	51661	270	51662	435	51663	-1	-1	70	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y6
719	Ph® Nµ Vu Tâm	259	1	1	16	319	5	60	40	105	80	165	120	270	160	435	200	-1	-1	70	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y7
720	Nhçn Änh liên tøc	260	1	1	17	335	5	120	30	180	60	300	90	480	120	780	150	-1	-1	75	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y8
721	Tuy®t M®nh phá tr§n	257	1	1	17	318	5	120	51664	180	51665	300	51666	480	51667	780	51668	-1	-1	75	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y9
722	T¥n MÕch Quyªt	372	1	1	17	331	5	120	4	180	8	300	12	480	16	780	20	-1	-1	75	-1	-1	-1	-1	Minh Giáo 4Huyªt L® Y10
723	Dçn Phong Ði®p Tri«u	92	2	0	14	355	5	15	100	30	200	45	300	75	400	120	500	-1	-1	60	-1	776	-1	-1	Cái Bang 4TØu Cu°ng X1
724	Ngßng Quang Nh§p Trän	19	2	0	14	351	5	15	10	30	20	45	30	75	40	120	50	-1	-1	60	-1	-1	-1	-1	Cái Bang 4TØu Cu°ng X2
725	Tuý Nguy®t Liên Tinh	92	2	0	15	347	5	30	50	45	100	75	150	120	200	195	250	723	5	65	-1	776	-1	-1	Cái Bang 4TØu Cu°ng X3
726	R°ng bay Toái Nguy®t	19	2	0	15	347	5	30	10	45	20	75	30	120	40	195	50	723	5	65	-1	-1	-1	-1	Cái Bang 4TØu Cu°ng X4
727	Li®t TØu T£ng Xuân	261	2	0	15	351	5	30	200	45	400	75	600	120	800	195	1000	724	5	65	-1	-1	-1	-1	Cái Bang 4TØu Cu°ng X5
728	Bát TØu Tøc Thª	262	2	0	16	343	5	60	150	105	300	165	450	270	600	435	750	-1	-1	70	-1	-1	-1	-1	Cái Bang 4TØu Cu°ng X6
729	Phá Lãng ¦m lÕi	116	2	0	16	364	5	60	1000	105	2000	165	3000	270	4000	435	5000	-1	-1	70	100	351	-1	-1	Cái Bang 4TØu Cu°ng X7
730	Long Ð¢ng Th¶i Khích	263	2	0	17	360	5	120	100	180	200	300	300	480	400	780	500	728	5	75	343	-1	-1	-1	Cái Bang 4TØu Cu°ng X8
731	Long Tiªu chín ngày	82	2	0	17	347	5	120	51679	180	51680	300	51681	480	51682	780	51683	-1	-1	75	-1	-1	-1	-1	Cái Bang 4TØu Cu°ng X9
732	Nh§t nguy®t v« núi	368	2	0	17	364	5	120	7000	180	14000	300	21000	480	28000	780	35000	729	5	75	-1	-1	-1	-1	Cái Bang 4TØu Cu°ng X10
733	Khuynh say rßþu Møc	264	2	1	14	349	5	15	51813	30	51814	45	51815	75	51816	120	51817	-1	-1	60	-1	-1	-1	-1	Cái Bang 4hành hi®p Y1
734	Chçm tØu Mê Tâm	265	2	1	14	349	5	15	4	30	8	45	12	75	16	120	20	-1	-1	60	467	-1	-1	-1	Cái Bang 4hành hi®p Y2
735	Lçm Sß½ng Tän H°n	266	2	1	15	361	5	30	40	45	80	75	120	120	160	195	200	-1	-1	65	357	51684	-1	-1	Cái Bang 4hành hi®p Y3
736	Túy Bµ Mê Tung	267	2	1	15	346	5	30	2	45	4	75	6	120	8	195	10	-1	-1	65	-1	-1	-1	-1	Cái Bang 4hành hi®p Y4
737	Hoá Lñc thu§n gió	268	2	1	15	360	5	30	3	45	6	75	9	120	12	195	15	734	5	65	-1	-1	-1	-1	Cái Bang 4hành hi®p Y5
738	Ti«m long Ph÷c Bµ	95	2	1	16	348	5	60	51685	105	51686	165	51687	270	51688	435	51689	-1	-1	70	-1	100	-1	-1	Cái Bang 4hành hi®p Y6
739	Say bí tï Kinh Tâm	19	2	1	16	342	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Cái Bang 4hành hi®p Y7
740	Càn Khôn Thôi Thø	364	2	1	17	365	5	120	70	180	140	300	210	480	280	780	350	-1	-1	75	-1	1	-1	-1	Cái Bang 4hành hi®p Y8
741	Hoành hành Phøc Thï	269	2	1	17	365	5	120	25	180	23	300	21	480	18	780	15	-1	-1	75	-1	-1	-1	-1	Cái Bang 4hành hi®p Y9
742	Chß¾c TØu quy nguyên	270	2	1	17	342	5	120	4	180	8	300	12	480	16	780	20	739	5	75	-1	-1	-1	-1	Cái Bang 4hành hi®p Y10
743	LÕc Chß·ng NÕp Khí	371	3	0	14	371	5	15	100	30	200	45	300	75	400	120	500	-1	-1	60	47	-1	-1	-1	Võ Ðang 4B¢ng Hß X1
744	Bão Ung Ðµ KÖ	272	3	0	14	378	5	15	2	30	4	45	6	75	8	120	10	-1	-1	60	-1	-1	-1	-1	Võ Ðang 4B¢ng Hß X2
745	Tiên Chï Dß ¿½ng	241	3	0	15	381	5	30	-3	45	-6	75	-9	120	-12	195	-15	-1	-1	65	-1	-1	-1	-1	Võ Ðang 4B¢ng Hß X3
746	Bái Nhiên Kiªm Vñc	273	3	0	15	372	5	30	1	45	2	75	3	120	4	195	5	-1	-1	65	-1	-1	-1	-1	Võ Ðang 4B¢ng Hß X4
747	Kiªm Nh§p cänh ð©p	274	3	0	15	373	5	30	16	45	32	75	48	120	64	195	80	-1	-1	65	469	-1	-1	-1	Võ Ðang 4B¢ng Hß X5
748	Hoá Chß·ng DßÞng Nguyên	98	3	0	16	371	5	60	50	105	100	165	150	270	200	435	250	-1	-1	70	-1	51690	-1	-1	Võ Ðang 4B¢ng Hß X6
749	Vô Vãng không còn næa	275	3	0	16	382	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	-1	-1	-1	-1	Võ Ðang 4B¢ng Hß X7
750	Lþi nhu§n vÕn v§t	82	3	0	17	390	5	120	51691	180	51692	300	51693	480	51694	780	51695	748	5	75	-1	-1	-1	-1	Võ Ðang 4B¢ng Hß X8
751	Th×a thª Quán Chß·ng	96	3	0	17	371	5	120	40	180	80	300	120	480	160	780	200	748	5	75	-1	51696	-1	-1	Võ Ðang 4B¢ng Hß X9
752	Doanh Áp CØu Uyên	365	3	0	17	382	5	120	1	180	2	300	3	480	4	780	5	749	5	75	-1	-1	-1	-1	Võ Ðang 4B¢ng Hß X10
753	Vô Ngñ có cách	276	3	1	14	377	5	15	10	30	20	45	30	75	40	120	50	491	5	60	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y1
754	Gang t¤c mây xanh	277	3	1	14	-1	5	15	800	30	1600	45	2400	75	3200	120	4000	-1	-1	60	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y2
755	Th¥n Kiêu không câu n®	82	3	1	15	377	5	30	51697	45	51698	75	51699	120	51700	195	51701	753	5	65	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y3
756	Ách DÕ T§t Tinh	278	3	1	15	395	5	30	9	45	8	75	7	120	6	195	5	-1	-1	65	51702	-1	-1	-1	Võ Ðang 4Trích Tinh Y4
757	Hàn quang Nhß Mµc	280	3	1	15	385	5	30	70	45	140	75	210	120	280	195	350	-1	-1	65	51703	-1	-1	-1	Võ Ðang 4Trích Tinh Y5
758	M§t Vân Tri«n Nguy®t	279	3	1	16	374	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y6
759	Bß¾c trên mây Hu« Ðình	170	3	1	16	379	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	-1	42879	-1	-1	Võ Ðang 4Trích Tinh Y7
760	Li®t Túc Khäi Minh	281	3	1	17	395	5	120	4	180	8	300	12	480	16	780	20	-1	-1	75	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y8
761	HÕc Minh Trß¶ng Tiêu	283	3	1	17	387	5	120	50	180	100	300	150	480	200	780	250	-1	-1	75	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y9
762	Thiên Lôi Phá Nguyên	380	3	1	17	371	5	120	51826	180	51827	300	51828	480	51829	780	51830	759	5	75	-1	-1	-1	-1	Võ Ðang 4Trích Tinh Y10
763	Ngßng Th¥n DßÞng TÑc	82	4	0	14	409	5	15	51704	30	51705	45	51706	75	51707	120	51708	-1	-1	60	-1	-1	-1	-1	Nga Mi 4T¦m Phß½ng X1
