INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10401021	1	4	1	21	0	383	1	-1	-1	Bàn Long ÐÕi Thß½ng	50	Cä v§t th¬ màu vàng, m«m mÕi dây cµt tóc, ðïnh bén nh÷n Tñ Kiªm, chü th¬ r¤t tròn Tñ Côn, nhìn lÕi Tñ Thß½ng Phi Thß½ng, Tñ Kiªm Phi Kiªm.	2700	10800	175	3	3	-1	-1	Spear2_3	Thß½ng B±ng	1024	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401026	1	4	1	26	0	389	2	-1	-1	Tam C± Kim Cang Mã Xoa	60	Li®t S½n Kim Tá Chú, tr¥m tr÷ng h½n ngß¶i, Phi th¥n lñc ngß¶i không th¬ Ph¯i Døng, Dî Lñc Phá Xäo, SÑ ð¸ch nhân Thoái không th¬ Thoái, tránh cûng không th¬ tránh.	3850	15400	187	3	3	-1	-1	Spear2_9	Thß½ng B±ng	1025	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401031	1	4	1	31	0	394	2	-1	-1	Ngû C± Li®t Di®m Mã Xoa	70	Xoa Thân Tß½ng Hæu Thanh Long Châu, nghe nói Chú Xoa Thanh Thiªt · giæa Hæu ðö ð§m vªt máu, Th¸ Ph® Chü Chi Tßþng.	5570	22280	200	3	3	-1	-1	Spear2_14	Thß½ng B±ng	1026	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401036	1	4	1	36	0	399	2	-1	-1	Th¤t Tinh Ph® H°n Mã Xoa	80	Truy«n Vi Miêu Cß½ng tiªn c¯ng v§t, Xoa Thân C§n Thü XØ SÑc Hæu B¡c Ð¦u Th¤t Tinh Vån, huy«n di®u vô cùng.	7450	29800	212	3	3	-1	-1	Spear3_3	Thß½ng B±ng	1027	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401041	1	4	1	41	0	403	2	-1	-1	Long Ngâm Phøng Tiªu ÐÕi Thß½ng	90	Thßþng c± th¥n khí, Xoa Ð¥u Ðích Nguy®t Nha Nhçn Vi ngàn nåm H°ng San Hô S· TÕo, Nhß H°ng Liên Thánh Hoä, h×ng hñc không thôi.	9950	39800	225	3	3	-1	-1	Spear3_7	Thß½ng B±ng	1028	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401046	1	4	1	46	0	408	2	-1	-1	Phá Nguy®t ÐÕi Thß½ng	100	Lßþng Ðoan Vi vÕn nåm huy«n thiªt S· Chú, trung gian Vi Thiên Niên Hàn Ng÷c tÕo ra, dß¾i ánh m£t tr¶i m½ h° lµ ra S½n Hà Ð°, ngß¶i trong thiên hÕ tranh ðoÕt chi th¥n Binh.	16000	64000	237	3	3	-1	-1	Spear3_12	Thß½ng B±ng	1029	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401050	1	4	1	50	0	368	2	-1	-1	Vû Lang	10	Võ lâm cao nhân Ða tranh ðoÕt, Vû Lãng n½i tay NgÕo qu¥n hùng.	180	720	125	3	3	-1	-1	Spear1_4	Thß½ng B±ng	1030	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401051	1	4	1	51	0	20	2	-1	-1	Nhi®m Vø Trang 2	20	Nhi®m vø Trang Hoà TØ Trang 2	540	2160	137	3	3	-1	-1	Spear4_4	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401052	1	4	1	52	0	377	2	-1	-1	ÐoÕn Tß½ng	30	Giang h° phong vân khói báo ðµng Kh·i, thiên hÕ Hßng Vong ÐoÕn Tß½ng Gian.	1150	4600	150	3	3	-1	-1	Spear1_13	Thß½ng B±ng	1032	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401053	1	4	1	53	0	39	2	-1	-1	Nhi®m Vø Trang 4	40	Nhi®m vø Trang Hoà TØ Trang 4	1780	7120	162	3	3	-1	-1	Spear4_4	Thß½ng B±ng	1033	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	2	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401054	1	4	1	54	0	385	2	-1	-1	Hàn Dß½ng	50	D¸ch ThuÖ bi ca ¿ng V¸ Ký, t§n tr¶i mây tía Th¸ Hàn DÕng.	2700	10800	175	3	3	-1	-1	Spear2_5	Thß½ng B±ng	1034	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401055	1	4	1	55	0	108	2	-1	-1	Nhi®m Vø Trang 6	60	Nhi®m vø Trang Hoà TØ Trang 6	3850	15400	187	3	3	-1	-1	Spear4_4	Thß½ng B±ng	1035	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401056	1	4	1	56	0	55	2	-1	-1	Nhi®m Vø Trang 7	70	Nhi®m vø Trang Hoà TØ Trang 7	5570	22280	200	3	3	-1	-1	Spear4_4	Thß½ng B±ng	1036	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	3	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401057	1	4	1	57	0	54	2	-1	-1	Nhi®m Vø Trang 8	80	Nhi®m vø Trang Hoà TØ Trang 8	7450	29800	212	3	3	-1	-1	Spear4_4	Thß½ng B±ng	1037	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	3	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401058	1	4	1	58	0	402	2	-1	-1	C± Thß½ng	90	Bi H°ng c± ðÕo Xi Vßu Thü, cu°ng ma Sát Ý Ð¯i C± Thß½ng.	9950	39800	225	3	3	-1	-1	Spear3_6	Thß½ng B±ng	1038	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	4	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401059	1	4	1	59	0	52	2	-1	-1	Nhi®m Vø Trang 10	100	Nhi®m vø Trang Hoà TØ Trang 10	16000	64000	237	3	3	-1	-1	Spear4_4	Thß½ng B±ng	1039	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	4	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401060	1	4	1	60	0	408	2	15	2	Nguy®t Änh Trßþng	22	Nguy®t Änh Trßþng	540	2160	137	3	3	-1	-1	Lining_4	Thß½ng B±ng	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401061	1	4	1	61	0	367	3	-1	-1	Hiên Môn V® SÛ Trß¶ng Thß½ng	1	Viên môn v® sî sØ døng Ðích bình thß¶ng trß¶ng thß½ng, thþ khéo thô ráp	1000	1000	125	3	3	-1	-1	Spear1_3	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401062	1	4	1	62	0	373	3	-1	-1	Tung Dß½ng T« My Côn	18	Tung Dß½ng sän xu¤t Ðích T« Mi Côn, dài ch×ng Chí Mi, sát khí Ti®m Hi®n.	1000	1000	137	3	3	-1	-1	Spear1_9	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401063	1	4	1	63	0	376	3	-1	-1	Ði¬n Ngøc Quan	30	Ði¬n Ngøc Quan	1000	1000	150	3	3	-1	-1	Spear1_12	Thß½ng B±ng	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401064	1	4	1	64	0	381	3	-1	-1	Lang Nhân Cän Trß Thß½ng	40	Lang nhân chuyên døng Cän Trß Ðích binh khí, Bính Trß¶ng Nhçn Tiêm, Khä quét ngang Thiên Quân.	1000	1000	162	3	3	-1	-1	Spear2_1	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	6	-1	-1	-1	-1	-1	-1	-1	162	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401065	1	4	1	65	0	389	3	-1	-1	H¤p Thüy Ð« Lô Thß½ng	48	H¤p Thüy Ð« Lô Thß½ng	1000	1000	175	3	3	-1	-1	Spear2_14	Thß½ng B±ng	1031	1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401066	1	4	1	66	0	384	3	-1	-1	Viên Nguy®t Ðà Long Thß½ng	55	Trång tròn Thôn Ðích Kiªm Sß S· Chú Ðích Ðà Long Thß½ng, giªt ngß¶i Vu vô hình.	1000	1000	187	3	3	-1	-1	Spear2_4	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	12	-1	4	-1	-1	-1	-1	-1	-1	-1	192	-1	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401067	1	4	1	67	0	376	3	-1	-1	Tinh Chª Huy«n Thiªt Trß¶ng Thß½ng	78	Tinh Chª Huy«n Thiªt Trß¶ng Thß½ng	1000	1000	200	3	3	-1	-1	Spear1_12	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	252	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401068	1	4	1	68	0	394	3	-1	-1	Bát Bäo L® Tuy«n Thß½ng	87	Bát Bäo L® Tuy«n Thß½ng	1000	1000	212	3	3	-1	-1	Spear2_15	Thß½ng B±ng	1031	1	-1	-1	-1	-1	-1	-1	-1	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	282	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401069	1	4	1	69	0	404	3	-1	-1	CØu Chuy¬n Bàn Long Lßþng Ngân Thß½ng	94	CØu Chuy¬n Bàn Long Lßþng Ngân Thß½ng	1000	1000	225	3	3	-1	-1	Spear3_8	Thß½ng B±ng	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	-1	-1	-1	-1	-1	9	-1	9	9	9	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401070	1	4	1	70	0	400	3	-1	-1	LÕc Änh Truy H°n Thß½ng	98	BÕch Miêu Tµc Ðích th¥n khí, nghe nói có d¤u BÕch Miêu bµ tµc Ðích thßþng c± di hu¤n.	1000	1000	237	3	3	-1	-1	Spear3_4	Thß½ng B±ng	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401071	1	4	1	71	0	409	3	-1	-1	Bá Vß½ng	99	Bá Vß½ng	1000	1000	237	3	3	-1	-1	Spear3_13	Thß½ng B±ng	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402001	1	4	2	1	0	457	1	-1	-1	Hàn Quang Trß¶ng Kiªm	10	Mµt kiªm Tß¾c Th§p ÐÕi Ðinh, Giai Ti®t, Kiªm Vô Khiên Tích, dùng sÑc Khu¤t Chi Nhß Câu, Tung Chi leng keng Hæu Thanh, Phøc Trñc Nhß Huy«n.	180	720	125	3	3	-1	-1	Sword1_3	Ð½n Ðoän	1040	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402006	1	4	2	6	0	459	1	-1	-1	Thái Khang Trß¶ng Kiªm	20	HÕ Vß½ng Thái Khang sai ngß¶i Døng Tinh Ð°ng S· Chú, thân kiªm ba thß¾c Nh¸ Th¯n, Thü Ý thiên hÕ thái bình an khang ý.	540	2160	137	3	3	-1	-1	Sword1_5	Ð½n Ðoän	1041	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402011	1	4	2	11	0	465	1	-1	-1	Thanh Minhtrß¶ng Kiªm	30	Chu Møc Vß½ng Th¶i Tây Nhung Hiªn, Li®m Cß½ng, Trß¶ng Khiªm Hæu Chï, Døng Chi Thiªt Ng÷c Nhß Nê.	1150	4600	150	3	3	-1	-1	Sword1_11	Ð½n Ðoän	1042	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402016	1	4	2	16	0	467	1	-1	-1	Phi Nguy®t Trß¶ng Kiªm	40	Thân kiªm †n Phiªm thanh quang, chém s¡t nhß chém bùn Ðích bäo kiªm, mûi kiªm Thßþng Hæu kÏ d¸ Ðích Hoa Vån, Møc Th¸ T¡c Tâm phát lÕnh Ý.	1780	7120	162	3	3	-1	-1	Sword1_13	Ð½n Ðoän	1043	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402021	1	4	2	21	0	473	1	-1	-1	Long Lân Trß¶ng Kiªm	50	Tøc truy«n Vi Ðào Ho¢ng Cänh TÕo, vàng bÕc Ð°ng Tích Thiªt Ngû S¡c kªt hþp Chi, ng÷n gió ít l¶i lãi, hàn quang lßu chuy¬n.	2700	10800	175	3	3	-1	-1	Sword2_3	Ð½n Ðoän	1044	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402026	1	4	2	26	0	478	2	-1	-1	Ngû Thái Trß¶ng Kiªm	60	Phong Quang U Lam, x¯c vác, Kiªm nhanh nhß Phong, giªt ngß¶i Vu chßa chu¦n b¸.	3850	15400	187	3	3	-1	-1	Sword2_8	Ð½n Ðoän	1045	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402031	1	4	2	31	0	482	2	-1	-1	Côn Ngô Trß¶ng Kiªm	70	Dß Thái Hþp Kiªm Kiªm n±i danh Ðích th¥n binh, chém s¡t nhß chém bùn, s¡c bén vô cùng, trên chuôi kiªm Hæu Kim Khäm Ðích'Côn Ngô'hai chæ.	5570	22280	200	3	3	-1	-1	Sword2_12	Ð½n Ðoän	1046	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402036	1	4	2	36	0	487	2	-1	-1	Long Huyªt Trß¶ng Kiªm	80	Xuân Thu th¶i kì Chú Kiªm ðÕi sß Âu Dã TØ S· Chú, quang hoa Nhß Phù Dung Thï Xu¤t, kiªm phong ÐoÕn Nham Nhß Phát, Nãi thiên hÕ tôn quý vô song Chi Kiªm.	7450	29800	212	3	3	-1	-1	Sword3_1	Ð½n Ðoän	1047	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402041	1	4	2	41	0	493	2	-1	-1	Tuy®t Tiên Trß¶ng Ðao	90	Cái chuôi này cä v§t th¬ Bích S¡c, h°n nhiên Vô Tích Ðích trß¶ng kiªm làm cho ngß¶i ta cäm th¤y Ðích không phäi Tha Ðích s¡c bén, mà là Tha Ðích dày rµng Hoà hi«n lành, Nãi thiên hÕ Chi Nhân ÐÕo ð® nh¤t ðao.	9950	39800	225	3	3	-1	-1	Sword3_7	Ð½n Ðoän	1048	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402046	1	4	2	46	0	497	2	-1	-1	Tru Thiên Trß¶ng Kiªm	100	Truy«n thuyªt thiên hÕ thÑ nh¤t ðúc Sß Ð¡c Xích C¦n S½n Chi Tích, Nhßþc Gia Khê Chi Ð°ng, Kinh Vû Sái s¤m ðánh, Ð¡c thiên ð¸a tinh hoa S· Thành, Ð¡c Chi ðßþc thiên hÕ.	16000	64000	237	3	3	-1	-1	Sword3_11	Ð½n Ðoän	1049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
